,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-94,7,-93,2,-116,32,-129,44,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-95,4,-92,3,-92,13,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-101,6,-93,2,-116,23,-95,5,-91,4
1,-94,7,-93,2,-191,66,-146,76,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-98,5,-92,3,-99,22,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-103,10,-93,2,-160,45,-95,5,-91,4
2,-94,7,-93,2,-238,138,-258,92,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-98,5,-92,3,-99,22,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-103,10,-93,2,-160,48,-95,5,-91,4
3,-94,7,-93,2,-360,242,-263,92,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-98,5,-92,3,-99,22,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-103,10,-93,2,-166,61,-95,5,-91,4
4,-94,7,-93,2,-514,245,-292,92,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-98,5,-92,3,-99,28,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-108,10,-93,2,-210,70,-95,5,-91,4
5,-94,7,-93,2,-515,245,-439,92,-93,2,-95,3,-93,2,-93,3,-96,3,-93,2,-98,6,-92,3,-161,34,-95,4,-92,6,-91,7,-102,4,-92,3,-94,7,-95,3,-117,10,-93,2,-233,70,-95,6,-91,4
6,-95,8,-93,2,-561,246,-524,92,-93,2,-97,3,-94,2,-93,4,-96,3,-93,2,-125,7,-92,3,-164,34,-98,5,-93,6,-91,7,-108,5,-92,3,-122,9,-95,3,-117,10,-93,2,-263,70,-102,6,-93,4
7,-95,8,-93,2,-625,248,-692,95,-93,2,-97,3,-94,2,-97,4,-96,3,-93,2,-126,7,-92,4,-164,34,-100,7,-93,6,-91,7,-109,5,-92,3,-122,9,-95,3,-118,10,-93,2,-264,70,-102,6,-93,4
8,-123,13,-93,2,-633,248,-773,108,-93,2,-100,3,-94,2,-102,4,-98,3,-96,2,-126,8,-94,4,-164,34,-128,7,-95,6,-96,7,-115,5,-92,3,-124,9,-96,3,-126,10,-93,2,-308,70,-102,7,-95,4
9,-187,29,-96,2,-633,248,-773,108,-97,2,-103,3,-98,2,-106,4,-100,4,-99,2,-126,8,-98,4,-167,34,-130,8,-122,8,-98,7,-115,6,-96,3,-130,10,-103,3,-144,14,-96,3,-353,70,-113,9,-97,4
10,-214,69,-97,2,-633,248,-773,108,-97,2,-104,3,-98,2,-106,4,-100,4,-99,2,-129,8,-99,5,-167,34,-130,8,-124,10,-106,8,-118,6,-97,3,-135,10,-106,3,-152,24,-98,3,-460,71,-114,18,-110,4
11,-444,89,-97,2,-633,248,-773,108,-97,2,-104,3,-98,2,-106,4,-100,4,-99,2,-129,8,-99,5,-167,34,-130,8,-124,10,-106,8,-118,6,-97,3,-135,10,-106,3,-152,24,-98,3,-460,71,-114,18,-110,4
12,-688,93,-97,2,-633,248,-773,108,-97,2,-104,3,-98,2,-106,4,-100,4,-99,2,-129,8,-99,5,-167,34,-130,8,-124,10,-106,8,-118,6,-97,3,-135,10,-106,3,-153,24,-98,3,-460,71,-114,19,-110,4
13,-785,96,-97,2,-633,248,-773,108,-97,2,-104,3,-98,2,-109,4,-102,4,-99,2,-129,8,-103,7,-167,34,-130,8,-127,11,-110,8,-118,7,-97,3,-138,14,-113,3,-155,25,-99,3,-550,71,-127,28,-110,4
14,-785,96,-98,2,-633,248,-773,108,-97,2,-104,3,-99,2,-110,4,-104,4,-99,2,-129,8,-109,12,-168,34,-130,8,-142,12,-112,8,-162,8,-100,3,-156,29,-113,3,-157,25,-99,3,-667,71,-141,29,-110,4
15,-785,96,-99,2,-633,248,-773,108,-98,2,-105,3,-99,2,-110,4,-104,4,-101,2,-129,8,-116,17,-168,34,-130,8,-146,13,-112,8,-162,12,-100,3,-229,36,-113,3,-157,25,-99,3,-810,71,-142,29,-110,4
16,-785,96,-102,2,-633,248,-773,108,-101,3,-117,3,-106,2,-126,4,-106,4,-114,2,-129,8,-130,26,-168,34,-130,8,-191,20,-134,10,-167,12,-108,3,-235,39,-129,3,-158,25,-111,3,-810,71,-168,29,-127,4
17,-785,96,-105,6,-633,248,-773,108,-112,3,-117,3,-106,2,-126,4,-118,4,-114,2,-129,8,-241,29,-168,34,-130,8,-225,29,-177,24,-167,12,-108,3,-239,39,-129,3,-158,25,-111,3,-810,71,-168,29,-127,6
18,-785,96,-110,9,-633,248,-773,108,-112,3,-117,3,-106,2,-126,4,-118,4,-114,2,-129,8,-241,29,-168,34,-131,8,-242,45,-298,69,-167,12,-108,3,-239,39,-129,3,-158,25,-111,3,-810,71,-168,29,-143,32
19,-785,96,-110,9,-633,248,-773,108,-112,3,-118,3,-106,2,-126,4,-118,4,-114,2,-129,8,-241,29,-168,34,-131,8,-257,51,-425,123,-167,12,-108,3,-239,39,-129,3,-158,25,-111,3,-810,71,-168,29,-188,34
20,-785,96,-110,9,-633,248,-773,108,-112,3,-118,3,-106,2,-126,4,-118,4,-114,2,-129,8,-241,29,-168,34,-131,8,-264,51,-660,127,-167,12,-108,3,-239,39,-129,3,-158,25,-111,3,-810,71,-168,29,-191,35
21,-785,96,-133,9,-633,248,-773,108,-112,3,-118,3,-106,2,-139,6,-118,4,-114,2,-129,8,-241,29,-170,34,-134,8,-325,59,-754,127,-167,12,-108,3,-242,39,-129,3,-165,25,-111,3,-810,71,-169,29,-224,35
22,-785,96,-133,9,-633,248,-773,108,-112,3,-124,3,-115,2,-164,6,-118,4,-114,2,-134,8,-243,29,-187,35,-134,8,-455,65,-754,127,-168,12,-121,3,-242,39,-129,3,-185,26,-122,3,-810,71,-170,29,-225,36
23,-785,96,-146,9,-633,248,-773,108,-130,3,-133,5,-124,2,-164,6,-139,4,-125,2,-136,8,-243,29,-188,35,-148,8,-489,65,-754,127,-168,12,-127,3,-277,39,-140,3,-190,27,-130,3,-810,71,-185,29,-259,37
24,-785,96,-184,9,-633,248,-773,108,-135,3,-170,5,-132,2,-175,6,-139,4,-131,2,-149,8,-243,29,-215,35,-148,8,-492,65,-754,127,-196,12,-136,3,-279,39,-148,3,-194,27,-135,3,-810,71,-227,29,-263,37
25,-785,96,-184,9,-633,248,-773,108,-137,3,-186,5,-141,2,-181,6,-141,5,-141,2,-151,8,-243,29,-223,35,-148,8,-514,65,-754,127,-196,12,-150,3,-337,39,-155,5,-230,27,-156,4,-810,71,-229,29,-294,37
26,-785,96,-187,9,-633,248,-773,108,-171,5,-186,5,-148,2,-184,6,-155,5,-145,2,-152,8,-248,29,-245,35,-153,8,-558,65,-754,127,-196,12,-153,3,-369,39,-206,6,-230,27,-174,4,-810,71,-229,29,-295,37
27,-785,96,-187,9,-633,248,-773,108,-219,5,-192,6,-154,2,-196,6,-179,5,-152,2,-156,8,-248,29,-279,36,-154,8,-595,65,-754,127,-196,12,-156,3,-397,39,-210,6,-230,27,-195,4,-810,71,-229,29,-307,38
28,-785,96,-191,9,-633,248,-773,108,-227,6,-213,6,-160,2,-206,6,-189,5,-155,2,-163,8,-259,29,-298,36,-159,8,-626,67,-754,127,-209,12,-175,3,-416,39,-210,6,-239,27,-195,4,-810,71,-248,29,-340,38
29,-785,96,-202,9,-633,248,-773,108,-230,8,-216,6,-162,2,-207,6,-189,5,-164,2,-163,8,-300,29,-308,36,-170,8,-664,67,-754,127,-209,12,-175,3,-444,39,-210,6,-311,27,-200,4,-810,71,-248,29,-353,39
30,-785,96,-202,9,-633,248,-773,108,-264,12,-216,6,-162,2,-207,6,-189,5,-164,2,-170,8,-300,29,-337,36,-170,8,-776,67,-754,127,-209,12,-175,3,-505,39,-211,6,-311,27,-200,4,-810,71,-248,29,-355,39
31,-785,96,-214,9,-633,248,-773,108,-304,13,-216,6,-170,2,-223,6,-193,5,-169,2,-181,8,-300,29,-381,38,-170,8,-808,67,-754,127,-211,12,-199,3,-528,39,-211,6,-311,27,-214,4,-810,71,-251,29,-364,39
32,-785,96,-214,9,-633,248,-773,108,-329,13,-223,6,-170,2,-223,6,-193,5,-169,2,-181,8,-300,29,-493,41,-170,8,-813,67,-754,127,-217,12,-213,4,-601,39,-213,6,-311,27,-216,4,-810,71,-251,29,-364,39
33,-785,96,-214,9,-633,248,-773,108,-329,13,-223,6,-170,2,-223,6,-193,5,-169,2,-181,8,-300,29,-739,45,-170,8,-813,67,-754,127,-217,12,-213,4,-601,39,-213,6,-311,27,-216,4,-810,71,-251,29,-364,39
34,-785,96,-214,9,-633,248,-773,108,-329,13,-233,6,-170,2,-223,6,-193,5,-170,2,-181,8,-300,29,-835,46,-172,8,-814,67,-754,127,-217,12,-238,6,-712,39,-214,6,-311,27,-216,4,-810,71,-251,29,-364,39
35,-785,96,-214,9,-633,248,-773,108,-359,13,-233,6,-171,2,-223,6,-193,5,-171,2,-181,8,-300,29,-835,46,-172,8,-814,67,-754,127,-217,12,-275,12,-842,39,-221,6,-349,27,-216,4,-810,71,-251,29,-364,39
