,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-30,82,-75,31,-107,9,-112,4,-107,10,-109,5,-110,2,-109,2,-100,7,-101,11,-99,9,-101,5,-102,5,-100,4,-108,4,-98,8,-101,5,-112,4,-103,5,-97,6,-108,3,-102,5,-109,4
1,-33,91,-80,33,-118,9,-121,4,-114,12,-119,5,-120,2,-120,2,-112,8,-110,12,-108,10,-112,5,-110,5,-111,4,-112,4,-112,9,-112,5,-127,4,-110,6,-112,6,-115,3,-112,5,-112,4
2,-33,101,-87,36,-125,9,-125,4,-124,12,-128,5,-128,2,-130,2,-122,8,-124,16,-121,10,-119,5,-118,5,-118,4,-129,4,-125,9,-119,5,-139,4,-122,6,-122,6,-123,3,-121,5,-123,4
3,-33,111,-95,37,-137,9,-133,4,-134,12,-139,5,-139,2,-141,2,-136,8,-131,16,-131,10,-127,5,-131,5,-129,4,-133,4,-136,9,-127,5,-147,4,-134,6,-135,6,-132,3,-130,5,-134,4
4,-34,121,-99,40,-145,10,-137,4,-142,13,-153,5,-150,2,-156,2,-143,8,-139,18,-143,12,-136,5,-141,6,-143,4,-146,4,-142,9,-139,5,-153,4,-141,6,-143,6,-145,3,-140,5,-144,4
5,-35,138,-105,44,-151,10,-146,4,-151,13,-166,5,-155,2,-172,2,-153,9,-145,18,-154,12,-152,6,-151,6,-149,4,-158,4,-150,9,-145,5,-159,4,-153,6,-150,6,-161,4,-149,5,-150,4
6,-35,146,-114,44,-158,11,-154,4,-162,13,-177,5,-164,2,-182,2,-165,9,-151,20,-167,13,-165,6,-159,6,-162,4,-163,4,-156,9,-150,5,-173,4,-165,6,-160,6,-171,4,-159,6,-165,4
7,-37,151,-120,47,-172,12,-169,4,-170,13,-185,5,-176,2,-195,2,-178,9,-160,22,-172,14,-177,6,-167,6,-168,4,-174,4,-162,9,-165,5,-180,4,-173,6,-169,6,-182,4,-168,7,-175,4
8,-38,159,-130,49,-184,12,-178,4,-179,13,-194,6,-186,2,-206,2,-187,9,-166,23,-178,14,-187,6,-180,6,-175,4,-183,4,-168,10,-175,5,-190,5,-193,6,-179,6,-190,4,-179,7,-185,4
9,-42,165,-134,49,-192,13,-189,4,-186,15,-202,6,-200,2,-215,2,-197,10,-176,25,-186,14,-193,6,-191,6,-185,4,-191,4,-175,10,-194,5,-201,5,-205,6,-185,6,-202,4,-189,7,-198,4
10,-42,175,-141,50,-202,14,-195,4,-195,15,-209,6,-214,2,-225,2,-206,10,-183,25,-197,15,-203,7,-199,6,-196,4,-199,4,-187,10,-202,5,-215,5,-220,6,-195,6,-215,4,-199,7,-205,4
11,-43,182,-149,53,-208,14,-204,4,-209,15,-213,6,-224,2,-238,2,-212,10,-189,26,-208,16,-213,7,-209,6,-207,4,-206,4,-191,10,-218,5,-230,5,-230,6,-210,6,-224,4,-209,8,-217,4
12,-45,191,-160,59,-220,14,-213,4,-217,15,-226,6,-229,2,-256,2,-218,10,-202,26,-218,17,-222,7,-218,6,-215,4,-214,4,-202,10,-222,5,-242,5,-241,6,-215,6,-229,4,-217,8,-234,4
13,-48,195,-167,62,-231,14,-222,4,-225,15,-234,6,-234,2,-262,2,-232,10,-209,27,-230,17,-229,7,-231,6,-225,4,-232,4,-214,10,-234,5,-253,5,-251,6,-220,6,-243,4,-224,8,-247,4
14,-49,212,-175,66,-242,15,-235,4,-231,15,-240,6,-243,3,-272,2,-237,10,-217,27,-235,19,-245,7,-247,6,-232,4,-242,4,-222,10,-246,5,-264,5,-261,6,-223,6,-251,4,-235,8,-258,4
15,-50,220,-181,74,-259,15,-241,4,-241,16,-248,6,-252,3,-280,2,-246,10,-222,27,-241,20,-258,7,-265,7,-242,4,-253,4,-231,10,-253,5,-275,5,-270,6,-232,7,-259,4,-246,8,-267,4
16,-54,228,-188,76,-275,15,-247,4,-244,16,-264,6,-261,3,-292,2,-253,10,-231,27,-248,21,-269,7,-280,7,-253,4,-262,4,-243,10,-265,5,-283,5,-276,6,-239,7,-269,4,-259,8,-276,4
17,-56,239,-195,83,-281,17,-255,4,-257,16,-270,6,-271,3,-299,2,-264,12,-238,30,-258,22,-281,7,-296,7,-261,4,-271,4,-253,10,-275,5,-289,5,-286,6,-249,7,-278,4,-264,8,-288,4
18,-59,247,-205,84,-295,17,-268,4,-265,16,-280,6,-282,3,-305,2,-272,13,-250,31,-272,22,-291,7,-304,8,-269,4,-281,4,-264,11,-283,6,-294,5,-296,6,-260,7,-288,4,-273,8,-295,4
19,-61,254,-208,88,-305,18,-276,4,-276,16,-288,6,-290,3,-310,2,-280,13,-258,31,-282,23,-302,7,-315,8,-280,4,-287,4,-279,11,-298,6,-310,5,-303,6,-267,7,-300,4,-280,8,-313,4
20,-63,267,-213,91,-314,20,-286,4,-290,16,-298,6,-299,3,-316,2,-290,13,-276,31,-291,24,-310,7,-330,8,-289,4,-298,4,-290,11,-308,6,-319,6,-310,6,-274,7,-304,4,-289,8,-321,4
21,-64,274,-221,93,-321,20,-296,4,-303,16,-308,6,-312,3,-326,2,-294,13,-286,31,-304,24,-319,8,-338,8,-301,4,-308,4,-297,13,-317,6,-325,6,-323,7,-283,7,-314,4,-301,8,-334,4
22,-64,281,-229,94,-333,21,-309,4,-309,16,-317,6,-318,3,-336,2,-308,13,-298,31,-320,24,-328,8,-346,10,-309,4,-315,4,-305,13,-326,6,-334,6,-336,7,-293,7,-324,4,-310,8,-347,4
23,-64,286,-234,97,-342,21,-319,4,-318,17,-330,6,-328,3,-345,2,-316,13,-305,34,-331,24,-335,8,-357,10,-321,4,-325,4,-320,13,-334,7,-347,6,-348,7,-305,7,-329,4,-320,8,-358,4
24,-64,297,-239,101,-352,22,-333,4,-322,17,-336,6,-336,3,-356,3,-323,13,-321,35,-343,27,-342,8,-376,10,-331,4,-333,4,-333,13,-342,7,-353,6,-358,7,-317,7,-335,4,-327,8,-368,4
25,-64,305,-249,106,-356,22,-340,4,-335,18,-345,7,-348,3,-368,3,-330,14,-333,37,-353,27,-354,8,-384,10,-339,4,-343,4,-337,13,-346,7,-363,6,-364,7,-330,7,-343,4,-342,8,-386,4
26,-65,318,-255,110,-368,23,-349,4,-342,18,-352,7,-356,3,-382,3,-342,14,-343,40,-360,27,-361,8,-392,10,-345,4,-354,4,-351,13,-358,7,-376,6,-369,7,-339,7,-356,4,-353,8,-393,4
27,-67,323,-264,112,-378,23,-361,4,-350,19,-359,7,-366,3,-388,3,-352,14,-351,41,-372,28,-366,8,-407,10,-357,4,-367,4,-366,14,-366,7,-388,6,-380,7,-350,7,-366,4,-361,8,-398,4
28,-68,335,-270,113,-391,24,-371,4,-360,19,-365,7,-379,3,-404,3,-365,14,-356,41,-380,29,-375,8,-415,10,-375,4,-379,4,-376,14,-376,7,-396,6,-389,7,-360,7,-376,4,-367,8,-401,5
29,-68,351,-274,116,-399,25,-382,4,-377,20,-374,7,-385,3,-413,3,-373,14,-368,42,-388,29,-386,8,-428,10,-379,4,-388,4,-386,14,-392,7,-405,6,-399,7,-371,7,-384,4,-372,8,-411,5
30,-68,357,-277,117,-412,25,-394,4,-387,20,-386,8,-395,3,-424,3,-379,15,-375,42,-395,29,-395,8,-434,10,-392,4,-394,4,-395,14,-410,7,-413,6,-413,7,-377,7,-398,4,-387,8,-422,6
31,-69,368,-282,127,-420,25,-403,4,-392,20,-392,8,-413,3,-439,3,-390,15,-383,42,-403,29,-404,8,-438,10,-397,4,-400,4,-405,14,-427,7,-425,6,-423,7,-388,7,-409,4,-398,8,-431,6
32,-69,376,-291,130,-429,25,-415,4,-400,20,-404,8,-426,3,-446,3,-397,16,-392,43,-410,30,-417,9,-442,10,-404,4,-415,5,-413,15,-438,7,-433,6,-433,7,-398,7,-423,4,-404,8,-445,6
33,-71,388,-299,131,-438,25,-429,4,-413,20,-410,8,-433,3,-457,3,-406,17,-400,43,-416,30,-427,9,-451,10,-411,4,-427,5,-425,17,-447,8,-447,6,-444,7,-408,7,-431,4,-411,8,-456,6
34,-71,401,-304,134,-446,25,-436,4,-425,20,-423,8,-437,5,-465,3,-420,18,-407,44,-430,31,-437,9,-465,10,-420,4,-435,5,-432,17,-453,8,-457,6,-451,7,-420,8,-440,4,-422,8,-469,6
35,-73,409,-312,134,-456,26,-446,4,-438,20,-435,8,-443,5,-475,4,-427,19,-416,46,-441,31,-444,9,-481,10,-432,4,-447,5,-443,17,-460,8,-464,6,-462,7,-429,8,-449,4,-431,8,-478,6
36,-73,420,-318,135,-464,28,-458,4,-454,21,-443,9,-450,5,-485,4,-441,19,-417,46,-448,31,-453,9,-490,10,-443,4,-455,5,-448,17,-476,8,-475,6,-473,7,-441,8,-455,4,-445,8,-491,6
37,-73,423,-323,136,-473,28,-466,4,-462,21,-456,9,-465,5,-495,4,-450,19,-433,46,-455,31,-467,10,-502,10,-451,4,-461,6,-460,17,-480,8,-489,6,-484,7,-450,8,-467,4,-453,8,-505,6
38,-73,430,-328,141,-483,28,-474,4,-470,22,-465,9,-478,5,-503,5,-458,19,-438,46,-468,32,-477,10,-511,10,-461,4,-480,7,-467,17,-493,8,-496,6,-493,7,-457,8,-477,4,-467,8,-517,6
39,-74,443,-335,143,-488,31,-487,4,-481,22,-475,9,-488,5,-515,5,-471,19,-446,47,-476,32,-489,10,-519,10,-469,4,-490,7,-475,17,-505,8,-510,6,-502,7,-467,8,-485,4,-473,8,-525,6
40,-75,456,-340,147,-500,33,-496,4,-492,22,-486,9,-497,5,-527,5,-487,21,-457,47,-484,34,-494,11,-527,10,-477,4,-498,7,-480,17,-516,8,-521,6,-509,7,-473,8,-498,4,-486,8,-531,6
41,-76,463,-347,150,-509,34,-504,4,-503,22,-494,10,-510,5,-540,5,-496,21,-463,48,-490,35,-505,11,-544,10,-487,4,-510,7,-496,18,-526,8,-529,6,-513,8,-481,8,-505,4,-497,8,-540,6
42,-78,470,-358,156,-521,36,-513,4,-511,23,-505,10,-522,5,-548,5,-508,21,-473,49,-503,35,-513,11,-553,10,-493,4,-518,7,-505,18,-535,8,-537,6,-520,8,-494,8,-515,4,-507,9,-547,6
