,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-36,91,-102,39,-95,10,-99,2,-94,8,-98,3,-98,2,-108,5,-97,3,-103,10,-115,18,-120,4,-100,5,-100,4,-100,10,-115,6,-114,4,-99,3,-96,4,-96,4,-99,3,-103,4,-98,3
1,-45,153,-126,46,-119,10,-102,2,-104,9,-99,3,-99,2,-119,5,-98,3,-112,12,-124,21,-125,4,-110,5,-108,4,-112,10,-121,7,-119,4,-99,3,-96,4,-96,4,-99,3,-108,4,-99,3
2,-50,191,-164,69,-128,13,-102,2,-112,9,-102,3,-99,2,-122,5,-100,3,-124,14,-151,23,-129,4,-117,5,-113,4,-120,10,-134,11,-120,4,-103,3,-97,4,-99,4,-101,3,-111,4,-99,3
3,-59,230,-173,81,-135,13,-102,2,-134,9,-105,3,-101,2,-126,5,-102,3,-156,15,-164,26,-131,4,-120,5,-120,4,-131,10,-141,12,-124,5,-122,3,-100,4,-100,4,-102,3,-121,4,-101,3
4,-64,276,-211,110,-143,13,-103,2,-143,10,-105,3,-103,2,-128,5,-104,3,-181,17,-174,33,-135,4,-121,5,-126,4,-138,11,-149,12,-125,5,-123,4,-101,4,-100,4,-108,3,-124,4,-104,3
5,-71,316,-241,124,-165,16,-106,2,-155,10,-107,3,-103,3,-133,5,-106,3,-201,20,-182,39,-136,4,-133,5,-130,4,-151,12,-154,14,-130,5,-126,4,-102,4,-101,4,-111,3,-124,4,-105,3
6,-81,379,-260,133,-176,17,-107,2,-170,10,-108,3,-105,3,-140,5,-110,3,-221,22,-191,40,-145,5,-141,5,-133,4,-158,14,-156,14,-135,5,-127,4,-103,4,-105,4,-112,3,-133,5,-106,3
7,-86,441,-273,141,-196,20,-109,2,-181,10,-112,3,-109,4,-141,5,-113,3,-245,23,-210,41,-150,6,-148,5,-135,4,-166,17,-159,14,-142,5,-131,4,-105,4,-106,4,-113,3,-136,5,-107,3
8,-95,491,-298,152,-205,23,-110,2,-188,10,-114,3,-111,4,-145,5,-114,3,-258,27,-239,45,-154,6,-156,5,-140,5,-179,18,-171,14,-145,6,-132,5,-106,4,-106,4,-114,3,-140,5,-107,3
9,-100,514,-334,172,-216,25,-110,2,-199,10,-115,3,-114,4,-155,5,-116,3,-271,29,-255,49,-164,6,-160,5,-145,5,-193,19,-181,15,-146,6,-139,6,-109,4,-110,4,-114,3,-150,5,-107,3
10,-102,532,-352,185,-241,33,-112,2,-209,10,-116,3,-115,4,-162,5,-117,3,-281,31,-262,53,-172,6,-179,6,-148,5,-221,20,-196,15,-153,6,-145,6,-112,5,-111,4,-116,3,-152,5,-111,3
11,-104,564,-367,191,-261,34,-114,2,-230,10,-117,3,-118,4,-171,5,-120,3,-306,33,-274,54,-175,6,-185,6,-153,5,-243,20,-199,17,-165,6,-148,6,-117,5,-112,4,-119,3,-155,5,-118,3
