,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-60,8,-61,7,-65,3,-63,8,-56,18,-63,5,-61,7,-64,4,-66,2,-105,28,-58,13,-60,10,-63,16,-66,2,-63,5,-65,3,-65,3,-65,3
1,-60,8,-61,7,-65,3,-81,10,-73,23,-63,5,-61,7,-64,4,-66,2,-125,28,-59,13,-60,10,-89,17,-66,2,-63,5,-65,3,-65,3,-65,3
2,-60,8,-61,11,-65,3,-90,10,-73,23,-63,8,-62,14,-64,4,-66,2,-125,28,-106,13,-70,11,-89,17,-66,2,-63,5,-65,9,-65,3,-65,5
3,-60,10,-102,23,-65,4,-90,10,-73,23,-63,8,-83,16,-67,4,-66,2,-125,28,-107,13,-72,11,-89,17,-66,5,-63,6,-65,9,-65,4,-65,5
4,-69,10,-102,24,-66,5,-110,10,-73,23,-91,10,-86,16,-67,5,-66,3,-128,28,-108,13,-87,11,-89,17,-66,8,-63,6,-65,9,-66,4,-65,5
5,-119,40,-102,24,-68,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-128,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
6,-196,40,-102,24,-68,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-141,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
7,-274,40,-102,24,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-150,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
8,-338,42,-102,24,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-174,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
9,-425,42,-102,26,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
10,-436,49,-159,41,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
11,-436,49,-249,41,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
12,-515,49,-260,41,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
13,-522,68,-321,44,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-66,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
14,-528,68,-401,46,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-68,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
15,-528,68,-490,47,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-68,3,-175,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
16,-528,68,-525,71,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-68,3,-206,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
17,-528,68,-525,71,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-68,3,-296,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
18,-528,68,-525,71,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-68,3,-386,28,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
19,-528,68,-525,71,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-70,3,-473,29,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
20,-528,68,-525,71,-71,9,-110,10,-73,23,-92,10,-86,16,-67,5,-70,3,-537,55,-108,13,-87,11,-89,17,-66,8,-65,6,-65,9,-67,4,-65,5
21,-528,68,-525,71,-71,9,-150,10,-89,23,-92,10,-88,16,-67,5,-87,3,-537,59,-108,13,-87,11,-100,17,-66,8,-65,6,-65,9,-67,4,-65,5
22,-528,68,-525,71,-85,11,-207,11,-89,23,-92,10,-94,16,-67,5,-87,3,-537,59,-108,13,-88,11,-104,17,-66,8,-65,6,-65,9,-68,8,-65,5
