,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-62,4,-58,19,-64,2,-82,13,-58,16,-62,4,-61,5,-61,5,-63,3,-76,27,-58,9,-59,7,-60,10,-64,2,-63,3,-62,4,-60,6,-63,3
1,-62,4,-108,47,-64,2,-82,13,-61,16,-62,4,-61,5,-61,5,-63,3,-85,27,-58,9,-59,7,-60,10,-64,2,-63,3,-62,4,-60,6,-63,3
2,-62,4,-159,47,-64,2,-85,13,-88,21,-62,4,-61,5,-61,5,-63,3,-87,27,-58,9,-59,7,-60,12,-64,2,-63,3,-62,4,-60,6,-63,3
3,-62,4,-174,47,-64,2,-85,13,-119,27,-62,4,-61,5,-61,5,-63,3,-94,27,-59,11,-59,7,-85,15,-64,2,-63,3,-62,4,-60,6,-63,3
4,-62,4,-196,47,-64,2,-85,13,-179,28,-62,4,-61,5,-61,5,-63,3,-99,27,-60,12,-59,7,-85,15,-64,2,-63,3,-62,4,-60,6,-63,3
5,-62,4,-219,47,-64,2,-85,13,-188,28,-62,4,-61,5,-61,5,-63,3,-104,27,-110,13,-59,7,-87,15,-64,2,-63,3,-62,4,-60,6,-63,3
6,-62,4,-265,50,-64,2,-86,13,-200,28,-62,4,-83,8,-61,5,-63,3,-104,27,-110,13,-59,10,-87,15,-64,2,-63,3,-62,4,-60,6,-63,3
7,-62,4,-265,51,-64,2,-86,13,-258,28,-62,4,-84,9,-61,5,-63,3,-104,27,-110,13,-87,11,-87,15,-64,2,-63,3,-62,4,-60,6,-63,3
8,-62,4,-265,51,-64,2,-86,13,-347,28,-62,4,-84,9,-61,5,-63,3,-104,27,-110,13,-87,11,-87,15,-64,2,-63,3,-62,4,-61,6,-63,3
9,-62,4,-337,52,-64,2,-86,13,-362,28,-62,6,-84,9,-61,5,-63,3,-104,27,-110,13,-87,11,-87,15,-64,2,-63,3,-62,4,-61,6,-63,3
10,-62,4,-342,52,-64,2,-87,13,-433,28,-62,9,-84,9,-61,5,-63,3,-111,27,-110,13,-87,11,-87,15,-64,2,-63,4,-62,4,-61,6,-65,3
11,-62,4,-429,52,-64,2,-88,13,-433,28,-62,9,-84,9,-61,5,-63,3,-113,27,-110,13,-87,11,-87,15,-64,2,-63,4,-62,4,-61,6,-65,3
12,-62,4,-510,53,-64,2,-88,13,-434,28,-62,9,-84,9,-61,5,-63,3,-120,27,-110,13,-87,11,-87,15,-64,2,-63,4,-62,4,-61,6,-65,3
13,-62,7,-526,70,-64,5,-88,13,-435,75,-62,10,-84,9,-61,5,-63,3,-120,27,-110,13,-87,11,-87,15,-64,2,-63,4,-62,4,-63,6,-65,3
14,-65,7,-526,70,-67,6,-88,13,-435,144,-65,12,-84,9,-61,5,-63,3,-128,27,-110,13,-87,11,-87,15,-64,2,-63,4,-63,4,-63,6,-65,3
15,-65,8,-526,70,-69,9,-92,13,-435,161,-90,12,-84,13,-61,5,-63,3,-157,27,-110,13,-87,11,-87,15,-65,6,-63,4,-63,4,-63,6,-65,3
16,-69,8,-526,70,-72,9,-105,13,-435,161,-90,12,-84,14,-61,5,-63,3,-223,27,-110,13,-87,11,-87,15,-65,9,-63,4,-63,4,-63,6,-65,3
17,-69,8,-526,70,-72,9,-105,13,-435,161,-90,12,-84,14,-61,5,-63,3,-309,27,-110,13,-87,11,-87,15,-65,9,-63,4,-65,4,-63,6,-67,3
18,-69,21,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
19,-109,71,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
20,-199,71,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
21,-289,71,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
22,-379,71,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
23,-469,71,-526,70,-72,9,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-383,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,4,-63,6,-67,3
24,-525,71,-526,70,-72,10,-106,13,-435,161,-90,12,-84,14,-61,5,-63,3,-414,27,-111,13,-87,11,-87,15,-65,9,-63,5,-65,6,-63,6,-67,3
25,-525,71,-526,70,-72,10,-107,13,-435,161,-90,12,-84,14,-61,5,-63,3,-474,29,-111,13,-87,11,-87,15,-65,10,-88,6,-65,6,-63,6,-67,3
26,-525,71,-526,70,-72,10,-116,13,-435,161,-90,12,-86,14,-61,6,-63,3,-539,39,-111,13,-87,11,-87,15,-67,10,-88,6,-65,6,-63,6,-68,3
27,-525,71,-526,70,-72,10,-138,13,-435,161,-91,12,-86,14,-61,6,-63,3,-539,57,-111,13,-88,11,-107,15,-67,10,-88,6,-92,6,-64,6,-68,3
