,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-23,11,-32,5,-21,14,-20,12,-20,15,-22,9
1,-28,14,-34,5,-26,16,-23,13,-26,15,-24,10
2,-33,15,-36,7,-30,18,-26,15,-29,17,-27,11
3,-35,17,-39,8,-31,21,-29,16,-33,18,-36,11
4,-37,18,-45,11,-35,24,-32,17,-34,20,-40,11
5,-43,18,-51,11,-38,27,-36,17,-39,20,-42,12
6,-45,19,-56,11,-40,28,-42,19,-42,22,-47,13
7,-47,19,-59,13,-44,28,-48,19,-44,24,-52,17
8,-49,19,-63,16,-45,30,-53,21,-48,24,-57,19
9,-50,23,-65,18,-48,34,-54,22,-53,25,-58,24
10,-55,24,-67,18,-53,37,-58,24,-57,25,-61,25
11,-63,25,-71,19,-54,40,-61,24,-62,27,-61,27
12,-72,27,-72,20,-56,41,-64,24,-65,30,-63,30
13,-74,30,-75,21,-59,43,-68,25,-67,31,-66,35
14,-78,34,-78,23,-60,43,-71,28,-73,32,-68,36
15,-80,35,-80,24,-62,44,-75,31,-80,33,-72,38
16,-85,36,-83,24,-67,46,-78,32,-82,36,-75,40
17,-89,36,-88,25,-69,49,-83,32,-87,38,-77,41
18,-95,37,-90,27,-72,50,-86,33,-94,39,-80,41
19,-100,39,-98,28,-77,52,-87,33,-96,40,-81,43
20,-105,42,-103,28,-81,53,-92,33,-97,40,-85,45
21,-107,43,-107,30,-84,55,-98,36,-100,43,-85,46
22,-110,44,-111,31,-87,55,-99,36,-108,44,-90,49
23,-115,44,-114,32,-91,58,-103,37,-112,45,-93,50
24,-120,45,-119,32,-97,62,-106,38,-115,45,-95,50
25,-123,45,-120,33,-102,63,-112,40,-119,47,-99,51
26,-126,46,-124,33,-103,67,-114,44,-123,49,-102,53
27,-131,49,-128,35,-105,69,-117,45,-125,49,-106,55
28,-135,52,-130,37,-108,71,-120,45,-130,50,-109,57
29,-135,53,-131,38,-115,73,-126,46,-136,51,-113,57
30,-140,54,-135,42,-116,78,-129,46,-139,53,-115,57
31,-146,54,-139,42,-117,82,-134,46,-143,53,-117,61
32,-150,56,-143,43,-124,83,-137,46,-145,56,-119,62
33,-154,58,-149,44,-125,86,-141,48,-147,57,-123,62
34,-156,59,-153,47,-129,89,-144,49,-149,59,-127,63
35,-158,60,-154,48,-134,90,-150,50,-155,60,-129,66
36,-162,61,-162,49,-138,92,-153,51,-157,61,-131,67
37,-166,62,-166,50,-139,94,-158,51,-162,62,-134,70
38,-168,63,-171,52,-143,99,-159,51,-165,64,-138,71
39,-170,63,-173,54,-145,104,-162,52,-171,67,-141,72
40,-173,64,-175,55,-148,106,-166,54,-174,69,-146,74
41,-175,65,-176,56,-153,111,-171,56,-177,71,-148,75
42,-178,67,-179,57,-154,113,-178,57,-180,72,-153,76
43,-186,69,-180,59,-154,116,-181,60,-183,73,-155,78
44,-188,69,-182,60,-156,119,-187,60,-185,73,-165,80
45,-190,72,-186,62,-158,125,-188,60,-191,73,-167,82
46,-194,74,-193,63,-159,126,-190,62,-195,74,-169,85
47,-198,77,-196,64,-161,128,-194,63,-201,74,-172,86
48,-202,79,-198,65,-165,129,-199,65,-205,75,-175,87
49,-206,82,-199,67,-166,131,-205,67,-210,77,-176,88
50,-208,85,-204,68,-169,131,-211,68,-212,77,-179,92
51,-215,85,-205,70,-171,135,-211,70,-213,78,-185,96
52,-221,87,-207,73,-172,136,-213,71,-220,79,-187,98
53,-226,88,-211,74,-172,137,-218,74,-223,82,-191,98
54,-227,89,-213,75,-174,140,-221,75,-229,84,-195,102
55,-230,91,-217,77,-176,142,-229,77,-230,85,-195,105
56,-234,92,-219,77,-178,145,-231,79,-236,87,-200,106
57,-238,94,-224,79,-181,147,-232,79,-241,89,-203,107
58,-242,96,-225,79,-188,152,-233,80,-244,90,-207,108
59,-248,96,-230,80,-189,156,-235,81,-249,91,-210,109
60,-255,98,-234,80,-190,159,-237,81,-252,92,-217,109
61,-259,98,-236,81,-194,160,-242,82,-256,95,-220,111
62,-261,100,-239,84,-196,165,-245,84,-257,97,-224,112
63,-263,101,-243,86,-196,169,-250,84,-260,101,-229,112
64,-266,106,-246,86,-200,171,-254,84,-263,101,-234,113
65,-269,106,-247,87,-204,172,-260,87,-268,101,-240,113
66,-273,106,-249,90,-208,174,-264,89,-272,102,-244,113
67,-276,109,-252,93,-211,177,-268,89,-274,102,-248,115
68,-277,110,-259,96,-214,180,-268,91,-277,102,-252,118
69,-281,113,-263,96,-216,180,-270,92,-283,105,-256,119
70,-282,113,-271,99,-218,181,-272,92,-288,108,-260,120
71,-288,114,-273,102,-219,182,-278,94,-294,109,-261,120
72,-290,116,-279,102,-222,183,-283,96,-297,110,-263,123
73,-292,117,-281,103,-227,185,-288,97,-301,110,-268,125
74,-296,119,-287,103,-230,186,-292,98,-304,110,-272,127
75,-301,120,-290,106,-231,187,-297,98,-308,112,-276,128
76,-303,120,-297,108,-234,190,-303,98,-309,115,-277,130
77,-306,121,-301,109,-238,191,-308,101,-310,117,-278,134
78,-308,121,-305,111,-241,195,-311,101,-314,118,-283,136
79,-310,122,-305,112,-246,198,-319,104,-317,118,-287,136
