,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-19,10,-21,8,-27,21,-21,8,-22,7,-26,14
1,-19,10,-21,8,-29,23,-21,10,-22,7,-36,28
2,-19,10,-21,8,-32,27,-21,10,-22,7,-42,45
3,-19,10,-21,8,-37,34,-21,10,-22,7,-48,57
4,-19,10,-21,8,-43,50,-21,10,-22,7,-56,57
5,-19,10,-21,8,-48,51,-21,10,-22,7,-62,75
6,-19,10,-21,8,-56,62,-21,10,-22,7,-69,79
7,-19,10,-21,8,-66,71,-21,10,-22,7,-77,82
8,-19,10,-21,8,-77,75,-21,10,-22,7,-85,89
9,-19,10,-21,8,-98,84,-21,10,-22,7,-85,89
10,-19,10,-21,8,-105,91,-21,10,-22,7,-96,94
11,-19,10,-21,8,-105,93,-21,10,-22,7,-105,113
12,-19,10,-21,8,-112,103,-21,10,-22,7,-111,120
13,-19,10,-21,8,-126,118,-21,10,-22,7,-112,120
14,-19,10,-21,8,-128,130,-21,10,-22,7,-124,124
15,-19,10,-21,8,-140,136,-21,10,-22,7,-128,132
16,-19,10,-21,8,-144,141,-21,10,-22,7,-143,138
17,-19,10,-21,8,-163,152,-21,10,-22,7,-143,138
18,-19,10,-21,8,-173,163,-21,10,-22,7,-148,142
19,-19,10,-21,8,-173,166,-21,10,-22,7,-164,153
20,-19,10,-21,8,-184,179,-21,10,-22,7,-169,154
21,-19,10,-21,8,-190,182,-21,10,-22,7,-185,159
22,-19,10,-21,8,-192,183,-21,10,-22,7,-207,164
23,-19,10,-21,8,-205,198,-21,10,-22,7,-207,166
24,-19,10,-21,8,-212,207,-21,10,-22,7,-218,169
25,-19,10,-21,8,-231,211,-21,10,-22,7,-225,169
26,-19,10,-21,8,-247,218,-21,10,-22,7,-232,169
27,-19,10,-21,8,-258,222,-21,10,-22,7,-246,170
28,-19,10,-21,8,-259,223,-21,10,-22,7,-272,172
29,-19,10,-21,8,-278,226,-21,10,-22,7,-280,172
30,-19,10,-21,8,-289,227,-21,10,-22,7,-297,173
31,-19,10,-21,8,-290,227,-21,10,-22,7,-326,173
32,-19,10,-21,8,-303,229,-21,10,-22,7,-341,173
33,-19,10,-21,8,-304,230,-23,16,-22,7,-361,173
34,-19,10,-21,8,-304,230,-31,38,-22,7,-361,173
35,-19,10,-21,8,-304,230,-46,53,-22,7,-361,173
36,-19,10,-21,8,-304,230,-65,64,-22,7,-361,173
37,-19,10,-21,8,-304,230,-88,71,-22,7,-361,173
38,-19,10,-21,8,-304,230,-100,89,-22,7,-361,173
39,-19,10,-21,8,-304,230,-121,98,-22,7,-361,173
40,-19,10,-21,8,-304,230,-149,100,-22,7,-361,173
41,-19,10,-21,8,-304,230,-173,106,-22,7,-361,173
42,-19,10,-21,8,-304,230,-199,110,-22,7,-361,173
43,-19,10,-21,8,-304,230,-226,113,-22,7,-361,173
44,-19,10,-21,8,-304,230,-251,118,-22,7,-361,173
45,-19,10,-21,8,-304,230,-281,118,-22,7,-361,173
46,-19,10,-21,8,-304,230,-307,122,-22,7,-361,173
47,-19,10,-21,8,-304,230,-334,125,-22,7,-361,173
48,-19,10,-21,8,-304,230,-362,127,-22,7,-361,173
49,-19,10,-21,8,-304,230,-391,128,-22,7,-361,173
50,-19,10,-21,8,-304,230,-401,133,-28,16,-361,173
51,-19,10,-21,8,-304,230,-401,133,-44,30,-361,173
52,-19,10,-21,8,-304,230,-401,133,-61,43,-361,173
53,-19,10,-21,8,-304,230,-401,133,-74,60,-361,173
54,-19,10,-21,8,-304,230,-401,133,-97,67,-361,173
55,-19,10,-21,8,-304,230,-401,133,-117,77,-361,173
56,-19,10,-21,8,-304,230,-401,133,-136,88,-361,173
57,-19,10,-21,8,-304,230,-401,133,-160,94,-361,173
58,-19,10,-21,8,-304,230,-401,133,-180,104,-361,173
59,-19,10,-21,8,-304,230,-401,133,-205,109,-361,173
60,-19,10,-21,8,-304,230,-401,133,-231,113,-361,173
61,-19,10,-21,8,-304,230,-401,133,-255,119,-361,173
62,-19,10,-21,8,-304,230,-401,133,-283,121,-361,173
63,-19,10,-21,8,-304,230,-401,133,-309,125,-361,173
64,-19,10,-21,8,-304,230,-401,133,-333,131,-361,173
65,-19,10,-21,8,-304,230,-401,133,-360,134,-361,173
66,-19,10,-21,8,-304,230,-401,133,-380,144,-361,173
67,-19,10,-35,14,-304,230,-401,133,-384,150,-361,173
68,-43,16,-35,14,-304,230,-401,133,-384,150,-361,173
69,-53,36,-35,14,-304,230,-401,133,-384,150,-361,173
70,-61,58,-35,14,-304,230,-401,133,-384,150,-361,173
71,-81,68,-35,14,-304,230,-401,133,-384,150,-361,173
72,-95,84,-35,14,-304,230,-401,133,-384,150,-361,173
73,-110,99,-35,14,-304,230,-401,133,-384,150,-361,173
74,-127,112,-35,14,-304,230,-401,133,-384,150,-361,173
75,-147,122,-35,14,-304,230,-401,133,-384,150,-361,173
76,-171,128,-35,14,-304,230,-401,133,-384,150,-361,173
77,-190,139,-35,14,-304,230,-401,133,-384,150,-361,173
78,-215,144,-35,14,-304,230,-401,133,-384,150,-361,173
79,-241,148,-35,14,-304,230,-401,133,-384,150,-361,173
