,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-23,13,-21,11,-19,18,-26,6,-24,10,-20,13
1,-29,16,-22,12,-25,21,-26,10,-24,13,-21,15
2,-32,20,-25,14,-27,25,-27,13,-26,14,-24,17
3,-33,21,-26,14,-33,29,-27,16,-29,17,-27,22
4,-33,26,-28,16,-34,37,-27,20,-30,17,-32,24
5,-35,28,-30,16,-38,43,-29,22,-33,18,-34,28
6,-36,28,-32,17,-41,50,-29,22,-34,22,-39,34
7,-38,29,-36,18,-45,56,-29,24,-34,24,-42,39
8,-38,33,-41,18,-45,63,-30,28,-35,26,-46,41
9,-39,35,-42,19,-46,68,-35,29,-39,27,-50,45
10,-42,40,-45,21,-49,74,-36,31,-41,27,-52,46
11,-43,41,-48,24,-54,82,-39,32,-43,28,-54,46
12,-45,43,-51,26,-56,85,-39,35,-46,32,-56,50
13,-48,50,-53,28,-59,88,-41,39,-48,32,-57,51
14,-50,51,-57,30,-64,91,-42,39,-49,36,-60,55
15,-51,56,-64,32,-64,91,-44,40,-53,39,-63,57
16,-52,60,-66,32,-66,91,-47,41,-57,41,-65,66
17,-54,60,-69,33,-73,95,-48,43,-61,44,-66,68
18,-59,62,-74,37,-75,97,-48,44,-64,47,-67,70
19,-61,64,-76,38,-75,98,-54,48,-67,50,-68,75
20,-61,70,-79,40,-80,100,-57,48,-69,51,-70,79
21,-64,72,-80,41,-85,102,-60,51,-72,54,-72,81
22,-66,73,-83,41,-88,108,-60,56,-75,54,-75,85
23,-70,76,-89,42,-92,110,-60,59,-79,55,-77,85
24,-73,81,-91,42,-95,115,-62,59,-87,56,-78,85
25,-75,83,-94,43,-99,118,-66,61,-88,57,-82,88
26,-76,84,-98,46,-102,121,-68,64,-92,57,-85,91
27,-80,86,-99,48,-104,126,-69,67,-96,60,-86,93
28,-83,90,-102,50,-108,130,-72,68,-98,61,-87,95
29,-84,92,-107,50,-112,133,-75,69,-102,63,-89,98
30,-87,96,-110,50,-115,135,-79,71,-104,63,-92,102
31,-88,96,-111,52,-116,140,-82,73,-107,66,-98,105
32,-93,96,-116,52,-119,141,-83,75,-109,69,-102,109
33,-95,96,-122,54,-125,145,-83,76,-112,70,-106,110
34,-97,97,-126,55,-125,147,-84,78,-118,70,-114,113
35,-101,99,-130,58,-127,150,-84,79,-124,72,-116,114
36,-104,100,-134,62,-129,150,-87,82,-127,73,-120,116
37,-107,100,-139,64,-134,152,-87,82,-133,76,-121,119
38,-109,101,-142,68,-135,158,-90,83,-135,78,-124,121
39,-111,102,-147,71,-136,159,-95,85,-140,78,-128,122
40,-112,104,-155,73,-139,163,-97,86,-142,79,-131,123
41,-116,105,-160,77,-139,166,-98,87,-143,84,-132,127
42,-122,109,-160,77,-140,168,-102,90,-148,85,-134,129
43,-127,112,-163,77,-143,172,-105,90,-150,86,-138,131
44,-129,113,-166,82,-145,174,-106,91,-153,89,-142,134
45,-133,115,-169,84,-149,175,-107,94,-158,90,-145,135
46,-139,115,-170,86,-152,175,-114,95,-161,93,-148,136
47,-143,117,-174,88,-155,177,-115,98,-169,93,-148,137
48,-147,119,-176,88,-157,180,-117,100,-173,96,-154,137
49,-149,120,-179,90,-162,183,-118,101,-177,101,-155,139
50,-153,121,-184,93,-168,185,-122,101,-177,101,-160,139
51,-158,124,-187,95,-169,190,-124,102,-180,102,-163,140
52,-160,124,-193,97,-170,190,-129,103,-184,106,-167,141
53,-161,127,-194,100,-173,193,-132,104,-187,110,-172,141
54,-165,128,-198,103,-178,195,-135,104,-190,112,-175,141
55,-166,128,-205,104,-180,201,-137,104,-196,112,-179,142
56,-173,129,-214,105,-181,202,-141,106,-198,113,-179,143
57,-177,130,-219,106,-184,204,-145,107,-203,113,-183,143
58,-181,131,-223,106,-185,205,-148,108,-212,116,-185,144
59,-183,132,-227,110,-186,206,-152,110,-216,118,-188,146
60,-191,133,-228,112,-189,208,-155,112,-219,120,-190,147
61,-196,133,-228,113,-194,210,-158,112,-227,122,-193,148
62,-202,133,-233,114,-195,211,-161,112,-231,122,-201,149
63,-203,134,-243,115,-199,212,-165,115,-233,122,-203,150
64,-205,136,-244,117,-201,212,-172,116,-239,123,-207,152
65,-207,136,-249,118,-205,213,-176,117,-242,128,-211,152
66,-213,138,-250,118,-208,214,-181,118,-245,128,-219,152
67,-219,138,-252,119,-211,215,-186,119,-252,129,-222,152
68,-223,138,-259,120,-215,216,-190,119,-259,130,-223,152
69,-228,139,-261,122,-219,217,-192,120,-265,131,-227,153
70,-235,141,-262,123,-219,217,-198,121,-269,133,-232,154
71,-240,141,-267,123,-221,217,-201,121,-273,134,-237,159
72,-246,141,-272,125,-222,218,-208,121,-275,136,-241,159
73,-250,142,-276,127,-224,218,-212,121,-277,140,-247,160
74,-252,142,-282,129,-226,218,-217,121,-285,140,-251,161
75,-255,143,-286,130,-227,222,-225,121,-291,140,-253,161
76,-262,143,-290,131,-231,223,-228,121,-294,141,-259,161
77,-268,144,-293,134,-234,224,-234,122,-297,142,-261,161
78,-275,145,-294,135,-237,225,-239,122,-302,142,-267,161
79,-278,145,-299,136,-240,225,-243,123,-309,142,-272,162
