,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-37,129,-99,40,-104,9,-98,4,-114,13,-98,5,-99,2,-101,2,-105,8,-108,10,-92,9,-97,5,-99,5,-98,4,-97,4,-92,8,-98,5,-108,3,-98,5,-97,6,-98,3,-108,5,-97,4
1,-45,153,-107,51,-113,9,-103,4,-142,17,-99,5,-101,2,-103,2,-118,9,-124,18,-119,9,-100,5,-101,5,-107,4,-99,4,-100,8,-103,5,-114,3,-99,5,-110,6,-100,3,-116,5,-101,4
2,-52,186,-131,58,-123,12,-104,4,-168,19,-100,5,-102,2,-104,2,-124,9,-166,22,-137,12,-101,5,-104,5,-107,4,-103,4,-111,9,-106,6,-115,3,-100,5,-117,6,-104,3,-119,5,-102,4
3,-59,240,-148,68,-140,18,-108,4,-181,20,-102,5,-102,2,-105,2,-127,10,-177,24,-147,15,-103,5,-107,5,-108,4,-104,4,-131,9,-122,7,-120,3,-106,5,-119,6,-107,3,-127,5,-102,4
4,-63,271,-169,80,-155,21,-110,4,-205,22,-107,5,-102,2,-105,2,-135,13,-194,28,-159,18,-105,5,-109,6,-109,4,-107,4,-135,9,-146,7,-126,3,-108,5,-129,6,-109,3,-132,6,-103,4
5,-66,312,-187,93,-167,22,-111,4,-233,23,-108,5,-103,2,-106,2,-144,14,-214,33,-184,20,-111,6,-123,6,-110,4,-109,4,-139,9,-147,8,-128,3,-110,5,-132,6,-110,3,-140,7,-103,4
6,-76,346,-219,113,-181,25,-115,4,-241,23,-109,5,-104,2,-106,2,-152,14,-232,34,-192,23,-119,6,-127,6,-118,4,-109,4,-144,9,-150,8,-132,3,-112,5,-140,6,-111,3,-155,7,-110,4
7,-80,376,-241,129,-194,29,-122,4,-254,24,-112,5,-104,2,-110,2,-172,15,-242,36,-205,25,-122,6,-135,6,-122,4,-115,4,-149,9,-161,8,-136,3,-112,5,-157,6,-112,3,-160,7,-111,4
8,-82,408,-264,140,-212,34,-122,4,-262,25,-113,5,-104,2,-111,2,-184,17,-266,38,-220,35,-139,8,-137,6,-124,4,-115,4,-150,9,-166,8,-143,3,-122,5,-163,6,-112,3,-169,7,-113,4
9,-87,436,-277,152,-228,35,-124,4,-271,26,-117,5,-105,2,-113,2,-195,21,-280,41,-232,44,-148,9,-154,6,-124,4,-115,4,-161,9,-175,9,-150,3,-130,5,-171,6,-115,3,-172,7,-119,4
10,-91,459,-294,164,-252,39,-127,4,-288,28,-122,5,-106,2,-116,2,-206,23,-291,42,-239,45,-164,9,-158,6,-127,4,-116,4,-177,9,-183,9,-155,3,-141,5,-181,6,-116,3,-179,7,-119,4
11,-94,475,-310,179,-259,39,-135,4,-310,30,-123,5,-108,2,-116,2,-219,23,-308,42,-257,47,-178,9,-160,6,-130,4,-119,5,-186,9,-194,9,-161,3,-148,5,-185,6,-120,3,-190,7,-132,4
12,-102,495,-330,194,-275,41,-139,4,-322,30,-127,5,-109,2,-121,2,-228,24,-327,46,-274,49,-194,10,-168,7,-131,4,-121,5,-198,9,-203,10,-163,3,-156,5,-190,6,-120,3,-192,7,-135,4
13,-113,524,-359,216,-282,41,-143,4,-328,30,-129,5,-109,2,-122,2,-236,25,-332,48,-300,53,-204,10,-174,7,-135,4,-128,5,-210,9,-207,10,-168,3,-160,5,-201,6,-121,3,-200,7,-136,4
14,-119,563,-394,236,-287,45,-144,4,-358,32,-136,5,-109,2,-122,2,-241,26,-340,48,-312,55,-209,10,-184,7,-135,4,-130,5,-216,9,-209,10,-171,3,-164,5,-205,6,-123,3,-210,7,-141,4
15,-125,587,-425,250,-302,47,-150,4,-369,32,-142,5,-111,2,-123,2,-248,28,-351,50,-331,56,-217,11,-194,7,-137,4,-141,5,-235,9,-210,11,-173,3,-170,5,-211,6,-123,3,-213,7,-141,4
16,-130,621,-455,259,-310,49,-161,4,-376,34,-145,5,-113,2,-123,2,-254,28,-361,52,-341,59,-225,11,-208,7,-144,4,-146,5,-255,10,-216,11,-175,3,-177,5,-216,6,-125,3,-221,7,-142,4
17,-131,662,-473,264,-321,51,-162,4,-391,34,-157,5,-113,2,-124,2,-259,30,-379,55,-349,59,-234,11,-226,7,-147,4,-148,5,-266,11,-220,12,-177,4,-185,5,-233,6,-125,3,-226,7,-147,4
18,-134,684,-499,270,-342,52,-166,4,-411,34,-165,5,-114,2,-128,2,-263,30,-404,58,-359,61,-248,11,-236,7,-147,4,-148,5,-281,11,-228,12,-178,4,-191,5,-243,6,-126,3,-229,7,-149,4
19,-137,712,-515,284,-349,52,-170,4,-432,38,-172,5,-116,2,-129,2,-270,30,-415,59,-366,64,-265,11,-241,8,-152,4,-151,6,-301,11,-235,12,-183,4,-195,5,-253,6,-127,3,-233,7,-160,4
20,-142,752,-530,287,-361,54,-174,4,-447,39,-175,5,-117,2,-130,2,-274,30,-437,60,-378,68,-276,12,-244,8,-158,4,-158,6,-310,11,-245,12,-188,5,-200,5,-255,6,-130,3,-245,7,-170,4
21,-147,771,-550,294,-373,58,-179,4,-472,40,-181,5,-118,2,-131,2,-287,30,-448,61,-388,68,-295,13,-254,8,-164,4,-164,6,-317,11,-250,12,-191,5,-206,5,-267,6,-130,3,-253,7,-176,4
22,-151,797,-566,307,-379,60,-182,4,-481,40,-189,5,-122,2,-131,2,-293,30,-462,61,-401,68,-310,13,-269,8,-168,4,-170,6,-337,12,-255,12,-196,5,-211,5,-282,7,-131,3,-257,7,-185,4
23,-153,820,-575,312,-391,63,-189,4,-496,42,-203,5,-123,2,-133,2,-306,30,-474,64,-406,69,-331,15,-271,8,-172,4,-179,7,-357,12,-264,12,-199,5,-219,5,-292,8,-133,3,-258,7,-193,4
24,-159,843,-590,318,-404,64,-202,4,-511,43,-218,5,-123,2,-135,2,-311,30,-490,68,-414,69,-338,15,-280,8,-177,4,-183,7,-370,12,-275,12,-204,5,-226,5,-308,8,-134,3,-265,7,-195,4
25,-162,862,-628,328,-417,64,-206,4,-530,45,-229,5,-123,2,-137,2,-317,32,-501,74,-423,69,-346,15,-291,8,-180,4,-187,7,-383,14,-277,12,-207,5,-235,5,-314,8,-136,3,-272,7,-200,4
26,-168,901,-649,335,-427,64,-211,4,-555,45,-238,6,-127,2,-137,2,-324,32,-509,76,-428,70,-354,15,-291,8,-185,4,-192,7,-393,16,-283,12,-209,5,-242,5,-332,9,-138,3,-280,7,-206,4
27,-172,920,-665,339,-443,65,-215,4,-564,45,-254,6,-129,2,-139,2,-330,33,-528,81,-435,73,-363,15,-301,8,-186,4,-203,7,-416,19,-290,12,-213,5,-252,5,-342,9,-138,3,-286,7,-208,4
28,-174,944,-685,353,-452,65,-225,4,-575,45,-263,6,-129,2,-142,2,-341,33,-538,83,-450,73,-373,15,-310,8,-189,4,-210,8,-433,19,-303,12,-216,5,-256,5,-349,9,-144,3,-292,7,-212,4
29,-177,964,-717,362,-462,66,-227,4,-587,47,-268,6,-129,2,-144,2,-347,34,-554,85,-461,73,-388,16,-318,8,-197,4,-217,8,-438,19,-311,12,-221,5,-269,5,-356,9,-146,3,-294,7,-227,4
30,-177,972,-739,367,-471,67,-229,4,-607,47,-276,6,-133,2,-146,2,-365,35,-565,88,-474,73,-409,16,-325,8,-201,4,-225,8,-445,20,-327,12,-222,5,-276,6,-365,9,-149,3,-303,7,-235,5
31,-180,987,-747,378,-484,67,-239,4,-623,47,-283,6,-133,2,-146,2,-380,35,-581,88,-482,73,-426,17,-329,8,-205,4,-228,9,-460,22,-332,12,-224,6,-290,6,-380,9,-155,3,-312,7,-244,5
32,-182,1006,-767,385,-499,67,-240,4,-632,48,-293,6,-135,2,-147,2,-388,35,-589,89,-489,73,-431,17,-336,8,-226,4,-230,9,-488,24,-342,13,-225,6,-313,6,-390,9,-156,3,-317,7,-247,5
33,-183,1025,-782,388,-509,67,-250,4,-640,48,-311,6,-136,2,-147,2,-396,35,-604,90,-503,73,-437,17,-354,8,-236,4,-241,9,-502,25,-351,14,-229,6,-321,6,-399,9,-159,3,-322,7,-255,5
34,-185,1051,-789,393,-519,67,-262,4,-658,48,-321,6,-138,2,-151,2,-400,36,-625,91,-508,74,-443,17,-365,8,-242,4,-254,9,-515,25,-354,14,-230,6,-332,6,-407,9,-164,3,-333,8,-267,5
35,-187,1065,-821,397,-531,68,-273,4,-672,48,-329,6,-139,2,-155,2,-412,36,-631,91,-515,74,-451,18,-375,8,-251,4,-268,9,-524,25,-363,14,-233,6,-351,7,-414,9,-167,3,-339,8,-270,5
36,-190,1080,-829,398,-537,68,-279,4,-692,49,-351,6,-140,2,-157,2,-420,38,-635,93,-519,74,-465,18,-379,8,-261,4,-277,9,-543,25,-370,14,-237,6,-380,7,-429,9,-168,3,-348,8,-274,5
37,-191,1085,-829,398,-547,68,-284,4,-700,49,-370,6,-144,2,-163,2,-424,38,-649,94,-535,74,-471,18,-390,8,-268,4,-284,9,-585,26,-378,14,-242,6,-393,7,-449,9,-172,3,-352,8,-283,5
