,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-73,4,-66,16,-66,7,-70,2,-69,4,-70,4,-75,9,-73,5,-64,13,-69,7,-60,16,-69,4,-70,4,-78,3,-76,7,-70,2,-71,2,-69,2,-70,5
1,-85,4,-71,18,-74,8,-71,2,-72,4,-75,5,-81,10,-78,6,-66,14,-71,7,-74,17,-72,5,-73,4,-82,3,-79,7,-70,2,-75,2,-71,2,-74,5
2,-88,5,-76,20,-83,8,-71,2,-73,4,-84,6,-93,10,-80,6,-76,16,-77,8,-86,23,-73,7,-74,4,-82,3,-82,7,-71,2,-78,2,-71,2,-75,6
3,-93,5,-82,25,-90,8,-71,2,-76,4,-88,6,-95,11,-85,7,-82,18,-79,8,-112,28,-77,8,-79,4,-82,3,-84,7,-71,2,-78,2,-72,2,-77,6
4,-101,5,-88,28,-101,9,-72,2,-77,4,-97,7,-102,13,-87,7,-85,18,-87,10,-117,30,-77,8,-85,4,-83,3,-90,7,-71,2,-80,2,-73,2,-82,8
5,-108,5,-91,31,-105,9,-73,2,-83,4,-102,7,-113,13,-88,7,-88,19,-99,14,-125,31,-77,8,-86,4,-86,3,-103,7,-73,2,-84,2,-75,2,-82,8
6,-111,5,-100,33,-110,10,-73,2,-85,4,-104,8,-115,13,-97,8,-91,19,-105,16,-151,35,-80,8,-88,4,-86,3,-105,7,-75,2,-85,2,-80,2,-83,9
7,-115,6,-109,38,-116,11,-76,2,-86,4,-106,9,-121,15,-104,9,-95,20,-114,17,-165,37,-81,8,-89,4,-87,3,-111,7,-77,2,-86,2,-80,2,-86,9
8,-119,6,-114,44,-120,11,-76,2,-89,5,-109,9,-126,16,-110,9,-104,22,-119,19,-176,39,-82,8,-96,5,-89,3,-119,9,-77,2,-88,2,-80,2,-89,9
9,-126,6,-122,46,-122,12,-78,2,-90,5,-110,9,-139,18,-117,10,-107,23,-123,19,-190,42,-87,10,-98,5,-93,3,-123,9,-78,2,-91,2,-80,2,-91,9
10,-127,6,-131,48,-127,16,-80,2,-91,5,-113,9,-154,19,-118,10,-109,24,-130,22,-197,47,-89,10,-105,5,-96,3,-131,9,-78,2,-92,2,-81,2,-93,11
11,-127,6,-138,51,-136,19,-80,2,-93,5,-114,9,-164,20,-122,12,-114,25,-151,22,-208,49,-89,11,-106,5,-98,3,-132,9,-78,2,-94,2,-82,2,-97,12
12,-131,7,-144,53,-144,19,-81,2,-96,5,-119,9,-170,20,-129,13,-121,28,-153,23,-216,51,-91,12,-114,5,-98,3,-137,9,-78,2,-98,2,-88,2,-98,13
13,-134,7,-149,55,-154,20,-81,2,-97,5,-123,9,-180,21,-140,13,-121,28,-163,23,-222,54,-93,12,-121,5,-99,3,-147,9,-79,2,-100,2,-89,2,-102,13
14,-135,7,-160,58,-165,20,-82,3,-98,5,-124,9,-188,24,-147,14,-125,29,-169,23,-230,56,-95,12,-126,5,-101,3,-148,9,-79,2,-101,2,-98,2,-107,13
15,-138,7,-171,60,-171,20,-84,3,-99,5,-125,9,-198,24,-150,14,-128,31,-175,24,-235,59,-102,13,-130,5,-103,3,-153,9,-84,2,-103,2,-103,2,-111,14
16,-140,7,-173,60,-181,22,-85,3,-102,5,-127,9,-206,25,-154,14,-136,33,-182,24,-248,63,-105,14,-135,5,-107,3,-157,9,-87,2,-103,2,-106,2,-114,14
17,-143,7,-179,60,-190,22,-86,3,-105,5,-131,9,-209,26,-159,14,-140,36,-185,28,-262,66,-112,14,-137,6,-109,3,-164,9,-89,2,-106,2,-107,2,-117,15
18,-150,7,-184,61,-195,23,-88,3,-107,5,-133,10,-215,26,-168,14,-145,38,-196,29,-269,66,-119,14,-139,6,-115,3,-169,9,-89,2,-109,2,-110,2,-119,15
19,-154,7,-189,63,-199,23,-89,3,-110,5,-135,10,-219,27,-173,14,-147,39,-207,31,-275,67,-122,14,-150,6,-125,3,-173,9,-93,2,-111,2,-114,2,-122,15
20,-159,7,-192,63,-201,25,-90,3,-116,5,-138,10,-229,27,-179,14,-151,39,-212,31,-285,70,-129,14,-158,6,-131,3,-176,10,-96,2,-114,2,-116,2,-124,15
21,-163,7,-207,63,-210,26,-92,3,-117,6,-141,10,-237,27,-184,16,-157,39,-217,31,-294,71,-130,14,-163,6,-132,3,-186,11,-96,2,-116,2,-117,2,-126,15
22,-164,7,-214,63,-214,27,-95,3,-121,6,-144,10,-242,27,-188,17,-164,39,-226,32,-299,72,-139,14,-170,6,-134,3,-192,11,-97,2,-118,2,-124,2,-130,16
23,-166,7,-221,63,-217,28,-98,3,-124,6,-147,10,-247,27,-195,17,-176,39,-231,33,-307,73,-147,14,-173,6,-137,3,-203,13,-99,2,-119,2,-126,2,-132,16
24,-175,8,-230,65,-226,28,-101,3,-128,6,-149,10,-254,27,-200,17,-178,39,-233,33,-313,74,-158,15,-176,6,-141,3,-209,13,-101,2,-120,2,-128,2,-135,16
25,-177,8,-233,65,-237,29,-102,3,-128,6,-150,10,-271,28,-207,17,-185,40,-236,34,-320,74,-165,16,-181,6,-143,3,-214,13,-102,2,-124,2,-131,2,-139,16
26,-177,8,-233,65,-248,30,-110,3,-132,6,-154,10,-279,29,-219,17,-190,40,-240,34,-323,77,-172,16,-184,6,-147,3,-224,13,-102,2,-128,2,-132,2,-141,16
27,-178,8,-238,65,-255,30,-114,3,-138,7,-156,10,-292,30,-230,17,-195,40,-243,36,-329,77,-174,16,-188,7,-149,3,-228,13,-106,2,-133,2,-136,2,-143,16
28,-178,8,-241,65,-258,30,-117,3,-143,7,-166,10,-295,30,-242,17,-204,40,-245,36,-333,78,-183,17,-192,8,-151,4,-237,14,-110,2,-133,2,-139,2,-148,16
29,-180,8,-248,66,-261,30,-120,3,-146,7,-170,10,-302,31,-250,18,-206,41,-254,36,-335,79,-194,17,-194,8,-153,4,-246,16,-111,2,-135,2,-146,2,-152,16
30,-188,8,-254,66,-271,30,-123,3,-149,7,-173,10,-307,31,-266,19,-210,42,-258,36,-335,79,-199,17,-199,8,-155,4,-251,16,-113,2,-139,2,-150,2,-156,16
31,-192,8,-255,66,-281,31,-128,3,-152,8,-176,10,-319,31,-270,19,-214,42,-265,37,-341,79,-203,17,-200,8,-161,4,-252,16,-120,2,-144,2,-157,2,-158,16
32,-196,8,-260,66,-286,32,-130,3,-159,8,-178,10,-323,31,-278,19,-219,43,-275,37,-346,79,-204,17,-209,8,-164,4,-260,16,-121,2,-149,2,-159,2,-165,16
33,-202,8,-264,67,-292,32,-133,3,-169,8,-183,10,-327,33,-285,20,-222,43,-276,37,-352,79,-209,17,-211,8,-164,4,-269,18,-125,2,-153,2,-164,2,-170,16
34,-206,8,-266,68,-297,32,-139,3,-175,8,-186,10,-339,33,-288,21,-227,43,-283,38,-355,79,-213,17,-215,9,-170,4,-281,18,-127,2,-154,2,-165,2,-174,17
35,-209,9,-268,68,-305,33,-141,3,-179,8,-190,10,-347,34,-297,21,-237,43,-283,38,-360,79,-215,18,-223,11,-177,4,-289,18,-132,2,-154,2,-166,2,-176,18
36,-211,9,-272,68,-311,33,-142,3,-183,8,-190,11,-355,35,-304,21,-249,43,-293,39,-360,79,-225,18,-228,11,-179,4,-297,18,-139,2,-156,2,-169,2,-177,18
37,-214,9,-278,68,-316,34,-143,3,-187,9,-191,11,-357,36,-313,22,-253,43,-295,39,-370,80,-230,18,-233,11,-181,4,-304,20,-147,2,-159,2,-173,2,-184,18
38,-217,9,-281,68,-318,34,-150,3,-191,9,-195,11,-365,36,-317,23,-262,43,-300,40,-382,82,-233,20,-235,12,-189,4,-310,20,-148,2,-161,2,-175,2,-187,18
39,-220,9,-286,68,-320,35,-156,3,-192,9,-199,11,-373,36,-330,23,-267,43,-305,40,-386,82,-237,20,-241,14,-192,4,-318,20,-156,2,-162,2,-177,2,-190,19
