,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-22,8,-26,4,-16,18,-25,13,-21,14,-24,13
1,-22,9,-26,4,-25,24,-27,14,-25,16,-26,16
2,-22,10,-26,4,-26,32,-29,17,-27,19,-32,20
3,-23,13,-27,5,-27,38,-31,23,-30,19,-35,23
4,-27,17,-28,5,-28,42,-32,26,-36,22,-35,26
5,-31,19,-29,5,-30,45,-35,31,-40,23,-36,30
6,-36,20,-29,6,-31,48,-38,32,-42,25,-41,36
7,-36,25,-29,6,-33,55,-39,36,-46,26,-43,40
8,-38,28,-30,6,-38,59,-40,39,-50,30,-45,41
9,-41,29,-30,6,-44,64,-41,40,-52,32,-49,46
10,-44,34,-30,6,-47,72,-44,42,-53,34,-50,48
11,-46,37,-34,7,-52,78,-46,42,-54,36,-53,49
12,-51,39,-34,7,-59,80,-47,44,-56,37,-56,54
13,-52,45,-37,7,-69,84,-47,44,-59,38,-57,55
14,-55,50,-39,7,-71,88,-48,49,-62,41,-58,56
15,-55,53,-41,7,-72,92,-53,49,-66,44,-61,61
16,-60,54,-42,8,-77,96,-55,52,-69,44,-64,63
17,-62,55,-42,9,-79,98,-61,54,-73,46,-66,69
18,-63,57,-46,10,-79,102,-62,56,-80,49,-66,74
19,-66,60,-51,11,-83,103,-64,57,-81,51,-71,76
20,-72,63,-51,12,-83,107,-64,59,-88,52,-73,80
21,-80,65,-52,12,-84,114,-65,61,-88,57,-75,81
22,-83,66,-54,16,-85,118,-72,63,-90,59,-77,81
23,-84,69,-57,17,-89,126,-75,63,-94,60,-79,81
24,-89,69,-58,19,-95,131,-76,66,-96,60,-80,85
25,-95,72,-60,23,-95,131,-77,69,-99,63,-84,86
26,-97,76,-62,26,-97,137,-79,70,-101,65,-85,89
27,-100,80,-65,28,-99,140,-80,71,-104,67,-88,92
28,-104,81,-65,29,-103,141,-81,73,-111,71,-91,94
29,-111,83,-67,32,-107,143,-82,75,-112,73,-94,95
30,-113,85,-70,34,-110,149,-83,79,-116,74,-96,95
31,-115,85,-73,35,-118,149,-85,80,-122,76,-97,99
32,-121,85,-74,38,-120,153,-85,84,-124,79,-98,103
33,-125,89,-79,38,-122,156,-88,86,-127,79,-98,107
34,-127,89,-82,41,-127,159,-92,89,-128,79,-100,111
35,-131,92,-86,43,-130,159,-93,90,-131,80,-101,118
36,-134,93,-89,44,-133,164,-94,94,-134,82,-104,119
37,-138,93,-92,45,-135,170,-98,96,-138,83,-107,119
38,-142,93,-102,48,-137,170,-100,99,-139,84,-109,121
39,-145,94,-106,52,-139,175,-102,100,-141,84,-112,124
40,-148,95,-112,53,-142,176,-102,100,-146,85,-119,126
41,-152,98,-114,54,-144,181,-104,101,-150,86,-123,127
42,-158,100,-120,54,-145,183,-106,103,-155,86,-127,127
43,-163,101,-125,58,-150,185,-110,103,-159,86,-127,127
44,-167,105,-129,60,-150,186,-114,103,-162,87,-131,130
45,-172,105,-136,62,-154,187,-117,103,-167,87,-134,130
46,-173,106,-139,66,-158,189,-118,103,-174,90,-138,130
47,-177,106,-144,70,-159,190,-124,105,-177,92,-140,130
48,-180,106,-149,71,-159,190,-130,110,-179,93,-145,132
49,-187,107,-154,71,-163,193,-134,111,-180,94,-146,134
50,-191,109,-157,73,-166,193,-137,113,-186,96,-147,136
51,-193,111,-164,73,-168,194,-141,114,-192,97,-150,137
52,-198,114,-166,75,-170,196,-145,115,-197,99,-151,138
53,-200,117,-171,79,-172,198,-147,116,-200,101,-153,140
54,-202,120,-175,80,-180,198,-150,117,-203,103,-156,140
55,-205,120,-179,83,-180,201,-158,117,-205,107,-156,143
56,-209,122,-185,85,-184,203,-160,117,-210,107,-158,144
57,-214,122,-189,87,-188,206,-164,117,-213,108,-162,144
58,-217,122,-194,89,-191,209,-167,117,-217,109,-165,147
59,-219,123,-198,92,-193,211,-171,119,-220,109,-170,149
60,-224,125,-202,95,-194,212,-172,119,-226,110,-174,151
61,-228,125,-204,96,-196,213,-177,120,-234,113,-176,152
62,-232,126,-207,98,-198,214,-181,123,-239,113,-181,152
63,-236,126,-212,100,-198,215,-187,123,-244,114,-185,154
64,-240,127,-217,103,-200,217,-188,124,-248,117,-188,155
65,-247,129,-222,104,-201,219,-192,127,-252,118,-188,155
66,-252,130,-227,108,-204,221,-194,127,-256,118,-191,156
67,-256,130,-230,110,-204,221,-199,127,-264,118,-198,157
68,-261,130,-237,111,-209,221,-205,127,-266,118,-202,157
69,-264,130,-240,112,-213,223,-207,127,-277,119,-205,157
70,-266,131,-249,113,-213,223,-210,127,-280,119,-214,159
71,-266,133,-254,114,-216,227,-213,128,-283,121,-218,161
72,-270,134,-257,115,-219,228,-216,128,-288,125,-223,161
73,-275,135,-261,117,-224,228,-221,128,-291,126,-226,162
74,-279,136,-271,118,-227,228,-222,128,-298,126,-228,163
75,-284,136,-273,119,-229,229,-228,128,-301,126,-237,164
76,-289,136,-278,119,-233,232,-234,128,-302,127,-242,164
77,-291,137,-281,119,-236,234,-240,128,-306,128,-249,165
78,-297,138,-285,122,-237,236,-244,129,-309,128,-254,165
79,-300,139,-288,125,-243,236,-248,130,-312,128,-260,165
