STM,STM_stable,STM_stable_validation,STM_validation
0.38584905660377367,0.38584905660377367,0.38584905660377367,0.38584905660377367
0.38301886792452833,0.39339622641509436,0.3933962264150944,0.39339622641509436
0.3915094339622642,0.3886792452830189,0.3773584905660378,0.40094339622641517
0.37641509433962267,0.37924528301886795,0.37641509433962267,0.39716981132075474
0.38207547169811323,0.3858490566037736,0.3745283018867924,0.3943396226415094
0.3726415094339623,0.3849056603773585,0.3566037735849056,0.39528301886792455
0.37735849056603776,0.3716981132075472,0.3735849056603774,0.39622641509433965
0.37924528301886795,0.3716981132075472,0.36792452830188677,0.39245283018867927
0.379245283018868,0.38018867924528305,0.3669811320754717,0.38962264150943404
0.37452830188679254,0.3754716981132076,0.36603773584905663,0.3839622641509434
0.3867924528301887,0.36509433962264154,0.3688679245283019,0.36886792452830186
0.3867924528301887,0.3707547169811321,0.3716981132075472,0.37075471698113216
0.37830188679245286,0.3679245283018869,0.3594339622641509,0.3641509433962264
0.3839622641509434,0.3707547169811321,0.35188679245283017,0.36698113207547167
0.38396226415094337,0.37830188679245286,0.3566037735849057,0.3622641509433962
0.379245283018868,0.36037735849056607,0.35377358490566035,0.359433962264151
0.38018867924528305,0.36415094339622645,0.3490566037735849,0.3584905660377359
0.3716981132075472,0.35943396226415103,0.35,0.3528301886792453
0.369811320754717,0.36037735849056607,0.3547169811320755,0.36132075471698116
0.3679245283018868,0.3613207547169811,0.3566037735849057,0.3584905660377359
0.3735849056603774,0.36603773584905663,0.3547169811320755,0.35377358490566035
0.37641509433962267,0.3622641509433962,0.35754716981132073,0.3584905660377358
0.3754716981132076,0.3679245283018868,0.35377358490566035,0.35
0.37547169811320763,0.3679245283018868,0.3566037735849057,0.35283018867924537
0.38113207547169814,0.3669811320754717,0.3547169811320755,0.35660377358490564
0.37452830188679254,0.3679245283018868,0.3613207547169811,0.35754716981132073
0.3745283018867925,0.3641509433962264,0.3632075471698113,0.35283018867924526
0.3754716981132075,0.3679245283018868,0.35660377358490564,0.3528301886792453
0.36886792452830186,0.3613207547169811,0.35754716981132073,0.3547169811320755
0.36415094339622645,0.35754716981132073,0.35566037735849054,0.3584905660377359
0.36792452830188677,0.35943396226415103,0.359433962264151,0.3575471698113208
0.36886792452830186,0.36037735849056596,0.3584905660377359,0.36132075471698116
0.3716981132075472,0.3613207547169811,0.3556603773584906,0.35754716981132073
0.3735849056603774,0.3518867924528302,0.35660377358490564,0.3584905660377358
0.3716981132075472,0.35188679245283017,0.3509433962264151,0.35566037735849054
0.36886792452830186,0.3490566037735849,0.3537735849056604,0.3518867924528302
0.3650943396226415,0.35377358490566035,0.35754716981132073,0.3547169811320755
0.36698113207547167,0.35754716981132073,0.35471698113207545,0.3556603773584906
0.37169811320754714,0.35471698113207545,0.3547169811320755,0.35188679245283017
0.370754716981132,0.3566037735849057,0.3547169811320755,0.35283018867924526
0.3650943396226415,0.3584905660377359,0.35283018867924526,0.35566037735849054
0.36320754716981135,0.35471698113207545,0.35283018867924526,0.3518867924528302
0.3613207547169811,0.35,0.35188679245283017,0.35566037735849065
0.3613207547169811,0.3528301886792453,0.35094339622641507,0.3556603773584906
0.359433962264151,0.3528301886792453,0.35188679245283017,0.35660377358490564
0.359433962264151,0.3518867924528302,0.3518867924528302,0.35566037735849054
0.3594339622641509,0.3556603773584906,0.35,0.35660377358490564
0.3566037735849057,0.3547169811320755,0.35,0.3547169811320755
0.3566037735849057,0.3566037735849057,0.3481132075471698,0.3584905660377359
0.36132075471698116,0.3575471698113208,0.35,0.3566037735849057
0.36132075471698116,0.3575471698113208,0.3490566037735849,0.3584905660377359
0.36037735849056607,0.3547169811320755,0.35,0.35754716981132073
0.359433962264151,0.3566037735849057,0.35,0.3547169811320755
0.36603773584905663,0.3556603773584906,0.35094339622641507,0.3537735849056604
0.36226415094339626,0.35660377358490564,0.35094339622641507,0.3547169811320755
0.36415094339622645,0.3556603773584906,0.35,0.3509433962264151
0.359433962264151,0.3547169811320755,0.35188679245283017,0.3528301886792453
0.36320754716981135,0.3547169811320755,0.35094339622641507,0.3594339622641509
0.360377358490566,0.35566037735849065,0.35094339622641507,0.3575471698113208
0.359433962264151,0.3566037735849057,0.35188679245283017,0.36037735849056607
0.360377358490566,0.3566037735849057,0.35188679245283017,0.36132075471698116
0.35754716981132073,0.3575471698113208,0.3547169811320755,0.359433962264151
0.35754716981132073,0.3556603773584906,0.3547169811320755,0.3575471698113208
0.360377358490566,0.3556603773584906,0.35377358490566035,0.35471698113207545
0.3594339622641509,0.3547169811320755,0.35377358490566035,0.35471698113207545
0.36037735849056596,0.3566037735849057,0.3547169811320755,0.3547169811320755
0.36320754716981135,0.3575471698113208,0.3547169811320755,0.3547169811320755
0.36320754716981135,0.3566037735849057,0.3556603773584906,0.3575471698113208
0.36415094339622645,0.3584905660377359,0.3566037735849057,0.3584905660377358
0.3641509433962264,0.3584905660377359,0.3566037735849057,0.36226415094339626
0.36320754716981135,0.3575471698113208,0.3575471698113208,0.3613207547169811
0.36132075471698116,0.3584905660377359,0.3575471698113208,0.3584905660377359
0.36320754716981135,0.3594339622641509,0.3575471698113208,0.360377358490566
0.36509433962264154,0.359433962264151,0.3575471698113208,0.359433962264151
0.36603773584905663,0.3584905660377359,0.3584905660377359,0.3594339622641509
0.36603773584905663,0.3584905660377358,0.3594339622641509,0.35660377358490564
0.3669811320754718,0.35660377358490564,0.35754716981132073,0.3584905660377359
0.3679245283018869,0.35660377358490564,0.35754716981132073,0.3584905660377359
0.36698113207547167,0.35660377358490564,0.35754716981132073,0.35754716981132073
0.3669811320754717,0.35660377358490564,0.35754716981132073,0.35754716981132073
0.36792452830188677,0.35566037735849054,0.36132075471698116,0.35754716981132073
