CVIRS,MML,Adaptive,MMC,STM,Greedy_sample,Random,Random_sample,Greedy,MASFo,Query
7.924609375,7.82265625,7.85703125,7.891796875,8.053125,7.798046875,7.9734375,7.771484375,8.160282258,8.198102679,8.513310185
7.940234375,7.947265625,7.842578125,7.926953125,7.47421875,7.959375,7.80703125,8.059375,8.146169355,8.31640625,8.483796296
7.8390625,7.67578125,7.737890625,7.775,7.17578125,7.646484375,7.717578125,7.804296875,8.117439516,8.340401786,8.212384259
7.793359375,7.57890625,7.5359375,7.621484375,7.0171875,7.61953125,7.543359375,7.6890625,7.942540323,8.215959821,8.066550926
7.6671875,7.504296875,7.476171875,7.45,6.905859375,7.41796875,7.576171875,7.564453125,7.770665323,8.202008929,7.999421296
7.737890625,7.4421875,7.3125,7.183203125,6.768359375,7.40390625,7.39296875,7.508984375,7.601814516,8.234933036,8.070023148
7.53984375,7.178515625,7.185546875,7.0546875,6.66484375,7.194140625,7.2078125,7.273828125,7.447580645,8.0234375,8.046296296
7.528515625,7.13828125,7.0046875,6.955078125,6.497265625,7.15,7.220703125,7.18125,7.269153226,8.026227679,8.001736111
7.51953125,7.051953125,6.9609375,6.8796875,6.3625,7.133203125,7.20625,7.179296875,7.088205645,7.944196429,7.825231481
7.444140625,7.00859375,6.79609375,6.716015625,6.30078125,6.998046875,7.08125,7.072265625,6.924395161,7.864955357,7.837962963
7.567578125,6.8875,6.71796875,6.671484375,6.171875,6.862109375,7.05234375,7.066796875,6.732862903,7.7421875,7.825810185
7.5140625,6.852734375,6.78359375,6.716015625,6.15078125,6.841796875,7.0015625,7.0203125,6.677923387,7.633370536,7.67650463
7.523046875,6.719140625,6.4703125,6.53671875,6.192578125,6.758203125,6.969921875,6.9140625,6.406754032,7.666852679,7.662615741
7.54140625,6.65234375,6.490625,6.575,6.076953125,6.809375,6.874609375,6.9078125,6.389112903,7.734375,7.527777778
7.53203125,6.55,6.381640625,6.472265625,5.9671875,6.676953125,6.987890625,6.71796875,6.247479839,7.6953125,7.401041667
7.4671875,6.573046875,6.33203125,6.49375,5.979296875,6.70078125,6.83125,6.753515625,6.197076613,7.633928571,7.210648148
7.458984375,6.451171875,6.285546875,6.391796875,5.87890625,6.558203125,6.827734375,6.7125,6.156754032,7.533482143,7.127314815
7.533203125,6.453515625,6.210546875,6.3359375,5.92109375,6.549609375,6.7265625,6.69921875,6.083669355,7.590401786,7.041666667
7.43515625,6.31640625,6.123046875,6.41875,5.829296875,6.431640625,6.653515625,6.6703125,6.02016129,7.486049107,7.018518519
7.458203125,6.278125,6.083984375,6.25625,5.703515625,6.34375,6.625390625,6.5625,5.943044355,7.384486607,7.100694444
7.327734375,6.215625,5.98046875,6.315234375,5.812109375,6.336328125,6.63828125,6.66171875,5.945564516,7.37890625,7.071180556
7.503515625,6.104296875,5.976953125,6.308203125,5.725390625,6.2546875,6.502734375,6.6328125,5.888104839,7.343191964,6.861111111
7.469140625,6.086328125,5.925390625,6.251171875,5.727734375,6.25703125,6.53671875,6.502734375,5.808467742,7.253348214,6.821759259
7.469921875,6.0875,5.885546875,6.18125,5.725,6.187890625,6.431640625,6.5328125,5.879032258,7.328683036,6.710069444
7.526953125,6.03046875,5.892578125,6.25078125,5.688671875,6.073046875,6.3546875,6.4890625,5.831149194,7.192522321,6.635416667
7.5046875,5.9703125,5.8328125,6.196875,5.677734375,6.045703125,6.40234375,6.49921875,5.73891129,7.140066964,6.61400463
7.51796875,5.982421875,5.743359375,6.11328125,5.636328125,5.9546875,6.38671875,6.41796875,5.765120968,7.087611607,6.556712963
7.46640625,5.90390625,5.753125,6.07890625,5.633984375,5.922265625,6.3140625,6.479296875,5.77016129,7.125,6.469907407
7.4890625,5.837109375,5.719140625,6.15859375,5.593359375,5.89296875,6.24375,6.30859375,5.78125,7.05078125,6.416087963
7.425,5.793359375,5.6703125,6.078515625,5.57265625,5.8453125,6.31640625,6.431640625,5.763104839,7.061941964,6.453125
7.56640625,5.807421875,5.62734375,6.071875,5.574609375,5.7078125,6.248828125,6.423828125,5.751008065,7.035714286,6.318865741
7.525390625,5.735546875,5.60625,6.023828125,5.591015625,5.6984375,6.230078125,6.323046875,5.719758065,7.052455357,6.220486111
7.49140625,5.783203125,5.504296875,6.013671875,5.546484375,5.65703125,6.176953125,6.3140625,5.716229839,6.921316964,6.239583333
7.658984375,5.723046875,5.541015625,5.8953125,5.55234375,5.657421875,6.174609375,6.337109375,5.746975806,6.880022321,6.173032407
