,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-97,27,-90,2,-115,93,-89,14,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-90,4,-90,7,-93,2,-90,6,-118,18,-90,3,-90,2,-87,7,-93,4,-94,7,-90,2,-89,11,-92,4,-90,6
1,-107,42,-90,2,-278,153,-89,14,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-90,4,-90,7,-93,2,-90,6,-118,18,-90,3,-90,2,-87,7,-93,4,-94,7,-90,2,-90,12,-92,4,-90,6
2,-185,65,-90,2,-364,212,-89,14,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-89,3,-90,4,-90,7,-93,2,-90,6,-118,18,-90,3,-90,2,-87,7,-93,4,-94,7,-90,2,-94,12,-92,4,-90,6
3,-264,77,-90,2,-418,217,-94,19,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-90,4,-90,4,-99,7,-94,4,-90,6,-123,31,-90,4,-90,2,-97,13,-93,4,-94,8,-90,2,-117,17,-95,5,-98,6
4,-281,78,-90,2,-421,217,-109,28,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-92,4,-90,4,-100,7,-100,4,-98,6,-185,62,-93,4,-90,2,-107,24,-93,4,-102,14,-90,2,-143,28,-98,5,-108,13
5,-281,78,-90,2,-421,217,-121,35,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-92,4,-90,4,-100,7,-100,4,-98,6,-295,119,-93,4,-90,2,-124,33,-93,4,-102,17,-90,2,-157,45,-98,5,-111,14
6,-281,78,-90,2,-426,218,-121,35,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-92,4,-90,4,-100,7,-100,4,-98,6,-501,124,-93,4,-90,2,-135,35,-93,4,-102,17,-90,2,-163,59,-98,5,-111,14
7,-281,78,-90,2,-441,220,-129,47,-90,2,-89,3,-90,2,-90,2,-90,2,-90,2,-92,4,-90,4,-100,7,-100,4,-98,6,-504,124,-93,4,-90,2,-178,36,-93,4,-115,21,-90,2,-301,69,-98,5,-112,14
8,-289,78,-90,2,-477,222,-211,68,-90,2,-92,3,-90,2,-90,2,-90,2,-90,2,-92,4,-90,4,-100,7,-103,6,-98,6,-527,124,-93,5,-90,2,-178,36,-93,4,-163,25,-92,2,-306,69,-98,5,-117,19
9,-313,78,-90,2,-516,227,-287,94,-90,2,-92,3,-90,2,-90,2,-90,2,-90,2,-94,4,-92,4,-100,7,-121,7,-98,7,-541,124,-95,5,-90,2,-178,36,-93,4,-163,25,-92,2,-334,69,-99,6,-125,21
10,-313,78,-90,2,-516,227,-533,98,-90,2,-92,3,-90,2,-90,2,-90,2,-90,2,-94,4,-92,4,-100,7,-121,7,-98,7,-541,124,-95,5,-90,2,-178,36,-93,4,-163,25,-92,2,-334,69,-99,6,-125,21
11,-313,78,-90,2,-578,231,-717,98,-90,2,-92,3,-90,2,-90,2,-90,2,-90,2,-94,4,-92,4,-100,7,-121,7,-98,7,-541,124,-95,5,-90,2,-178,36,-93,4,-163,25,-92,2,-334,69,-99,6,-125,21
12,-321,78,-90,2,-637,244,-776,105,-90,2,-94,3,-92,2,-90,2,-90,2,-90,2,-94,5,-93,4,-106,7,-122,7,-99,9,-559,124,-95,5,-90,2,-178,36,-93,4,-164,25,-92,2,-341,69,-106,16,-166,25
13,-329,78,-90,2,-637,244,-776,105,-90,2,-94,3,-94,2,-90,2,-92,2,-92,2,-101,8,-93,4,-106,7,-122,7,-102,10,-679,125,-96,5,-90,2,-179,36,-101,4,-168,25,-92,2,-417,69,-110,22,-167,25
14,-349,79,-92,3,-637,244,-776,105,-90,2,-94,3,-94,2,-92,2,-94,2,-92,2,-124,8,-98,4,-115,14,-122,7,-106,11,-755,126,-96,5,-90,2,-180,36,-105,5,-168,25,-95,2,-453,69,-156,23,-171,25
15,-412,79,-94,3,-637,244,-776,105,-92,2,-94,3,-95,2,-92,2,-94,2,-94,2,-124,8,-103,4,-151,35,-123,7,-123,11,-755,126,-101,5,-92,2,-181,36,-105,7,-168,25,-95,2,-539,70,-158,23,-172,25
16,-415,79,-94,3,-637,244,-776,105,-92,2,-101,3,-95,2,-92,2,-94,2,-94,2,-124,8,-103,4,-191,36,-123,7,-123,11,-755,126,-101,5,-92,2,-181,36,-143,8,-168,25,-95,2,-698,70,-158,23,-173,25
17,-519,80,-98,5,-637,244,-776,105,-92,2,-101,3,-99,2,-95,2,-95,2,-94,2,-124,8,-107,5,-193,36,-123,7,-123,11,-755,126,-101,5,-92,2,-183,36,-145,8,-170,25,-100,2,-810,71,-158,23,-173,25
18,-759,89,-98,5,-637,244,-776,105,-92,2,-101,3,-99,2,-95,3,-95,2,-94,2,-124,8,-107,5,-193,36,-123,7,-123,11,-755,126,-101,5,-92,2,-183,36,-145,8,-170,25,-100,2,-810,71,-158,23,-173,25
19,-786,95,-105,5,-637,244,-776,105,-95,2,-101,3,-103,2,-108,4,-104,2,-98,2,-124,8,-142,6,-204,36,-124,7,-155,17,-755,126,-107,5,-97,2,-234,37,-145,8,-170,25,-105,2,-810,71,-159,23,-191,28
20,-786,95,-105,5,-637,244,-776,105,-98,2,-118,3,-119,2,-151,4,-106,2,-103,2,-124,8,-150,11,-216,36,-125,7,-235,42,-755,126,-114,5,-101,2,-238,37,-149,9,-174,25,-107,2,-810,71,-163,23,-194,28
21,-786,95,-107,5,-637,244,-776,105,-100,2,-119,3,-120,2,-151,4,-118,2,-103,2,-130,8,-166,23,-219,36,-131,7,-379,63,-755,126,-122,5,-103,2,-242,37,-155,9,-174,25,-107,2,-810,71,-166,24,-194,28
22,-786,95,-107,5,-637,244,-776,105,-100,2,-120,3,-120,2,-151,4,-118,2,-106,2,-175,8,-237,29,-229,36,-138,7,-449,65,-755,126,-122,5,-104,2,-242,37,-175,9,-174,25,-119,2,-810,71,-166,24,-196,28
23,-786,95,-155,6,-637,244,-776,105,-104,2,-129,3,-126,2,-151,4,-118,2,-113,2,-175,8,-250,29,-236,36,-138,7,-575,67,-755,126,-126,5,-104,2,-249,37,-175,9,-182,25,-121,2,-810,71,-167,24,-201,28
24,-786,95,-157,7,-637,244,-776,105,-120,2,-146,3,-133,2,-151,4,-118,2,-124,2,-175,8,-257,29,-261,36,-145,7,-651,67,-755,126,-138,7,-115,3,-260,37,-176,10,-189,25,-133,2,-810,71,-174,24,-217,28
25,-786,95,-157,7,-637,244,-776,105,-120,2,-149,4,-144,2,-151,4,-122,2,-131,2,-175,8,-261,30,-272,38,-171,7,-651,67,-755,126,-172,10,-181,4,-271,37,-190,10,-206,26,-136,2,-810,71,-192,24,-229,28
26,-786,95,-157,7,-637,244,-776,105,-123,2,-171,4,-145,2,-151,4,-156,3,-131,2,-175,8,-295,30,-322,38,-172,7,-680,67,-755,126,-206,16,-181,4,-278,37,-193,10,-216,26,-141,2,-810,71,-192,24,-239,28
27,-786,95,-166,7,-637,244,-776,105,-126,2,-174,5,-151,2,-153,4,-164,3,-143,2,-175,8,-302,30,-344,40,-172,7,-733,67,-755,126,-210,16,-184,5,-284,37,-229,10,-254,26,-142,2,-810,71,-224,25,-239,28
28,-786,95,-166,7,-637,244,-776,105,-131,2,-183,6,-153,2,-156,4,-164,3,-148,2,-175,8,-302,30,-492,41,-178,7,-784,67,-755,126,-210,16,-196,7,-284,37,-229,10,-254,26,-143,2,-810,71,-228,25,-239,28
29,-786,95,-166,7,-637,244,-776,105,-131,2,-186,6,-153,2,-156,4,-164,3,-148,2,-175,8,-302,30,-734,43,-178,7,-784,67,-755,126,-210,16,-198,8,-284,37,-229,10,-254,26,-143,2,-810,71,-228,25,-239,28
30,-786,95,-174,7,-637,244,-776,105,-150,2,-207,6,-159,2,-165,4,-164,3,-153,2,-175,8,-302,30,-836,45,-178,7,-804,67,-755,126,-212,16,-212,10,-306,37,-229,10,-254,26,-158,3,-810,71,-228,25,-241,28
31,-786,95,-220,7,-637,244,-776,105,-150,2,-210,6,-174,2,-174,4,-167,3,-168,2,-175,8,-337,30,-836,45,-178,7,-814,67,-755,126,-217,16,-229,11,-331,38,-229,10,-254,26,-195,3,-810,71,-235,25,-262,28
32,-786,95,-220,7,-637,244,-776,105,-155,2,-210,6,-174,2,-174,4,-167,3,-168,2,-175,8,-337,30,-836,45,-178,7,-814,67,-755,126,-217,16,-233,11,-346,38,-445,11,-254,26,-202,4,-810,71,-235,25,-263,28
33,-786,95,-220,7,-637,244,-776,105,-160,3,-222,6,-175,2,-181,4,-188,3,-175,2,-188,8,-337,30,-836,45,-190,7,-814,67,-755,126,-220,16,-233,11,-414,38,-447,11,-283,26,-226,5,-810,71,-235,25,-304,31
34,-786,95,-220,7,-637,244,-776,105,-239,4,-225,6,-191,2,-181,4,-190,3,-186,2,-188,8,-339,30,-836,45,-190,7,-814,67,-755,126,-220,16,-267,11,-464,38,-447,11,-298,26,-240,9,-810,71,-236,25,-321,32
35,-786,95,-220,7,-637,244,-776,105,-241,4,-262,6,-197,2,-241,4,-202,3,-198,2,-189,8,-354,30,-836,45,-197,7,-814,67,-755,126,-231,16,-267,11,-481,38,-447,11,-299,26,-250,9,-810,71,-251,25,-362,35
36,-786,95,-220,7,-637,244,-776,105,-241,4,-262,6,-199,2,-241,4,-202,3,-198,2,-189,8,-354,30,-836,45,-209,7,-814,67,-755,126,-233,16,-267,11,-683,38,-447,11,-299,26,-254,9,-810,71,-251,25,-390,35
37,-786,95,-225,7,-637,244,-776,105,-253,8,-262,6,-199,2,-241,4,-202,3,-198,2,-192,8,-359,30,-836,45,-223,7,-814,67,-755,126,-236,16,-267,11,-843,38,-447,11,-314,26,-254,9,-810,71,-256,25,-414,35
38,-786,95,-231,7,-637,244,-776,105,-400,13,-262,6,-206,2,-241,4,-207,3,-208,2,-201,8,-360,30,-836,45,-223,7,-814,67,-755,126,-247,16,-267,11,-843,38,-447,11,-327,26,-260,9,-810,71,-261,25,-439,35
39,-786,95,-231,7,-637,244,-776,105,-417,14,-262,6,-216,2,-243,4,-267,4,-209,2,-201,8,-371,30,-836,45,-223,7,-814,67,-755,126,-265,16,-291,11,-843,38,-447,11,-331,26,-260,9,-810,71,-293,25,-508,35
40,-786,95,-249,7,-637,244,-776,105,-508,14,-295,7,-229,2,-243,4,-269,6,-229,2,-232,8,-392,30,-836,45,-223,7,-814,67,-755,126,-265,16,-291,11,-843,38,-447,11,-334,26,-260,9,-810,71,-308,25,-508,35
41,-786,95,-277,7,-637,244,-776,105,-508,14,-296,8,-230,2,-247,4,-277,6,-234,2,-232,8,-426,30,-836,45,-225,7,-814,67,-755,126,-267,16,-291,11,-843,38,-451,11,-473,27,-273,9,-810,71,-308,25,-515,35
42,-786,95,-279,7,-637,244,-776,105,-508,14,-353,8,-245,2,-247,4,-286,6,-252,2,-233,8,-462,30,-836,45,-243,7,-814,67,-755,126,-294,17,-293,11,-843,38,-451,11,-481,27,-273,9,-810,71,-311,25,-568,35
43,-786,95,-293,7,-637,244,-776,105,-511,14,-353,8,-257,2,-247,4,-286,6,-258,2,-238,8,-502,30,-836,45,-272,7,-814,67,-755,126,-307,17,-302,11,-843,38,-451,11,-490,27,-283,9,-810,71,-319,25,-660,35
44,-786,95,-302,7,-637,244,-776,105,-511,14,-353,8,-261,2,-247,4,-286,6,-265,2,-248,8,-506,30,-836,45,-272,7,-814,67,-755,126,-322,17,-302,11,-843,38,-451,11,-553,27,-334,11,-810,71,-321,25,-743,35
45,-786,95,-302,7,-637,244,-776,105,-511,14,-353,8,-261,2,-271,4,-291,6,-265,2,-248,8,-506,30,-836,45,-272,7,-814,67,-755,126,-322,17,-302,11,-843,38,-451,11,-560,27,-421,12,-810,71,-345,25,-843,37
46,-786,95,-302,7,-637,244,-776,105,-511,14,-353,8,-271,2,-271,4,-295,6,-267,2,-251,8,-516,32,-836,45,-272,7,-814,67,-755,126,-322,17,-312,12,-843,38,-451,11,-625,27,-423,12,-810,71,-485,25,-843,38
47,-786,95,-302,7,-637,244,-776,105,-511,14,-353,8,-271,2,-271,4,-295,6,-267,2,-251,8,-664,32,-836,45,-272,7,-814,67,-755,126,-324,17,-357,13,-843,38,-454,11,-625,27,-473,12,-810,71,-486,25,-843,38
48,-786,95,-305,7,-637,244,-776,105,-511,14,-353,8,-272,2,-271,4,-316,6,-274,2,-251,8,-849,32,-836,45,-272,7,-814,67,-755,126,-324,17,-375,13,-843,38,-454,11,-627,27,-473,12,-810,71,-499,25,-843,38
49,-786,95,-317,7,-637,244,-776,105,-582,14,-353,8,-280,2,-271,4,-316,6,-299,2,-281,8,-849,32,-836,45,-274,7,-814,67,-755,126,-341,17,-375,13,-843,38,-456,11,-704,27,-473,12,-810,71,-505,25,-843,38
50,-786,95,-356,7,-637,244,-776,105,-582,14,-353,8,-280,2,-271,4,-316,6,-299,2,-281,8,-849,32,-836,45,-291,7,-814,67,-755,126,-355,17,-386,13,-843,38,-456,11,-841,29,-473,12,-810,71,-535,25,-843,38
51,-786,95,-368,7,-637,244,-776,105,-582,14,-354,8,-287,2,-305,4,-327,6,-302,2,-297,8,-849,32,-836,45,-291,7,-814,67,-755,126,-355,17,-386,13,-843,38,-466,11,-850,31,-473,12,-810,71,-680,25,-843,38
52,-786,95,-368,7,-637,244,-776,105,-582,14,-360,8,-303,2,-305,4,-327,6,-317,2,-301,8,-849,32,-836,45,-314,7,-814,67,-755,126,-365,17,-386,13,-843,38,-466,11,-850,31,-473,12,-810,71,-852,29,-843,38
