,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-27,9,-26,10,-18,15,-23,9,-27,7,-18,15
1,-31,11,-31,11,-19,17,-30,9,-30,7,-22,16
2,-35,12,-37,12,-20,18,-34,10,-35,8,-26,17
3,-39,12,-41,13,-22,20,-39,12,-37,9,-31,19
4,-39,13,-48,13,-25,20,-43,15,-41,10,-36,21
5,-41,14,-52,14,-26,24,-49,16,-45,14,-37,22
6,-43,17,-55,19,-26,26,-53,19,-49,14,-40,23
7,-48,18,-62,20,-27,28,-59,20,-51,16,-41,24
8,-53,18,-65,21,-29,29,-67,22,-53,19,-42,26
9,-55,19,-68,22,-35,30,-72,23,-54,22,-47,27
10,-60,20,-68,24,-37,31,-75,27,-58,25,-50,29
11,-63,21,-73,24,-39,33,-80,27,-65,26,-53,30
12,-68,23,-78,24,-43,35,-80,27,-72,27,-56,31
13,-70,24,-82,24,-48,38,-81,29,-78,28,-59,33
14,-73,24,-86,25,-51,40,-83,30,-82,29,-66,35
15,-79,24,-92,27,-55,40,-86,32,-85,30,-68,36
16,-85,25,-97,29,-58,41,-87,34,-89,31,-70,38
17,-88,27,-99,33,-60,41,-87,35,-95,35,-75,39
18,-90,27,-99,33,-64,44,-89,37,-100,36,-83,42
19,-92,27,-99,33,-65,46,-95,39,-106,38,-88,46
20,-97,29,-100,33,-69,48,-99,41,-107,38,-93,50
21,-99,30,-107,33,-71,50,-104,41,-110,41,-96,52
22,-108,31,-116,33,-74,52,-106,41,-110,43,-98,52
23,-112,31,-118,33,-80,58,-110,41,-112,45,-101,53
24,-116,35,-120,37,-83,60,-111,43,-114,45,-105,55
25,-121,36,-125,38,-85,65,-114,45,-116,47,-107,55
26,-124,40,-125,40,-87,71,-117,48,-117,49,-111,55
27,-125,41,-128,42,-88,74,-120,49,-123,52,-116,56
28,-128,43,-134,42,-90,79,-124,51,-124,53,-119,57
29,-130,45,-137,44,-91,79,-128,52,-132,56,-123,57
30,-135,48,-141,47,-92,82,-133,52,-134,56,-126,58
31,-138,50,-144,48,-97,82,-136,53,-137,59,-131,59
32,-139,51,-147,48,-101,84,-139,55,-143,62,-136,59
33,-143,54,-151,48,-104,84,-142,57,-146,63,-143,59
34,-143,56,-155,49,-105,86,-146,57,-154,67,-147,59
35,-146,57,-159,50,-110,88,-151,57,-156,71,-150,59
36,-148,59,-166,50,-111,91,-153,59,-158,73,-154,62
37,-151,59,-169,54,-114,92,-158,60,-160,76,-157,64
38,-158,59,-169,54,-118,95,-164,60,-164,77,-159,67
39,-161,62,-173,55,-121,96,-168,61,-167,77,-165,68
40,-168,63,-175,56,-124,101,-171,61,-169,78,-168,70
41,-171,63,-177,59,-126,104,-172,62,-172,81,-173,74
42,-174,64,-179,61,-128,104,-175,65,-178,82,-177,77
43,-179,64,-183,61,-130,106,-179,66,-182,83,-183,78
44,-181,65,-186,63,-137,107,-182,67,-186,84,-187,79
45,-185,67,-189,64,-140,111,-187,67,-189,84,-190,81
46,-188,68,-196,65,-142,114,-190,68,-191,84,-193,85
47,-189,68,-199,67,-144,117,-196,70,-193,85,-196,90
48,-192,70,-203,70,-146,118,-198,73,-197,86,-200,91
49,-193,74,-207,72,-151,119,-201,74,-199,89,-203,92
50,-197,77,-212,72,-152,120,-207,77,-204,90,-204,92
51,-202,79,-217,74,-156,121,-208,79,-208,91,-207,92
52,-206,79,-219,76,-162,125,-214,79,-210,92,-210,92
53,-209,80,-222,78,-163,127,-217,81,-218,92,-214,93
54,-212,82,-225,79,-163,128,-225,81,-222,93,-218,96
55,-215,83,-225,81,-165,131,-230,83,-226,95,-223,97
56,-218,86,-229,82,-169,133,-233,85,-228,96,-226,99
57,-222,88,-233,84,-171,138,-236,87,-230,96,-228,101
58,-227,89,-237,85,-173,140,-241,87,-234,98,-230,103
59,-230,93,-240,86,-180,142,-244,87,-237,98,-234,103
60,-232,94,-244,88,-182,145,-249,88,-242,99,-236,105
61,-234,94,-249,90,-184,147,-255,89,-247,101,-237,107
62,-238,95,-251,91,-187,152,-259,90,-251,102,-239,109
63,-242,97,-255,94,-188,154,-261,91,-258,103,-241,110
64,-245,101,-257,95,-192,156,-262,93,-261,105,-245,112
65,-249,101,-260,98,-196,157,-266,94,-265,106,-247,115
66,-251,101,-262,101,-197,162,-275,94,-269,107,-249,116
67,-254,102,-267,103,-201,166,-280,95,-272,107,-251,116
68,-257,106,-270,106,-204,168,-282,95,-277,108,-255,116
69,-261,107,-272,107,-206,170,-289,95,-283,108,-259,117
70,-262,109,-274,109,-209,171,-292,98,-289,109,-263,119
71,-267,110,-277,110,-213,171,-297,99,-292,111,-266,121
72,-270,113,-282,112,-216,172,-299,99,-295,115,-270,121
73,-272,115,-283,114,-219,174,-304,99,-300,118,-274,122
74,-277,116,-286,116,-219,176,-308,100,-302,119,-282,123
75,-279,116,-290,117,-222,177,-314,103,-304,119,-288,125
76,-280,116,-295,119,-223,182,-317,106,-308,121,-290,127
77,-285,117,-302,120,-225,183,-321,107,-308,123,-292,131
78,-287,119,-306,122,-228,187,-327,108,-311,123,-295,131
79,-289,121,-309,123,-230,189,-328,112,-313,126,-298,136
