,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,3,-64,9,-71,15,-71,2,-66,6,-68,3,-75,6,-65,9,-61,13,-66,11,-65,19,-70,3,-69,6,-68,3,-75,7,-71,3,-86,3,-71,2,-69,2
1,-71,5,-64,11,-79,17,-72,2,-67,7,-69,3,-79,7,-73,10,-67,16,-84,11,-71,24,-72,3,-70,6,-68,3,-85,7,-72,3,-88,3,-73,2,-71,4
2,-78,5,-67,15,-90,18,-75,2,-69,7,-74,3,-80,9,-91,12,-67,21,-91,12,-75,27,-74,3,-70,7,-68,3,-89,7,-72,4,-89,3,-78,2,-73,4
3,-92,5,-69,18,-97,19,-76,2,-71,7,-77,3,-84,9,-102,14,-73,22,-94,14,-85,32,-74,3,-70,9,-68,3,-95,8,-75,4,-91,3,-78,2,-76,5
4,-98,5,-73,21,-104,20,-77,2,-74,7,-78,3,-88,9,-118,14,-75,25,-99,17,-92,35,-79,3,-71,10,-72,5,-102,8,-76,5,-92,3,-79,2,-77,6
5,-103,6,-76,25,-108,22,-79,2,-86,7,-79,3,-88,9,-130,15,-78,25,-104,18,-104,41,-82,3,-71,10,-74,5,-111,8,-77,5,-93,3,-80,2,-80,7
6,-107,6,-80,27,-119,25,-79,2,-89,7,-83,3,-97,9,-143,16,-81,28,-108,18,-114,41,-85,3,-74,10,-74,5,-120,8,-80,5,-94,3,-81,2,-81,7
7,-109,7,-88,27,-129,25,-84,2,-91,7,-85,3,-98,9,-148,16,-84,30,-115,19,-132,45,-85,3,-81,10,-77,5,-125,8,-83,5,-95,3,-83,2,-83,8
8,-114,7,-93,31,-133,25,-86,2,-103,8,-86,3,-100,10,-154,17,-87,31,-121,20,-145,46,-88,3,-90,11,-78,5,-131,8,-83,6,-95,3,-83,2,-87,9
9,-116,7,-97,32,-137,25,-89,2,-113,8,-86,3,-106,10,-162,18,-88,33,-121,21,-149,49,-90,3,-94,12,-83,5,-141,9,-88,7,-102,3,-83,2,-95,10
10,-121,7,-103,36,-142,26,-93,2,-125,8,-87,3,-109,10,-170,18,-89,34,-134,23,-153,49,-94,3,-98,12,-85,6,-143,10,-91,8,-105,3,-84,2,-98,10
11,-122,7,-108,39,-152,26,-100,2,-131,8,-88,3,-114,10,-177,18,-90,36,-140,24,-158,54,-95,3,-102,14,-96,6,-150,11,-92,8,-107,3,-84,2,-99,10
12,-127,7,-109,41,-162,26,-105,2,-138,8,-100,3,-115,11,-193,21,-95,36,-144,24,-159,56,-99,3,-105,14,-97,6,-153,12,-95,8,-109,3,-85,2,-100,11
13,-131,7,-111,42,-169,27,-107,2,-143,8,-104,3,-117,11,-200,23,-102,37,-158,26,-169,59,-102,4,-109,14,-99,6,-158,12,-98,8,-110,3,-86,2,-100,12
14,-134,7,-113,44,-177,30,-109,2,-149,8,-110,3,-117,11,-207,23,-108,37,-163,27,-173,61,-111,4,-112,15,-103,6,-168,12,-101,8,-113,3,-87,2,-103,13
15,-136,7,-115,45,-182,30,-112,2,-155,8,-115,3,-118,11,-220,24,-109,37,-173,28,-175,63,-121,4,-114,15,-105,6,-179,13,-105,8,-115,3,-88,2,-110,13
16,-140,7,-124,48,-192,31,-115,2,-160,8,-123,3,-119,11,-220,24,-111,39,-189,29,-183,64,-128,4,-117,15,-107,6,-182,13,-106,8,-117,3,-89,2,-112,13
17,-142,7,-129,48,-196,31,-117,2,-163,8,-129,3,-119,11,-239,25,-116,39,-200,30,-196,66,-129,4,-120,15,-110,6,-191,13,-108,8,-117,3,-92,2,-112,13
18,-144,7,-133,49,-201,31,-119,3,-168,9,-138,3,-119,12,-257,25,-119,39,-207,31,-200,67,-136,4,-121,16,-112,6,-200,13,-109,9,-119,3,-95,2,-114,14
