,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-150,30,-99,21,-100,20,-95,25,-96,24,-101,19
1,-204,36,-99,21,-100,20,-95,25,-96,24,-101,19
2,-251,49,-99,21,-100,20,-95,25,-96,24,-101,19
3,-300,60,-99,21,-100,20,-95,25,-96,24,-101,19
4,-349,71,-99,21,-100,20,-95,25,-96,24,-101,19
5,-402,78,-99,21,-100,20,-95,25,-96,24,-101,19
6,-452,88,-99,21,-100,20,-95,25,-96,24,-101,19
7,-501,99,-99,21,-100,20,-95,25,-96,24,-101,19
8,-551,109,-99,21,-100,20,-95,25,-96,24,-101,19
9,-598,122,-99,21,-100,20,-95,25,-96,24,-101,19
10,-643,137,-99,21,-100,20,-95,25,-96,24,-101,19
11,-693,147,-99,21,-100,20,-95,25,-96,24,-101,19
12,-743,157,-99,21,-100,20,-95,25,-96,24,-101,19
13,-793,167,-99,21,-100,20,-95,25,-96,24,-101,19
14,-841,179,-99,21,-100,20,-95,25,-96,24,-101,19
15,-888,192,-99,21,-100,20,-95,25,-96,24,-101,19
16,-939,201,-99,21,-100,20,-95,25,-96,24,-101,19
17,-992,208,-99,21,-100,20,-95,25,-96,24,-101,19
18,-1041,219,-99,21,-100,20,-95,25,-96,24,-101,19
19,-1089,231,-99,21,-100,20,-95,25,-96,24,-101,19
20,-1139,241,-99,21,-100,20,-95,25,-96,24,-101,19
21,-1190,250,-99,21,-100,20,-95,25,-96,24,-101,19
22,-1237,263,-99,21,-100,20,-95,25,-96,24,-101,19
23,-1288,272,-99,21,-100,20,-95,25,-96,24,-101,19
24,-1336,284,-99,21,-100,20,-95,25,-96,24,-101,19
25,-1386,294,-99,21,-100,20,-95,25,-96,24,-101,19
26,-1436,304,-99,21,-100,20,-95,25,-96,24,-101,19
27,-1481,319,-99,21,-100,20,-95,25,-96,24,-101,19
28,-1534,326,-99,21,-100,20,-95,25,-96,24,-101,19
29,-1583,337,-99,21,-100,20,-95,25,-96,24,-101,19
30,-1628,352,-99,21,-100,20,-95,25,-96,24,-101,19
31,-1677,363,-99,21,-100,20,-95,25,-96,24,-101,19
32,-1725,375,-99,21,-100,20,-95,25,-96,24,-101,19
33,-1764,383,-110,23,-100,20,-95,25,-96,24,-101,19
34,-1767,383,-159,31,-100,20,-95,25,-96,24,-101,19
35,-1768,383,-212,37,-100,20,-95,25,-96,24,-101,19
36,-1770,383,-261,46,-100,20,-95,25,-96,24,-101,19
37,-1774,383,-311,52,-100,20,-95,25,-96,24,-101,19
38,-1778,383,-359,60,-100,20,-95,25,-96,24,-101,19
39,-1778,383,-407,72,-100,20,-95,25,-96,24,-101,19
40,-1778,383,-459,80,-100,20,-95,25,-96,24,-101,19
41,-1778,383,-513,86,-100,20,-95,25,-96,24,-101,19
42,-1778,383,-562,97,-100,20,-95,25,-96,24,-101,19
43,-1778,383,-617,102,-100,20,-95,25,-96,24,-101,19
44,-1778,383,-669,110,-100,20,-95,25,-96,24,-101,19
45,-1778,383,-722,117,-100,20,-95,25,-96,24,-101,19
46,-1778,383,-773,126,-100,20,-95,25,-96,24,-101,19
47,-1778,383,-822,137,-100,20,-95,25,-96,24,-101,19
48,-1778,383,-872,147,-100,20,-95,25,-96,24,-101,19
49,-1778,383,-921,158,-100,20,-95,25,-96,24,-101,19
50,-1778,383,-972,167,-100,20,-95,25,-96,24,-101,19
51,-1778,383,-1021,178,-100,20,-95,25,-96,24,-101,19
52,-1778,383,-1070,189,-100,20,-95,25,-96,24,-101,19
53,-1778,383,-1121,198,-100,20,-95,25,-96,24,-101,19
54,-1778,383,-1174,205,-100,20,-95,25,-96,24,-101,19
55,-1778,383,-1224,215,-100,20,-95,25,-96,24,-101,19
56,-1778,383,-1275,224,-100,20,-95,25,-96,24,-101,19
57,-1778,383,-1328,231,-100,20,-95,25,-96,24,-101,19
58,-1778,383,-1380,239,-100,20,-95,25,-96,24,-101,19
59,-1778,383,-1427,252,-100,20,-95,25,-96,24,-101,19
60,-1778,383,-1471,268,-100,20,-95,25,-96,24,-101,19
61,-1778,383,-1523,276,-100,20,-95,25,-96,24,-101,19
62,-1778,383,-1578,281,-100,20,-95,25,-96,24,-101,19
63,-1778,383,-1628,291,-100,20,-95,25,-96,24,-101,19
64,-1778,383,-1675,304,-100,20,-95,25,-96,24,-101,19
65,-1778,383,-1728,311,-100,20,-95,25,-96,24,-101,19
66,-1778,383,-1773,326,-100,20,-95,25,-96,24,-101,19
67,-1778,383,-1819,328,-110,22,-95,25,-96,24,-101,19
68,-1778,383,-1822,328,-151,38,-95,25,-96,24,-101,19
69,-1778,383,-1823,328,-201,47,-95,25,-96,24,-101,19
70,-1778,383,-1825,328,-250,56,-95,25,-96,24,-101,19
71,-1778,383,-1827,330,-294,68,-95,25,-96,24,-101,19
72,-1778,383,-1831,330,-337,81,-95,25,-96,24,-101,19
73,-1778,383,-1831,330,-387,91,-95,25,-96,24,-101,19
74,-1778,383,-1831,330,-434,104,-95,25,-96,24,-101,19
75,-1778,383,-1831,330,-485,113,-95,25,-96,24,-101,19
76,-1778,383,-1831,330,-537,121,-95,25,-96,24,-101,19
77,-1778,383,-1831,330,-590,128,-95,25,-96,24,-101,19
78,-1778,383,-1831,330,-641,137,-95,25,-96,24,-101,19
79,-1778,383,-1831,330,-694,144,-95,25,-96,24,-101,19
