,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-64,2,-60,6,-59,11,-59,18,-57,15,-59,8,-58,17,-63,3,-64,2,-57,30,-82,12,-58,10,-61,13,-63,3,-62,4,-62,4,-61,5,-63,3
1,-64,2,-60,6,-59,13,-59,19,-63,18,-59,8,-82,17,-63,3,-64,2,-90,46,-83,12,-58,10,-63,15,-63,3,-62,4,-62,4,-61,5,-63,3
2,-64,2,-60,6,-59,13,-61,19,-106,20,-59,8,-82,17,-63,3,-64,2,-104,46,-83,12,-58,10,-92,15,-63,3,-62,4,-62,4,-61,5,-63,3
3,-64,2,-70,10,-69,16,-87,20,-106,20,-59,9,-82,17,-63,3,-64,2,-111,46,-83,12,-83,11,-94,15,-63,3,-62,4,-62,4,-61,5,-63,3
4,-64,2,-70,25,-124,16,-87,20,-106,20,-63,10,-82,17,-63,3,-64,2,-122,46,-83,12,-85,11,-94,15,-63,3,-62,4,-62,4,-61,7,-63,3
5,-64,2,-146,39,-124,16,-87,20,-106,20,-63,10,-82,17,-63,3,-64,2,-122,46,-83,12,-85,11,-94,15,-63,3,-62,4,-62,4,-61,7,-63,3
6,-64,2,-161,39,-124,16,-87,20,-106,20,-63,10,-82,17,-63,4,-64,2,-190,46,-83,12,-85,11,-94,15,-64,3,-63,4,-62,4,-61,11,-63,3
7,-64,2,-161,39,-124,16,-87,20,-106,20,-68,10,-82,17,-63,4,-64,2,-218,46,-83,12,-85,11,-94,15,-66,3,-63,4,-62,4,-110,17,-63,3
8,-64,2,-230,39,-124,16,-87,20,-106,20,-68,10,-82,17,-63,9,-64,2,-222,46,-83,12,-85,11,-94,15,-66,3,-63,4,-62,4,-122,17,-63,3
9,-64,2,-230,39,-124,16,-93,20,-106,20,-68,10,-82,17,-106,20,-64,2,-251,46,-83,12,-85,11,-94,15,-66,3,-63,4,-62,4,-123,17,-63,3
10,-64,2,-230,39,-124,16,-93,20,-106,20,-68,10,-82,17,-106,20,-64,2,-339,47,-83,12,-85,11,-94,15,-66,3,-63,5,-62,4,-123,17,-63,3
11,-64,2,-235,39,-124,16,-93,20,-106,20,-80,10,-85,17,-106,20,-64,2,-409,47,-83,12,-85,11,-94,15,-66,3,-63,5,-62,4,-123,17,-63,3
12,-64,2,-246,39,-124,16,-93,20,-106,20,-80,10,-85,17,-106,20,-64,2,-488,47,-83,12,-85,11,-94,15,-66,3,-63,5,-62,4,-123,17,-63,3
13,-64,2,-312,39,-124,16,-100,20,-106,20,-80,10,-85,17,-106,20,-64,2,-499,53,-83,12,-85,11,-94,15,-66,3,-63,5,-62,4,-123,17,-63,3
14,-64,2,-382,41,-124,16,-100,20,-106,20,-80,10,-85,17,-106,20,-64,2,-514,54,-83,12,-85,11,-94,15,-66,3,-63,5,-62,6,-123,17,-63,3
15,-64,2,-434,42,-124,16,-113,20,-106,20,-80,10,-85,17,-106,20,-64,2,-538,54,-83,12,-85,11,-94,15,-66,3,-63,5,-62,6,-123,17,-63,3
16,-64,2,-508,47,-124,16,-120,20,-106,20,-80,10,-85,17,-106,20,-64,2,-538,58,-83,12,-85,11,-94,15,-66,3,-63,5,-62,6,-123,17,-63,3
17,-64,2,-526,70,-124,16,-142,20,-106,20,-80,10,-85,17,-122,20,-64,2,-538,58,-83,12,-85,11,-94,15,-66,3,-63,5,-62,6,-134,17,-63,3
18,-64,2,-526,70,-124,16,-198,20,-106,20,-80,11,-85,17,-151,20,-64,2,-538,58,-84,12,-85,11,-95,15,-66,3,-63,5,-62,6,-136,17,-63,3
19,-64,2,-526,70,-124,16,-220,20,-106,20,-82,11,-85,17,-217,20,-64,2,-538,58,-84,12,-85,11,-95,15,-66,3,-63,5,-62,6,-136,17,-63,3
20,-64,2,-526,70,-124,16,-272,20,-106,20,-82,11,-85,17,-217,45,-64,2,-538,58,-84,12,-85,11,-97,15,-66,4,-63,5,-62,6,-146,17,-63,3
21,-64,2,-526,70,-124,16,-349,20,-106,20,-82,11,-85,17,-222,45,-64,2,-538,58,-89,12,-85,11,-99,15,-67,4,-63,5,-62,6,-146,17,-63,3
22,-64,2,-526,70,-124,16,-414,21,-106,20,-87,11,-85,17,-234,45,-64,2,-538,58,-89,12,-86,11,-105,15,-67,4,-63,5,-62,6,-146,17,-63,3
23,-64,2,-526,70,-124,16,-464,21,-106,20,-87,11,-85,17,-273,45,-64,2,-538,58,-89,12,-86,11,-105,15,-67,4,-63,5,-62,6,-147,17,-63,3
24,-64,2,-526,70,-124,16,-466,21,-106,20,-87,11,-85,17,-360,45,-64,2,-538,58,-90,12,-86,11,-105,15,-67,4,-63,5,-62,6,-147,17,-63,3
25,-64,2,-526,70,-124,16,-509,21,-106,20,-87,11,-91,17,-386,45,-64,2,-538,58,-91,12,-86,11,-116,15,-67,4,-63,5,-62,6,-150,17,-63,3
26,-64,2,-526,70,-124,16,-509,21,-106,20,-87,11,-91,17,-474,45,-64,2,-538,58,-91,12,-86,11,-116,17,-67,4,-63,5,-62,6,-150,17,-63,3
27,-64,2,-526,70,-124,16,-548,23,-106,20,-87,11,-91,17,-521,45,-64,2,-538,58,-91,12,-86,11,-116,17,-67,4,-63,5,-62,6,-152,17,-63,3
28,-64,2,-526,70,-124,16,-552,32,-106,20,-91,11,-96,17,-551,45,-64,2,-538,58,-104,12,-91,11,-119,17,-75,4,-69,7,-62,6,-153,17,-63,3
29,-64,2,-526,70,-124,16,-552,44,-106,20,-92,11,-108,17,-551,45,-64,2,-538,58,-104,12,-91,11,-134,17,-75,11,-69,7,-85,6,-173,17,-63,3
30,-64,2,-526,70,-124,16,-552,44,-106,20,-92,11,-108,17,-551,45,-64,2,-538,58,-104,12,-91,11,-134,17,-75,11,-69,7,-99,6,-248,18,-63,3
31,-64,2,-526,70,-124,16,-552,44,-106,20,-92,11,-108,17,-551,45,-64,2,-538,58,-104,12,-91,11,-134,17,-75,11,-69,7,-99,6,-338,18,-63,3
32,-64,2,-526,70,-124,16,-552,44,-106,20,-92,11,-108,17,-551,45,-64,2,-538,58,-104,12,-91,11,-134,17,-75,11,-69,7,-99,6,-427,19,-63,3
33,-64,2,-526,70,-124,16,-552,44,-106,20,-92,11,-108,17,-551,45,-64,2,-538,58,-108,12,-93,11,-134,18,-75,11,-69,7,-99,6,-510,19,-63,3
34,-64,2,-526,70,-124,16,-552,44,-106,20,-93,11,-112,17,-551,45,-64,2,-538,58,-108,12,-93,11,-171,18,-75,11,-69,7,-99,6,-558,19,-63,3
35,-64,2,-526,70,-124,16,-552,44,-106,20,-96,11,-118,17,-551,45,-64,2,-538,58,-119,12,-130,11,-185,18,-75,11,-85,7,-99,6,-558,22,-63,3
36,-64,2,-526,70,-124,16,-552,44,-106,20,-96,11,-118,17,-551,45,-64,2,-538,58,-119,12,-130,11,-270,18,-75,11,-85,7,-99,6,-558,26,-64,3
