,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
30,-525,71,-525,71,-107,10,-551,45,-146,22,-96,11,-107,17,-66,3,-64,3,-541,55,-114,12,-114,10,-205,15,-71,3,-80,8,-120,13,-91,10,-72,4
31,-525,71,-525,71,-107,10,-551,45,-146,22,-96,11,-107,17,-66,3,-64,3,-541,55,-114,12,-114,10,-293,15,-72,4,-80,8,-120,13,-91,10,-72,4
32,-525,71,-525,71,-107,10,-551,45,-146,22,-96,11,-107,17,-66,3,-64,3,-541,55,-120,12,-114,10,-342,15,-93,4,-80,8,-120,13,-91,10,-86,4
33,-525,71,-525,71,-107,10,-551,45,-146,22,-96,11,-111,17,-66,3,-64,3,-541,55,-121,12,-115,10,-426,15,-93,4,-80,8,-120,13,-91,10,-86,4
34,-525,71,-525,71,-107,10,-551,45,-146,22,-100,11,-120,17,-66,3,-64,3,-541,55,-121,12,-120,10,-496,17,-93,4,-80,8,-120,13,-91,10,-86,4
35,-525,71,-525,71,-107,10,-551,45,-146,22,-100,11,-120,17,-66,3,-64,3,-541,55,-137,12,-120,10,-565,19,-93,7,-80,8,-120,13,-91,10,-86,4
36,-525,71,-525,71,-107,10,-551,45,-146,22,-100,11,-120,17,-66,3,-64,3,-541,55,-180,12,-142,10,-565,31,-93,8,-86,8,-120,13,-97,10,-86,4
37,-525,71,-525,71,-107,10,-551,45,-147,22,-114,11,-130,17,-66,3,-64,3,-541,55,-216,12,-168,13,-565,31,-93,8,-86,8,-120,13,-97,10,-86,4
38,-525,71,-525,71,-107,11,-551,45,-148,22,-114,11,-206,17,-69,3,-65,3,-541,55,-216,12,-168,13,-565,31,-93,8,-86,8,-120,13,-105,10,-86,4
39,-525,71,-525,71,-116,11,-551,45,-148,23,-114,11,-281,17,-69,3,-65,3,-541,55,-216,12,-168,18,-565,31,-93,8,-86,8,-120,13,-105,10,-86,4
40,-525,71,-525,71,-116,11,-551,45,-148,23,-114,11,-369,17,-69,3,-65,3,-541,55,-216,12,-168,18,-565,31,-95,8,-86,8,-120,13,-105,10,-86,4
41,-525,71,-525,71,-116,11,-551,45,-149,23,-117,11,-398,17,-69,3,-65,3,-541,55,-216,14,-216,22,-565,31,-95,8,-86,8,-123,13,-105,10,-86,4
42,-525,71,-525,71,-116,11,-551,45,-149,23,-117,11,-398,17,-69,3,-65,3,-541,55,-293,23,-216,22,-565,31,-95,8,-90,8,-123,13,-105,10,-86,4
43,-525,71,-525,71,-116,11,-551,45,-149,23,-117,11,-398,17,-69,3,-65,3,-541,55,-382,24,-216,22,-565,31,-95,8,-90,8,-123,13,-105,10,-86,4
44,-525,71,-525,71,-116,11,-551,45,-149,23,-117,11,-398,17,-69,3,-65,3,-541,55,-469,24,-216,22,-565,31,-98,8,-90,8,-123,13,-105,10,-86,4
45,-525,71,-525,71,-116,11,-551,45,-149,23,-117,11,-482,17,-71,3,-65,3,-541,55,-469,24,-216,22,-565,31,-98,8,-90,8,-123,13,-105,11,-89,4
46,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-75,44,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
47,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-162,47,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
48,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-252,47,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
49,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-342,47,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
50,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-432,47,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
51,-525,71,-525,71,-116,11,-551,45,-149,23,-120,11,-482,17,-522,47,-66,3,-541,55,-506,24,-216,22,-565,31,-102,8,-90,8,-123,13,-105,11,-89,4
52,-525,71,-525,71,-116,11,-551,45,-150,23,-120,11,-482,17,-549,47,-66,3,-541,55,-547,24,-235,22,-565,31,-103,8,-90,8,-124,13,-105,11,-89,4
53,-525,71,-525,71,-116,11,-551,45,-150,23,-121,11,-506,18,-549,47,-66,3,-541,55,-572,24,-261,22,-565,31,-103,8,-90,8,-137,13,-105,11,-89,4
54,-525,71,-525,71,-116,11,-551,45,-162,23,-121,11,-541,19,-549,47,-66,3,-541,55,-572,24,-300,22,-565,31,-103,8,-90,8,-137,13,-105,11,-92,4
55,-525,71,-525,71,-116,11,-551,45,-162,23,-121,11,-541,19,-549,47,-66,3,-541,55,-572,24,-300,22,-565,31,-103,8,-180,8,-137,13,-105,11,-92,4
56,-525,71,-525,71,-116,11,-551,45,-162,23,-127,11,-552,20,-549,47,-67,3,-541,55,-572,24,-371,22,-565,31,-103,8,-180,8,-137,13,-105,11,-92,4
57,-525,71,-525,71,-116,11,-551,45,-162,23,-127,11,-552,21,-549,47,-68,3,-541,55,-572,24,-453,22,-565,31,-104,8,-180,8,-142,13,-105,11,-92,4
58,-525,71,-525,71,-117,11,-551,45,-162,23,-132,11,-574,21,-549,47,-68,3,-541,55,-572,24,-513,22,-565,31,-104,8,-180,8,-144,13,-105,11,-92,4
59,-525,71,-525,71,-117,11,-551,45,-163,23,-134,11,-574,22,-549,47,-76,3,-541,55,-572,24,-574,22,-565,31,-104,8,-180,8,-158,13,-108,11,-92,4
60,-525,71,-525,71,-118,11,-551,45,-164,23,-142,11,-574,22,-549,47,-83,3,-541,55,-572,24,-574,22,-565,31,-129,8,-180,8,-206,13,-108,11,-92,4
61,-525,71,-525,71,-121,11,-551,45,-167,23,-158,14,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-141,8,-180,8,-237,14,-116,11,-100,4
62,-525,71,-525,71,-121,11,-551,45,-167,23,-172,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-141,8,-180,8,-311,14,-116,11,-100,4
63,-525,71,-525,71,-131,11,-551,45,-190,24,-202,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-141,8,-180,8,-336,14,-117,11,-100,4
64,-525,71,-525,71,-131,11,-551,45,-190,24,-225,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-141,8,-180,8,-383,14,-117,11,-120,4
65,-525,71,-525,71,-131,11,-551,45,-202,24,-244,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
66,-525,71,-525,71,-131,11,-551,45,-292,24,-244,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
67,-525,71,-525,71,-131,11,-551,45,-381,25,-244,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
68,-525,71,-525,71,-131,11,-551,45,-435,61,-244,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
69,-525,71,-525,71,-131,11,-551,45,-435,151,-244,16,-574,22,-549,47,-88,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
70,-525,71,-525,71,-131,11,-551,45,-435,161,-244,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-151,8,-180,8,-432,14,-117,11,-120,4
71,-525,71,-525,71,-131,11,-551,45,-435,161,-277,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-154,8,-180,8,-480,14,-123,11,-120,4
72,-525,71,-525,71,-132,11,-551,45,-435,161,-366,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-154,8,-180,8,-480,14,-123,11,-120,4
73,-525,71,-525,71,-132,11,-551,45,-435,161,-366,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-154,8,-180,8,-539,14,-154,11,-120,4
74,-525,71,-525,71,-132,11,-551,45,-435,161,-456,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-154,8,-180,8,-539,14,-154,11,-120,4
75,-525,71,-525,71,-132,11,-551,45,-435,161,-541,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-159,8,-180,8,-539,14,-154,11,-120,4
76,-525,71,-525,71,-134,11,-551,45,-435,161,-580,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-167,8,-180,8,-580,14,-154,11,-120,4
77,-525,71,-525,71,-173,11,-551,45,-435,161,-580,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-215,8,-181,8,-582,14,-154,11,-120,4
78,-525,71,-525,71,-173,11,-551,45,-435,161,-580,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-292,10,-192,8,-582,14,-154,11,-120,4
79,-525,71,-525,71,-173,11,-551,45,-435,161,-580,16,-574,22,-549,47,-168,3,-541,55,-572,24,-574,22,-565,31,-302,10,-194,8,-582,14,-220,11,-132,4
