,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-84,13,-67,4,-66,5,-66,9,-68,12,-65,6,-64,7,-66,5,-69,2,-97,22,-65,6,-64,7,-63,11,-68,3,-69,2,-69,2,-65,6,-69,2
1,-85,13,-67,4,-66,5,-66,15,-78,19,-65,7,-64,11,-66,6,-69,2,-113,22,-65,6,-72,9,-90,16,-69,3,-69,2,-69,2,-65,7,-69,2
2,-85,13,-68,12,-66,5,-69,17,-79,19,-67,9,-94,13,-68,6,-69,2,-113,22,-65,9,-76,9,-92,16,-69,3,-69,2,-69,2,-90,10,-69,2
3,-85,13,-107,35,-66,5,-77,19,-79,19,-84,9,-94,14,-68,6,-69,2,-113,22,-65,9,-76,9,-92,16,-69,3,-69,2,-69,2,-90,10,-69,2
4,-85,13,-129,35,-66,5,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-131,22,-65,12,-76,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
5,-85,13,-140,35,-66,7,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-200,22,-65,20,-76,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
6,-85,13,-196,35,-80,13,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-214,22,-65,20,-76,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
7,-85,13,-203,35,-83,13,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-293,22,-65,20,-77,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
8,-85,13,-203,35,-83,13,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-383,22,-65,20,-77,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
9,-85,13,-285,37,-83,13,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-383,25,-67,21,-77,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
10,-85,13,-285,38,-83,13,-120,19,-79,19,-85,9,-94,14,-68,6,-69,2,-459,25,-67,21,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
11,-85,13,-295,38,-85,13,-121,19,-79,19,-85,9,-94,14,-68,6,-69,2,-527,25,-74,23,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
12,-85,14,-384,38,-85,13,-121,19,-79,19,-85,9,-94,14,-68,6,-69,2,-527,25,-74,23,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
13,-137,52,-384,38,-85,13,-121,19,-79,19,-85,9,-94,14,-68,6,-69,2,-527,25,-74,23,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
14,-222,57,-384,38,-85,13,-121,19,-79,19,-85,9,-94,14,-68,6,-69,2,-527,25,-74,23,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
15,-300,69,-384,38,-85,13,-121,19,-79,19,-85,9,-94,14,-68,6,-69,2,-527,25,-74,23,-90,9,-92,16,-71,3,-69,3,-69,2,-90,10,-69,2
