,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-315,35,-98,2,-81,19,-86,14,-96,4,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
1,-401,49,-248,2,-81,19,-86,14,-96,4,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
2,-401,49,-447,3,-116,34,-86,14,-96,4,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
3,-401,49,-447,3,-293,107,-86,14,-96,4,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
4,-401,49,-447,3,-327,123,-261,39,-96,4,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
5,-401,49,-447,3,-327,123,-396,54,-195,5,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
6,-401,49,-447,3,-327,123,-396,54,-443,7,-98,2,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
7,-401,49,-447,3,-327,123,-396,54,-443,7,-347,3,-98,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
8,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-248,2,-98,2,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
9,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-146,4,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
10,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-396,4,-98,2,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
11,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-297,3,-98,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
12,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-198,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
13,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-97,3,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
14,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-344,6,-97,3,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
15,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-239,11,-92,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
16,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-430,20,-142,8,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
17,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-430,20,-378,22,-98,2,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
18,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-430,20,-426,24,-295,5,-93,7,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
19,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-430,20,-426,24,-442,8,-187,13,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
20,-401,49,-447,3,-327,123,-396,54,-443,7,-447,3,-447,3,-446,4,-445,5,-448,2,-443,7,-430,20,-426,24,-442,8,-415,35,-88,12,-97,3,-98,2,-97,3,-97,3,-98,2,-98,2,-92,8,-97,3,-93,7
