,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-112,10,-93,2,-165,61,-92,19,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-91,4,-92,3,-89,7,-93,2,-91,4,-110,16,-92,3,-92,3,-92,3,-92,3,-88,7,-92,3,-124,13,-90,6,-93,2
1,-112,10,-93,2,-189,102,-154,65,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-92,12,-93,2,-91,4,-140,44,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
2,-112,10,-93,2,-257,225,-191,86,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-92,12,-93,2,-91,4,-140,45,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
3,-112,10,-93,2,-490,234,-195,90,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-92,12,-93,2,-91,4,-140,45,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
4,-112,10,-93,2,-518,245,-402,94,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-92,12,-93,2,-91,4,-140,45,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
5,-112,10,-93,2,-582,247,-526,94,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-93,12,-93,2,-91,4,-183,61,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
6,-112,10,-93,2,-625,247,-723,96,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-92,6,-92,3,-93,12,-93,2,-91,4,-186,66,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-124,13,-91,8,-93,2
7,-112,10,-93,2,-634,247,-775,106,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-93,6,-92,3,-100,16,-93,2,-91,4,-300,117,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-125,14,-91,8,-93,2
8,-112,10,-93,2,-634,247,-775,106,-92,3,-93,2,-93,2,-92,3,-92,3,-93,3,-94,6,-92,3,-123,21,-93,2,-91,4,-510,128,-95,3,-92,3,-92,3,-92,3,-88,9,-92,3,-125,14,-91,8,-93,2
9,-113,11,-93,4,-634,247,-775,106,-94,3,-97,2,-93,2,-100,3,-96,3,-94,3,-101,7,-94,3,-147,28,-93,2,-110,13,-595,129,-100,6,-97,3,-92,3,-92,3,-92,11,-92,3,-141,31,-99,20,-93,2
