Adaptive,CVIRS,Greedy_sample,MMC,MML,Random,Random_sample,STM_stable_validation
0.04462099610493903,0.04462099610493903,0.04462099610493903,0.04462099610493903,0.04462099610493903,0.04462099610493903,0.04462099610493903,0.04462099610493903
0.09167079292031963,0.05180963974588199,0.06611434489994783,0.03894477216437532,0.0743611487566408,0.05624092637546247,0.05461820260158699,0.24002769973173327
0.10656847616790874,0.053413038155306194,0.08086904694747013,0.03488839130898366,0.08664658634538153,0.06411139670721183,0.058605914160984277,0.30819312552407796
0.13291565541078845,0.06256071904052128,0.08548215902350702,0.031200682045714592,0.09156204899455422,0.0700057380937867,0.06689434844463672,0.34536628351726945
0.1597973310284705,0.0684600669536107,0.0891908923738094,0.02956933826739886,0.09378265601593594,0.08324269362275327,0.07629640793273923,0.37360126916975145
0.16201078833012988,0.06841400475467199,0.10318725099601593,0.0283366431626522,0.09902230048071556,0.09015062217523657,0.08014907844264246,0.39609996076394705
0.17017319396251762,0.06802512416009347,0.11956503449698466,0.0283366431626522,0.10546573763521533,0.09513051031697492,0.08625956728388563,0.41434513994511846
0.17993920972644378,0.06883995029707107,0.13235233423278026,0.025876460767946575,0.10871378177530888,0.10414469225634518,0.09581044452736966,0.422437198199728
0.1900917999369261,0.07235909336974908,0.1425367718613223,0.02464042635161166,0.11392809127165937,0.11349600363190236,0.10343428466438022,0.43552867984788124
0.20358620535101504,0.0735077608774698,0.15390661824570423,0.02422916332102136,0.12156129134497767,0.12316981461436376,0.10978582820688085,0.4426397881868305
0.20591123511717735,0.0727317367391192,0.16081477411495393,0.024225494156146103,0.12766979123852057,0.12899336446438167,0.11353992572507877,0.44865530121987984
0.20952990024100368,0.0797858318226326,0.1696614008405698,0.0238116267865746,0.1381836127643526,0.13585561378404948,0.11880433376074911,0.4543021776018099
0.21595333846630033,0.0816991800854853,0.17465915226537537,0.02174822250104559,0.14462020325368885,0.1448354139576849,0.12792843232263862,0.4634626370529076
0.2197420634920635,0.08440550082439288,0.18188916726112733,0.02009699677401939,0.15286652725075056,0.14984293469865995,0.13121565778120886,0.46700559227249616
0.22437991239537453,0.08400279501271041,0.19103521151055602,0.020095419191674853,0.15928640515408427,0.15639689425284065,0.1358033356678615,0.4691168590426461
0.22408191252830365,0.08593835498647655,0.20010698106949049,0.022161925121005753,0.16420106508830656,0.16029700029700028,0.14414714906654075,0.4676737392922427
0.23021674928576608,0.08900373274069881,0.20682008428628001,0.02298898808587125,0.1697883605434826,0.16416868680896354,0.1539304308839641,0.4735979900297973
0.23126676546629432,0.08706534370251184,0.21191012306882,0.024647223521690256,0.17497400362668758,0.16656811950809497,0.15927868276104534,0.4715672332643053
0.2391585446658795,0.0858710151139022,0.21673774468556697,0.022573560858967286,0.1785766345603983,0.1696678460157364,0.1668933550291693,0.47137198287510484
0.2400594114140516,0.08894309933953432,0.22113292305953242,0.02381117099892454,0.18240025397249174,0.17285080432469202,0.17412939258169585,0.4696621710890439
0.23842310316744075,0.09078803099762311,0.22455894533313697,0.023395743772020573,0.18603160836328603,0.1779047619047619,0.17193299637972823,0.4663597842371991
0.24366995097369484,0.09429617257531031,0.23170341384016208,0.02215778541142048,0.1908368895211,0.18601929679515886,0.1764705882352941,0.4688265577207519
0.24348349167074168,0.09652851257923015,0.2355656687323368,0.021746178802692678,0.19880946246505535,0.19203018307134528,0.18043485065050235,0.4693635607096054
0.2504606539705354,0.09694267616116942,0.23661377384114546,0.022577381477143447,0.2032413873370577,0.19453601850732186,0.18316661251308713,0.46628091073582634
0.2555774951044357,0.09993534154876008,0.2395776457627778,0.02298898808587125,0.20926465682229206,0.2012531301913763,0.18482155678032097,0.46566318248772776
0.2643029391876501,0.10064791466825965,0.24456193479755645,0.022156024324520525,0.21477575366723017,0.20353322505670524,0.19160576669687562,0.4681093588634371
0.26959595903206374,0.10209557243557013,0.25468920228416125,0.02504495422604607,0.22438586569654406,0.20831485312520642,0.19505759332224928,0.4658809933359904
0.27088517754563396,0.10591217116027059,0.2610143765305213,0.024219813427612168,0.23103632506917976,0.21153248626754703,0.20041680157106484,0.46607842231942653
0.2786860198624905,0.10779634049323789,0.2666682822836433,0.024211636947235063,0.2419955433023266,0.21352856531317166,0.20198707609743363,0.46393289977956453
