Adaptive,CVIRS,Greedy_sample,MMC,MML,Random,Random_sample,STM_stable_validation
0.07221389305347327,0.07221389305347327,0.07221389305347327,0.07221389305347327,0.07221389305347327,0.07221389305347327,0.07221389305347327,0.07221389305347327
0.07052723638180908,0.0720264867566217,0.07146426786606697,0.07243253373313344,0.07115192403798101,0.07180784607696152,0.07187031484257872,0.06526424287856071
0.07001186906546727,0.07194840079960019,0.07099575212393805,0.07257308845577212,0.07077711144427785,0.07158920539730135,0.07172976011994002,0.06267178910544727
0.0690279860069965,0.07160482258870565,0.07083958020989506,0.0727136431784108,0.07065217391304347,0.07137056471764118,0.07144865067466266,0.06145364817591204
0.06798163418290856,0.07140179910044978,0.07080834582708645,0.0727604947526237,0.07062093953023488,0.07085519740129935,0.07108945527236382,0.06015742128935532
0.06785669665167415,0.07144865067466266,0.07030859570214892,0.07282296351824089,0.07046476761619189,0.0705897051474263,0.07098013493253373,0.05912668665667166
0.0676224387806097,0.07144865067466268,0.06966829085457271,0.07282296351824089,0.07019927536231885,0.07040229885057472,0.07080834582708645,0.058345827086456775
0.06732571214392805,0.07140179910044978,0.06918415792103949,0.07290104947526237,0.07016804097951024,0.07012118940529735,0.0704491504247876,0.058236506746626684
0.0669352823588206,0.0712768615692154,0.06894990004997502,0.07293228385807096,0.06996501749125437,0.06977761119440279,0.07012118940529735,0.05742441279360319
0.06646676661669165,0.0712456271864068,0.06851261869065467,0.07294790104947527,0.06974637681159421,0.06937156421789106,0.06990254872563718,0.057252623688155924
0.06637306346826587,0.0712768615692154,0.06829397801099452,0.07296351824087957,0.06957458770614693,0.06916854072963519,0.06974637681159421,0.056799725137431284
0.06621689155422289,0.07096451774112944,0.06787231384307846,0.07297913543228385,0.06915292353823088,0.06891866566716642,0.06949650174912544,0.05661231884057971
0.06599825087456272,0.07090204897551225,0.06774737631184408,0.07305722138930534,0.06890304847576212,0.06859070464767617,0.06918415792103948,0.05586269365317341
0.06587331334332835,0.07080834582708645,0.06743503248375812,0.07310407296351824,0.06871564217891055,0.06840329835082459,0.0690436031984008,0.05573775612193903
0.06562343828085956,0.07082396301849075,0.06706021989005498,0.07310407296351824,0.06841891554222888,0.06823150924537731,0.068949900049975,0.05551911544227886
0.06563905547226387,0.07074587706146926,0.06666979010494753,0.07302598700649676,0.06820027486256872,0.06805972013993003,0.06860632183908047,0.05567528735632184
0.0653579460269865,0.07063655672163918,0.06648238380809596,0.07297913543228385,0.06795039980009995,0.06790354822588707,0.06815342328835583,0.0552692403798101
0.0653891804097951,0.07073025987006497,0.06632621189405297,0.07291666666666666,0.06774737631184408,0.06782546226886557,0.06791916541729134,0.05544102948525737
0.06506121939030485,0.07080834582708645,0.0661388055972014,0.07299475262368815,0.06766929035482258,0.06771614192903548,0.06766929035482258,0.05537856071964019
0.06502998500749624,0.07068340829585207,0.06599825087456271,0.07294790104947527,0.0676224387806097,0.0675599700149925,0.06740379810094953,0.05544102948525737
0.06512368815592204,0.07065217391304349,0.06588893053473263,0.07296351824087957,0.06751311844077962,0.06740379810094953,0.0675443528235882,0.05564405297351324
0.06492066466766616,0.0704803848075962,0.06554535232383808,0.07301036981509246,0.06727886056971513,0.06710707146426786,0.06734132933533234,0.05537856071964019
0.06501436781609196,0.07043353323338332,0.0654672663668166,0.07302598700649676,0.06696651674162918,0.06688843078460771,0.06724762618690655,0.0551911544227886
0.0647644927536232,0.07040229885057471,0.06548288355822089,0.07299475262368815,0.0668571964017991,0.0668571964017991,0.06713830584707645,0.05537856071964018
0.06457708645677163,0.07032421289355323,0.06540479760119941,0.07297913543228385,0.06668540729635183,0.06656046976511745,0.06709145427286356,0.05540979510244878
0.06423350824587706,0.07032421289355323,0.06527986006996503,0.07302598700649676,0.06657608695652173,0.06648238380809596,0.06681034482758619,0.05511306846576712
0.06404610194902549,0.07030859570214892,0.06474887556221888,0.07291666666666667,0.06618565717141428,0.0662325087456272,0.06663855572213892,0.05528485757121439
0.063968015992004,0.07013680659670164,0.06449900049975013,0.07294790104947527,0.06601386806596701,0.06612318840579709,0.06641991504247877,0.05520677161419291
0.06360882058970516,0.07005872063968016,0.06429597701149425,0.07296351824087957,0.0654516491754123,0.06602948525737132,0.06638868065967016,0.05536294352823588
0.06357758620689655,0.07007433783108447,0.06404610194902549,0.07296351824087957,0.06518615692153923,0.06593578210894552,0.06617003998001,0.05537856071964018
0.06351511744127936,0.06996501749125437,0.06407733633183409,0.07294790104947527,0.06506121939030485,0.06584207896051975,0.06606071964017991,0.05550349825087457
0.0632964767616192,0.06991816591704149,0.0640148675662169,0.07286981509245377,0.06490504747626187,0.06571714142928536,0.06598263368315842,0.055487881059470265
0.0632808595702149,0.0698869315342329,0.06378060969515242,0.07285419790104947,0.06492066466766616,0.06567028985507245,0.06581084457771114,0.05547226386806597
0.06312468765617191,0.06977761119440282,0.06364005497251374,0.07285419790104948,0.0647644927536232,0.06554535232383808,0.06576399300349825,0.05539417791104448
0.06298413293353324,0.06966829085457271,0.06345264867566217,0.07282296351824089,0.06442091454272864,0.06543603198400799,0.06577961019490255,0.05556596701649175
0.06285919540229884,0.06962143928035983,0.06321839080459771,0.07282296351824089,0.06407733633183407,0.0652954772613693,0.06552973513243378,0.0552692403798101
0.0625780859570215,0.06948088455772114,0.06309345327336333,0.07282296351824089,0.0639836331834083,0.06529547726136932,0.0654516491754123,0.05551911544227886
0.06248438280859571,0.06941841579210395,0.06293728135932034,0.07279172913543228,0.06387431284357821,0.06498313343328335,0.06535794602698652,0.05550349825087456
0.0624843828085957,0.06935594702648676,0.06270302348825588,0.07277611194402799,0.06374937531234383,0.0646864067966017,0.06540479760119941,0.055487881059470265
0.06245314842578711,0.06932471264367816,0.06254685157421289,0.0727604947526237,0.06364005497251374,0.06457708645677161,0.06507683658170915,0.055425412293853074
0.06229697651174413,0.06929347826086957,0.06259370314842579,0.0727136431784108,0.06376499250374812,0.06451461769115442,0.06504560219890054,0.0552692403798101
0.06235944527736132,0.06918415792103948,0.06268740629685157,0.07272926036981509,0.06351511744127936,0.06446776611694152,0.06499875062468764,0.05531609195402299
0.06217203898050974,0.069106071964018,0.06254685157421289,0.0726980259870065,0.06343703148425787,0.06442091454272864,0.06485819590204897,0.05530047476261869
0.06225012493753124,0.06893428285857071,0.0625468515742129,0.0726980259870065,0.06329647676161919,0.06432721139430285,0.06492066466766616,0.05539417791104448
0.062140804597701146,0.06898113443278361,0.06251561719140429,0.0726667916041979,0.06307783608195902,0.06420227386306847,0.06476449275362318,0.05536294352823588
0.06192216391804098,0.06893428285857071,0.062468765617191405,0.07263555722138931,0.06296851574212894,0.06423350824587706,0.06476449275362317,0.05534732633683159
0.061656671664167925,0.06880934532733633,0.06226574212893554,0.07263555722138931,0.06281234382808595,0.0639836331834083,0.06440529735132433,0.055284857571214395
