,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,4,-70,24,-68,7,-69,3,-69,3,-69,3,-69,3,-67,5,-62,11,-65,7,-105,30,-69,4,-70,6,-69,3,-64,8,-66,6,-70,2,-70,2,-65,8
1,-68,4,-110,44,-68,7,-69,3,-69,3,-69,3,-69,3,-67,5,-66,11,-65,7,-121,42,-69,4,-70,6,-69,3,-64,8,-66,6,-70,2,-70,2,-67,9
2,-68,4,-140,55,-68,7,-69,3,-69,3,-69,3,-69,3,-67,5,-66,11,-70,8,-155,56,-69,4,-70,6,-69,3,-64,8,-66,6,-70,2,-70,2,-67,9
3,-68,4,-178,60,-68,7,-69,3,-69,3,-69,3,-69,3,-67,5,-66,11,-71,10,-190,68,-69,4,-70,6,-69,3,-64,8,-66,6,-70,2,-70,2,-67,11
4,-68,4,-187,61,-68,7,-69,3,-69,3,-69,3,-69,3,-67,5,-66,14,-74,13,-253,74,-69,4,-70,6,-69,3,-64,8,-66,6,-70,2,-70,2,-74,11
5,-68,4,-201,61,-69,7,-69,3,-69,3,-69,3,-69,3,-67,5,-86,23,-82,19,-279,79,-69,6,-70,6,-69,3,-64,8,-69,6,-70,2,-70,2,-74,12
6,-68,4,-201,61,-69,7,-69,3,-69,3,-69,3,-69,3,-69,5,-107,27,-91,26,-320,82,-70,6,-73,7,-69,3,-64,8,-69,6,-70,2,-70,2,-76,13
7,-68,4,-201,61,-69,7,-69,3,-69,3,-69,3,-69,3,-69,5,-113,42,-102,29,-375,83,-70,6,-73,8,-69,4,-64,8,-69,6,-70,2,-70,2,-76,15
8,-68,4,-213,64,-70,7,-69,3,-69,3,-69,3,-69,3,-69,5,-139,43,-103,29,-422,83,-70,6,-74,8,-70,4,-65,8,-69,6,-70,2,-70,2,-76,16
9,-68,4,-234,64,-70,7,-73,3,-69,3,-69,3,-69,3,-69,5,-143,43,-109,34,-460,85,-70,6,-74,8,-72,4,-65,9,-69,6,-70,2,-70,2,-86,18
10,-68,4,-285,64,-70,7,-73,3,-69,3,-69,3,-69,3,-69,5,-143,43,-120,35,-482,85,-70,6,-74,8,-72,4,-73,10,-69,6,-70,2,-70,2,-87,18
11,-68,4,-330,64,-71,7,-73,3,-69,3,-69,3,-70,3,-69,5,-160,44,-140,37,-488,85,-71,6,-74,8,-73,4,-73,10,-69,6,-70,2,-70,2,-87,18
12,-68,4,-402,66,-74,8,-73,3,-69,3,-69,3,-70,3,-69,5,-160,44,-142,37,-494,85,-71,6,-74,8,-74,5,-73,11,-73,7,-70,2,-70,3,-87,18
13,-68,4,-487,66,-74,8,-73,3,-69,3,-69,3,-70,3,-69,5,-160,44,-142,38,-495,85,-71,6,-79,10,-74,5,-73,11,-73,7,-70,2,-71,3,-87,18
14,-68,4,-510,66,-74,8,-73,3,-69,3,-69,3,-70,3,-69,5,-189,44,-158,38,-495,85,-71,6,-79,10,-74,5,-76,11,-80,9,-70,2,-71,3,-102,18
