,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-108,32,-96,3,-126,41,-93,11,-94,3,-95,2,-95,2,-95,2,-96,3,-95,2,-95,2,-93,4,-97,15,-95,2,-91,6,-90,10,-93,4,-94,3,-92,5,-94,3,-94,3,-96,5,-151,48,-94,5,-94,3
1,-176,57,-96,3,-180,80,-93,11,-94,3,-95,2,-95,2,-95,2,-96,3,-95,2,-95,2,-93,4,-128,18,-95,2,-91,6,-90,10,-93,4,-94,3,-92,5,-94,3,-94,3,-96,5,-170,59,-94,5,-94,3
2,-198,68,-96,3,-249,217,-93,11,-94,3,-95,2,-95,2,-95,2,-96,3,-95,2,-95,2,-93,4,-128,18,-95,2,-91,6,-90,10,-93,4,-94,3,-92,5,-94,3,-94,3,-96,5,-178,62,-94,5,-94,3
3,-199,69,-96,3,-488,226,-93,11,-94,3,-95,2,-95,2,-95,2,-96,3,-95,2,-95,2,-93,4,-128,18,-95,2,-91,6,-90,10,-93,4,-94,3,-92,5,-94,3,-94,3,-96,5,-178,62,-94,5,-94,3
4,-285,75,-96,4,-521,246,-94,16,-94,3,-95,2,-95,2,-95,2,-97,3,-95,2,-95,2,-93,4,-134,28,-95,2,-91,6,-91,10,-93,4,-94,3,-92,5,-94,3,-94,3,-99,5,-250,62,-95,9,-94,3
5,-336,78,-96,7,-555,246,-116,35,-94,3,-96,2,-95,2,-107,2,-98,3,-95,2,-95,2,-95,4,-145,28,-97,2,-93,6,-102,10,-99,5,-94,3,-95,6,-94,3,-97,4,-100,6,-259,62,-138,15,-95,3
6,-391,78,-99,7,-589,247,-185,75,-95,3,-96,2,-95,2,-107,3,-98,3,-96,2,-95,2,-95,4,-145,28,-97,2,-93,6,-105,12,-108,7,-95,3,-95,6,-94,3,-104,7,-106,9,-259,62,-143,18,-96,3
7,-391,78,-99,7,-590,247,-371,86,-95,3,-96,2,-95,2,-107,3,-98,3,-96,2,-95,2,-95,4,-145,28,-97,2,-96,6,-112,16,-134,11,-95,3,-96,6,-96,3,-105,7,-109,9,-259,62,-144,18,-96,3
8,-427,80,-99,7,-605,247,-482,90,-95,3,-98,2,-96,2,-112,3,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-142,28,-135,11,-95,3,-96,6,-96,3,-108,7,-110,9,-273,63,-146,18,-96,3
9,-434,81,-99,7,-618,247,-621,93,-95,3,-98,2,-96,2,-112,4,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-200,56,-135,11,-95,3,-96,6,-96,3,-108,7,-110,9,-273,63,-146,18,-96,3
10,-434,81,-99,7,-634,247,-774,104,-95,3,-98,2,-96,2,-112,4,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-234,92,-135,11,-95,3,-96,6,-96,3,-108,7,-110,9,-273,63,-146,18,-96,3
11,-434,81,-99,7,-634,247,-774,107,-95,3,-98,2,-96,2,-112,4,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-451,122,-135,11,-95,3,-96,6,-96,3,-108,7,-110,9,-273,63,-146,18,-96,3
12,-492,83,-99,7,-634,247,-774,107,-95,3,-98,2,-96,2,-112,4,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-626,125,-135,11,-95,3,-107,6,-96,3,-108,7,-110,9,-273,63,-147,18,-96,3
13,-655,85,-99,7,-634,247,-774,107,-95,3,-98,2,-96,2,-112,4,-99,3,-96,2,-95,2,-97,4,-145,28,-97,2,-103,6,-710,125,-135,11,-95,3,-107,6,-96,3,-108,8,-110,9,-273,63,-147,18,-96,3
14,-787,94,-104,7,-634,247,-774,107,-95,3,-98,2,-97,2,-112,4,-99,3,-97,2,-96,2,-102,5,-145,28,-106,4,-103,6,-755,126,-136,11,-96,3,-107,6,-98,3,-111,10,-119,9,-293,63,-147,18,-96,3
15,-787,94,-113,7,-634,247,-774,107,-97,3,-101,2,-99,2,-113,4,-109,3,-99,2,-97,2,-118,6,-154,29,-106,8,-117,6,-755,126,-137,12,-98,3,-136,10,-107,3,-168,13,-119,9,-348,65,-149,18,-105,4
16,-787,94,-113,7,-634,247,-774,107,-99,3,-106,2,-99,2,-114,4,-111,3,-105,2,-100,2,-135,7,-154,29,-126,8,-122,7,-755,126,-140,12,-104,3,-170,30,-111,3,-169,14,-131,9,-436,65,-149,18,-123,4
