,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-23,12,-22,9,-19,15,-29,6,-25,9,-22,13
1,-28,13,-27,11,-22,17,-32,7,-27,9,-27,14
2,-32,15,-28,12,-26,21,-35,8,-32,10,-30,15
3,-36,15,-30,16,-26,23,-38,11,-35,12,-34,18
4,-40,15,-32,19,-29,27,-44,13,-37,12,-36,20
5,-43,18,-38,22,-33,29,-45,13,-39,16,-36,22
6,-47,19,-41,23,-35,32,-48,14,-43,18,-42,22
7,-49,23,-44,25,-38,34,-50,16,-47,19,-46,23
8,-50,25,-47,28,-44,37,-52,16,-49,19,-51,26
9,-52,28,-52,29,-47,38,-57,18,-52,20,-54,27
10,-55,28,-55,29,-50,41,-65,19,-54,21,-60,27
11,-58,33,-60,30,-55,41,-68,21,-55,21,-64,28
12,-60,33,-63,30,-58,44,-75,22,-59,23,-66,31
13,-65,34,-66,32,-61,47,-80,23,-61,26,-68,31
14,-70,34,-70,33,-67,49,-82,26,-64,27,-69,33
15,-75,37,-76,34,-68,50,-86,26,-69,28,-70,35
16,-81,40,-79,34,-69,53,-89,27,-71,30,-75,36
17,-84,41,-82,35,-74,58,-92,28,-73,30,-80,37
18,-90,44,-88,35,-80,58,-94,29,-76,31,-81,38
19,-93,44,-97,36,-81,61,-98,29,-80,33,-84,38
20,-97,45,-101,41,-84,62,-102,29,-83,33,-86,41
21,-100,47,-105,42,-86,64,-108,30,-87,33,-89,43
22,-103,49,-107,43,-91,67,-109,32,-90,34,-93,46
23,-106,51,-110,45,-93,70,-112,33,-92,38,-97,47
24,-109,52,-111,46,-98,72,-116,34,-97,40,-100,49
25,-113,52,-116,49,-98,74,-118,34,-104,40,-104,52
26,-117,54,-122,49,-99,77,-123,36,-108,40,-106,53
27,-122,56,-123,50,-102,81,-129,37,-110,41,-110,53
28,-127,58,-125,51,-105,85,-131,38,-116,43,-110,55
29,-131,60,-126,51,-108,87,-135,41,-119,43,-116,57
30,-131,60,-138,52,-110,87,-140,42,-123,43,-120,58
31,-133,61,-144,53,-114,88,-142,45,-125,44,-124,61
32,-138,61,-148,54,-117,89,-145,46,-130,47,-128,61
33,-142,62,-153,57,-119,89,-151,49,-131,47,-130,64
34,-145,63,-155,59,-120,92,-156,50,-137,49,-133,65
35,-149,64,-160,61,-122,94,-159,51,-141,50,-138,65
36,-154,66,-162,63,-123,96,-161,53,-144,53,-144,65
37,-156,68,-164,63,-130,98,-164,55,-150,55,-146,65
38,-160,71,-168,63,-134,99,-168,56,-153,57,-150,65
39,-163,72,-173,63,-137,100,-171,57,-155,59,-153,71
40,-166,72,-178,63,-137,102,-174,59,-163,62,-154,74
41,-169,73,-178,63,-140,105,-179,61,-168,63,-161,74
42,-174,73,-181,66,-143,106,-183,61,-171,68,-162,76
43,-178,75,-187,67,-146,107,-186,61,-174,72,-164,77
44,-180,77,-192,67,-149,108,-191,63,-177,74,-167,79
45,-184,77,-196,68,-151,114,-195,65,-179,76,-169,80
46,-188,79,-199,69,-154,114,-199,67,-180,78,-173,84
47,-188,80,-206,71,-154,119,-204,68,-183,79,-176,86
48,-191,83,-209,73,-157,122,-206,69,-187,80,-180,87
49,-196,85,-217,75,-158,123,-209,70,-191,81,-181,88
50,-198,89,-220,76,-161,123,-215,70,-194,83,-186,89
51,-198,90,-224,79,-164,124,-221,72,-200,84,-187,91
52,-199,90,-227,82,-170,127,-223,72,-204,85,-191,94
53,-202,90,-235,84,-171,129,-229,75,-205,86,-193,95
54,-205,92,-237,85,-173,132,-231,75,-209,91,-197,97
55,-210,93,-239,87,-179,133,-233,76,-214,92,-201,97
56,-213,93,-242,88,-182,136,-237,76,-218,95,-204,100
57,-215,94,-249,88,-185,137,-244,78,-221,95,-205,103
58,-220,96,-253,91,-187,140,-246,78,-221,97,-210,105
59,-224,100,-256,92,-192,142,-248,78,-224,99,-214,105
60,-229,100,-257,94,-194,143,-255,78,-229,100,-219,106
61,-233,101,-262,95,-199,146,-258,78,-234,100,-221,107
62,-238,102,-263,95,-202,148,-262,79,-237,102,-226,110
63,-240,103,-265,96,-206,151,-267,80,-241,105,-229,111
64,-246,104,-270,97,-208,153,-269,82,-243,105,-235,112
65,-249,105,-272,97,-208,156,-274,82,-251,106,-241,113
66,-254,105,-278,97,-211,159,-275,84,-256,106,-244,115
67,-255,109,-282,100,-213,159,-278,86,-260,107,-247,118
68,-260,111,-287,101,-218,161,-279,88,-265,108,-248,118
69,-263,116,-290,101,-219,162,-281,89,-269,110,-253,121
70,-268,117,-291,105,-222,166,-281,89,-275,113,-255,122
71,-270,120,-297,106,-222,169,-284,92,-277,114,-259,124
72,-276,120,-299,109,-223,171,-288,94,-279,116,-263,126
73,-283,122,-303,110,-226,172,-295,95,-281,118,-263,126
74,-290,123,-305,110,-226,174,-298,96,-288,121,-267,126
75,-296,123,-309,111,-228,176,-303,97,-291,122,-269,129
76,-300,123,-310,113,-231,182,-308,99,-292,124,-272,130
77,-304,124,-316,115,-232,183,-311,102,-295,125,-277,130
78,-304,126,-318,115,-234,186,-314,104,-303,125,-280,135
79,-309,128,-320,116,-237,187,-319,104,-307,126,-284,137
