,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
13,-66,3,-528,49,-62,8,-110,20,-433,28,-71,13,-89,19,-64,6,-66,3,-165,19,-91,13,-73,10,-96,14,-72,5,-65,6,-66,3,-66,30,-66,4
14,-66,3,-528,54,-62,8,-110,20,-433,109,-71,13,-89,19,-64,6,-66,3,-165,19,-91,13,-73,10,-96,14,-72,5,-65,6,-66,3,-69,31,-66,4
15,-66,3,-528,68,-62,8,-110,20,-433,163,-80,13,-89,19,-64,6,-66,3,-177,19,-91,13,-73,10,-96,14,-72,5,-65,6,-66,3,-70,31,-66,4
16,-66,3,-528,68,-62,8,-110,20,-433,163,-81,13,-89,19,-64,6,-66,3,-260,19,-91,13,-73,10,-96,14,-72,5,-65,6,-66,3,-72,35,-66,4
17,-66,3,-528,68,-62,8,-110,20,-433,163,-81,13,-89,19,-64,6,-66,3,-281,22,-91,13,-73,10,-96,14,-72,5,-66,6,-66,3,-137,35,-66,4
18,-66,3,-528,68,-62,8,-110,20,-433,163,-81,13,-89,19,-64,6,-66,3,-371,22,-91,13,-73,10,-96,14,-72,5,-66,6,-66,3,-137,35,-66,4
19,-66,3,-528,68,-62,8,-110,20,-433,163,-81,13,-89,19,-64,6,-66,3,-460,23,-91,13,-73,10,-96,14,-72,5,-66,6,-66,3,-137,35,-66,4
20,-66,3,-528,68,-62,8,-110,20,-433,163,-81,13,-89,19,-64,6,-66,3,-536,37,-91,13,-73,10,-96,14,-72,5,-66,6,-66,3,-137,35,-66,4
21,-66,3,-528,68,-62,8,-141,20,-433,163,-81,13,-89,19,-64,6,-66,3,-536,60,-91,13,-94,10,-96,14,-72,5,-66,7,-66,3,-151,35,-66,4
22,-66,3,-528,68,-62,9,-194,20,-433,163,-81,13,-91,19,-64,6,-66,3,-536,60,-93,13,-94,10,-101,14,-72,5,-71,7,-66,3,-173,35,-66,4
23,-66,3,-528,68,-76,11,-206,20,-433,163,-90,13,-92,19,-64,6,-66,3,-536,60,-94,13,-95,10,-101,14,-100,6,-71,7,-66,4,-193,35,-66,4
24,-66,3,-528,68,-99,11,-267,20,-433,163,-91,13,-95,19,-64,6,-66,3,-536,60,-94,13,-96,10,-101,14,-100,6,-71,7,-66,4,-193,36,-66,4
25,-66,3,-528,68,-99,11,-356,20,-433,163,-91,13,-95,19,-64,6,-66,3,-536,60,-94,13,-96,10,-101,14,-100,6,-72,7,-66,4,-193,36,-66,4
26,-66,3,-528,68,-99,11,-358,20,-433,163,-91,13,-95,19,-71,6,-66,3,-536,60,-103,13,-96,10,-102,15,-100,6,-72,7,-66,4,-263,36,-66,4
27,-66,3,-528,68,-101,11,-441,20,-433,163,-91,13,-95,19,-71,6,-66,3,-536,60,-103,13,-96,10,-106,15,-100,6,-72,7,-66,4,-263,37,-66,4
28,-66,3,-528,68,-101,11,-518,22,-433,163,-91,13,-95,19,-71,6,-66,3,-536,60,-103,13,-96,10,-115,15,-100,6,-72,7,-66,4,-265,37,-66,4
29,-66,3,-528,68,-101,11,-518,23,-433,163,-91,13,-95,19,-71,6,-66,3,-536,60,-107,13,-96,10,-115,15,-100,6,-72,7,-66,4,-350,37,-66,4
30,-66,3,-528,68,-101,11,-554,24,-433,163,-94,13,-95,19,-71,6,-66,3,-536,60,-109,13,-96,10,-122,15,-100,6,-72,7,-66,4,-391,37,-66,4
31,-66,3,-528,68,-101,11,-554,24,-433,163,-94,13,-95,19,-72,6,-66,3,-536,60,-109,13,-96,10,-122,15,-100,6,-75,7,-74,5,-468,37,-66,4
32,-98,3,-528,68,-101,11,-554,36,-433,163,-94,13,-95,19,-72,6,-66,3,-536,60,-109,13,-96,10,-122,15,-100,6,-75,7,-75,6,-512,37,-66,4
33,-98,4,-528,68,-101,11,-554,36,-433,163,-94,13,-112,19,-72,6,-96,3,-536,60,-109,13,-96,10,-137,16,-100,6,-75,7,-101,6,-512,37,-66,4
34,-109,6,-528,68,-101,11,-554,42,-433,163,-94,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-137,16,-100,6,-75,7,-101,6,-555,37,-66,4
35,-111,59,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-147,16,-100,6,-94,7,-101,6,-558,38,-66,4
36,-189,71,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-147,16,-100,6,-94,7,-101,6,-558,38,-66,4
37,-279,71,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-147,16,-100,6,-94,7,-101,6,-558,38,-66,4
38,-369,71,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-147,16,-100,6,-94,7,-101,6,-558,38,-66,4
39,-459,71,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-124,13,-109,10,-147,16,-100,6,-94,7,-101,6,-558,38,-66,4
40,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-112,19,-72,6,-96,3,-536,60,-132,13,-111,10,-160,16,-100,6,-94,7,-101,6,-558,38,-66,5
41,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-114,19,-72,6,-96,3,-536,60,-132,13,-118,17,-227,16,-100,6,-94,7,-101,6,-558,38,-73,5
42,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-114,19,-72,6,-96,3,-536,60,-132,13,-125,17,-308,16,-100,6,-94,7,-101,6,-558,38,-75,5
43,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-72,11,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
44,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-136,37,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
45,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-217,46,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
46,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-307,46,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
47,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-397,46,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
48,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-487,46,-96,3,-536,60,-146,13,-132,17,-363,16,-100,6,-94,7,-101,6,-558,38,-82,5
49,-525,71,-528,68,-101,11,-554,42,-433,163,-96,13,-116,19,-550,46,-96,3,-536,60,-146,13,-132,17,-389,16,-100,6,-94,8,-101,6,-558,38,-82,5
50,-525,71,-528,68,-101,11,-554,42,-433,163,-100,13,-124,19,-550,46,-96,3,-536,60,-173,13,-147,17,-424,17,-100,6,-94,8,-101,6,-558,38,-82,5
51,-525,71,-528,68,-101,11,-554,42,-433,163,-100,13,-124,19,-550,46,-96,3,-536,60,-173,13,-147,17,-513,18,-100,6,-94,8,-101,6,-558,38,-82,5
52,-525,71,-528,68,-101,11,-554,42,-433,163,-100,13,-124,19,-550,46,-96,3,-536,60,-191,14,-164,20,-562,20,-100,6,-94,8,-101,6,-558,38,-82,5
53,-525,71,-528,68,-101,11,-554,42,-433,163,-102,13,-142,19,-550,46,-96,3,-536,60,-237,14,-173,25,-565,27,-100,6,-94,8,-101,6,-558,38,-82,5
54,-525,71,-528,68,-101,11,-554,42,-433,163,-104,13,-166,19,-550,46,-96,3,-536,60,-258,14,-197,25,-565,31,-100,6,-94,8,-102,6,-558,38,-96,5
55,-525,71,-528,68,-105,11,-554,42,-433,163,-105,13,-169,19,-550,46,-96,3,-536,60,-331,15,-202,25,-565,31,-100,6,-94,8,-105,6,-558,38,-96,5
56,-525,71,-528,68,-105,11,-554,42,-433,163,-105,13,-169,19,-550,46,-96,3,-536,60,-419,17,-202,25,-565,31,-100,6,-94,8,-105,6,-558,38,-96,5
57,-525,71,-528,68,-105,11,-554,42,-433,163,-105,13,-233,19,-550,46,-96,3,-536,60,-437,17,-210,25,-565,31,-100,6,-94,8,-105,6,-558,38,-96,5
58,-525,71,-528,68,-105,11,-554,42,-433,163,-105,13,-234,19,-550,46,-96,3,-536,60,-495,17,-240,25,-565,31,-100,6,-94,8,-106,6,-558,38,-96,5
59,-525,71,-528,68,-105,11,-554,42,-433,163,-111,13,-239,19,-550,46,-96,3,-536,60,-569,19,-243,25,-565,31,-100,6,-94,8,-106,6,-558,38,-96,5
60,-525,71,-528,68,-105,12,-554,42,-433,163,-111,13,-239,19,-550,46,-96,3,-536,60,-569,27,-321,25,-565,31,-100,8,-94,8,-107,6,-558,38,-96,5
61,-525,71,-528,68,-107,12,-554,42,-433,163,-114,13,-324,19,-550,46,-96,3,-536,60,-569,27,-321,25,-565,31,-100,8,-94,8,-107,6,-558,38,-96,5
62,-525,71,-528,68,-107,12,-554,42,-433,163,-114,13,-414,19,-550,46,-96,3,-536,60,-569,27,-321,25,-565,31,-100,8,-94,8,-107,6,-558,38,-96,5
63,-525,71,-528,68,-107,12,-554,42,-433,163,-121,13,-479,21,-550,46,-96,3,-536,60,-569,27,-337,25,-565,31,-100,8,-94,8,-107,6,-558,38,-96,5
64,-525,71,-528,68,-107,12,-554,42,-433,163,-121,13,-482,21,-550,46,-96,3,-536,60,-569,27,-424,25,-565,31,-100,8,-94,8,-107,6,-558,38,-96,5
65,-525,71,-528,68,-107,12,-554,42,-433,163,-121,13,-501,21,-550,46,-96,3,-536,60,-569,27,-494,25,-565,31,-100,8,-95,8,-107,6,-558,38,-96,5
66,-525,71,-528,68,-109,12,-554,42,-433,163,-121,13,-541,22,-550,46,-96,3,-536,60,-569,27,-541,25,-565,31,-100,8,-95,8,-107,6,-558,38,-96,5
67,-525,71,-528,68,-111,12,-554,42,-433,163,-144,13,-571,23,-550,46,-96,3,-536,60,-569,27,-571,25,-565,31,-103,8,-96,8,-107,6,-558,38,-96,5
68,-525,71,-528,68,-121,12,-554,42,-433,163,-152,13,-573,23,-550,46,-96,3,-536,60,-569,27,-571,25,-565,31,-133,8,-115,8,-128,6,-558,38,-96,5
69,-525,71,-528,68,-146,12,-554,42,-433,163,-175,15,-573,23,-550,46,-106,3,-536,60,-569,27,-571,25,-565,31,-143,8,-123,8,-135,6,-558,38,-101,5
70,-525,71,-528,68,-156,12,-554,42,-433,163,-199,16,-573,23,-550,46,-106,3,-536,60,-569,27,-571,25,-565,31,-147,8,-144,8,-165,6,-558,38,-101,5
71,-525,71,-528,68,-161,12,-554,42,-433,163,-244,16,-573,23,-550,46,-106,3,-536,60,-569,27,-571,25,-565,31,-159,8,-144,8,-165,6,-558,38,-129,5
72,-525,71,-528,68,-168,12,-554,42,-433,163,-302,16,-573,23,-550,46,-108,3,-536,60,-569,27,-571,25,-565,31,-172,8,-144,8,-175,6,-558,38,-129,5
73,-525,71,-528,68,-175,12,-554,42,-433,163,-377,16,-573,23,-550,46,-111,3,-536,60,-569,27,-571,25,-565,31,-177,8,-144,8,-175,6,-558,38,-129,5
74,-525,71,-528,68,-175,12,-554,42,-433,163,-439,16,-573,23,-550,46,-111,3,-536,60,-569,27,-571,25,-565,31,-177,8,-144,8,-201,8,-558,38,-129,5
75,-525,71,-528,68,-175,12,-554,42,-433,163,-497,16,-573,23,-550,46,-113,3,-536,60,-569,27,-571,25,-565,31,-177,8,-149,8,-225,9,-558,38,-129,5
76,-525,71,-528,68,-175,12,-554,42,-433,163,-497,16,-573,23,-550,46,-113,3,-536,60,-569,27,-571,25,-565,31,-177,8,-149,8,-315,9,-558,38,-129,5
77,-525,71,-528,68,-175,12,-554,42,-433,163,-567,16,-573,23,-550,46,-113,3,-536,60,-569,27,-571,25,-565,31,-177,8,-164,8,-320,9,-558,38,-129,5
78,-525,71,-528,68,-175,12,-554,42,-433,163,-567,16,-573,23,-550,46,-113,3,-536,60,-569,27,-571,25,-565,31,-181,8,-166,8,-401,12,-558,38,-129,5
79,-525,71,-528,68,-180,12,-554,42,-433,163,-580,16,-573,23,-550,46,-116,3,-536,60,-569,27,-571,25,-565,31,-182,8,-166,8,-469,12,-558,38,-129,5
