,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
26,-478,69,-528,68,-154,13,-338,13,-138,24,-105,14,-93,17,-116,9,-68,2,-537,59,-108,12,-94,13,-106,14,-70,8,-105,7,-70,4,-118,14,-65,3
27,-527,69,-528,68,-154,13,-377,13,-138,24,-105,14,-93,17,-116,9,-68,2,-537,59,-108,12,-96,13,-106,14,-70,8,-105,7,-70,4,-118,14,-65,3
28,-527,69,-528,68,-154,13,-430,13,-138,24,-105,14,-93,17,-116,9,-98,2,-537,59,-108,12,-96,13,-113,14,-70,8,-105,7,-70,4,-118,14,-65,3
29,-527,69,-528,68,-154,13,-516,13,-138,24,-105,14,-93,17,-116,9,-98,4,-537,59,-108,12,-98,13,-113,14,-70,8,-105,7,-70,4,-118,14,-65,3
30,-527,69,-528,68,-154,13,-552,38,-138,24,-105,14,-95,17,-116,9,-98,4,-537,59,-108,12,-99,13,-127,15,-70,8,-105,7,-79,6,-118,14,-65,3
31,-527,69,-528,68,-154,13,-552,44,-138,24,-105,14,-109,17,-116,9,-98,4,-537,59,-108,12,-111,13,-164,15,-70,8,-105,7,-100,6,-118,14,-65,3
32,-527,69,-528,68,-154,13,-552,44,-138,24,-105,14,-115,17,-116,9,-98,4,-537,59,-138,12,-129,13,-198,15,-70,8,-105,7,-100,6,-120,14,-65,3
33,-527,69,-528,68,-154,13,-552,44,-138,24,-105,14,-115,17,-116,9,-98,4,-537,59,-138,12,-129,13,-287,15,-70,8,-105,7,-101,6,-120,14,-65,3
34,-527,69,-528,68,-154,13,-552,44,-138,24,-107,14,-115,17,-116,9,-98,4,-537,59,-143,12,-129,13,-370,15,-70,8,-105,7,-101,6,-120,14,-65,3
35,-527,69,-528,68,-154,13,-552,44,-138,24,-107,14,-126,17,-116,9,-98,4,-537,59,-156,12,-148,13,-414,15,-70,8,-105,7,-101,6,-123,14,-65,3
36,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-127,17,-116,9,-98,4,-537,59,-156,12,-148,13,-497,15,-72,8,-105,7,-101,6,-123,17,-65,3
37,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-136,17,-116,9,-98,4,-537,59,-156,12,-164,13,-519,19,-72,8,-105,7,-101,6,-160,19,-65,3
38,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-136,17,-116,9,-98,4,-537,59,-156,12,-164,13,-519,19,-72,8,-105,7,-101,14,-242,19,-65,3
39,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-136,17,-116,9,-98,4,-537,59,-156,12,-164,13,-519,19,-72,8,-105,7,-107,14,-326,19,-65,3
40,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-136,17,-116,9,-98,4,-537,59,-156,12,-164,13,-519,19,-72,8,-105,7,-107,14,-416,19,-65,3
41,-527,69,-528,68,-154,13,-552,44,-138,24,-107,15,-136,17,-116,9,-98,4,-537,59,-156,12,-164,13,-519,19,-72,8,-105,7,-107,14,-506,19,-65,3
42,-527,69,-528,68,-154,13,-552,44,-138,24,-108,15,-136,17,-116,9,-98,4,-537,59,-157,12,-164,13,-531,19,-72,8,-105,7,-112,14,-557,39,-65,3
43,-527,69,-528,68,-154,13,-552,44,-138,24,-108,15,-144,17,-116,9,-98,4,-537,59,-165,12,-164,13,-565,25,-100,9,-108,7,-114,14,-557,39,-65,3
44,-527,69,-528,68,-154,13,-552,44,-138,24,-111,15,-147,17,-116,9,-98,4,-537,59,-193,12,-194,14,-565,31,-100,10,-108,7,-132,14,-557,39,-65,3
45,-527,69,-528,68,-154,13,-552,44,-138,24,-111,15,-207,17,-116,9,-98,4,-537,59,-200,12,-214,17,-565,31,-100,10,-108,7,-132,14,-557,39,-65,3
46,-527,69,-528,68,-154,13,-552,44,-142,24,-119,15,-207,17,-116,9,-98,4,-537,59,-258,13,-233,17,-565,31,-100,10,-108,7,-132,14,-557,39,-65,3
47,-527,69,-528,68,-154,13,-552,44,-142,24,-119,15,-252,17,-116,9,-98,4,-537,59,-258,13,-263,18,-565,31,-100,11,-108,7,-145,14,-557,39,-65,3
48,-527,69,-528,68,-154,13,-552,44,-142,24,-124,15,-252,17,-116,9,-98,4,-537,59,-258,13,-336,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
49,-527,69,-528,68,-154,13,-552,44,-142,24,-124,15,-252,17,-116,9,-98,4,-537,59,-340,21,-336,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
50,-527,69,-528,68,-154,13,-552,44,-142,24,-124,15,-252,17,-116,9,-98,4,-537,59,-428,23,-336,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
51,-527,69,-528,68,-154,13,-552,44,-142,24,-124,15,-252,17,-116,9,-98,4,-537,59,-428,23,-426,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
52,-527,69,-528,68,-154,15,-552,44,-142,24,-124,15,-340,17,-116,9,-98,4,-537,59,-428,23,-426,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
53,-527,69,-528,68,-154,15,-552,44,-143,24,-124,15,-340,17,-116,9,-98,4,-537,59,-437,23,-506,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
54,-527,69,-528,68,-154,15,-552,44,-143,24,-124,15,-340,17,-116,9,-98,4,-537,59,-527,23,-506,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
55,-527,69,-528,68,-154,15,-552,44,-143,24,-127,15,-391,17,-116,9,-98,4,-537,59,-563,23,-506,24,-565,31,-103,11,-109,7,-145,14,-557,39,-67,3
56,-527,69,-528,68,-154,15,-552,44,-148,24,-127,15,-462,17,-116,9,-98,4,-537,59,-573,23,-506,24,-565,31,-103,11,-109,7,-149,14,-557,39,-67,3
57,-527,69,-528,68,-154,15,-552,44,-148,24,-130,15,-539,18,-116,9,-98,4,-537,59,-573,23,-506,24,-565,31,-103,11,-109,7,-158,14,-557,39,-67,3
58,-527,69,-528,68,-154,15,-552,44,-148,24,-132,15,-556,18,-116,9,-98,4,-537,59,-573,23,-572,24,-565,31,-104,11,-109,7,-162,14,-557,39,-67,3
59,-527,69,-528,68,-154,15,-552,44,-154,24,-155,15,-573,21,-116,9,-98,4,-537,59,-573,23,-572,24,-565,31,-113,11,-109,7,-185,14,-557,39,-76,3
60,-527,69,-528,68,-157,15,-552,44,-154,24,-165,15,-574,22,-116,9,-99,4,-537,59,-573,23,-572,24,-565,31,-138,11,-109,7,-234,14,-557,39,-76,3
61,-527,69,-528,68,-162,15,-552,44,-154,24,-179,15,-574,22,-116,9,-107,4,-537,59,-573,23,-572,24,-565,31,-138,11,-154,7,-234,14,-557,39,-94,3
62,-527,69,-528,68,-162,15,-552,44,-173,29,-188,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-149,11,-154,7,-269,14,-557,39,-94,3
63,-527,69,-528,68,-162,15,-552,44,-263,29,-188,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-149,11,-154,7,-269,14,-557,39,-94,3
64,-527,69,-528,68,-162,15,-552,44,-353,29,-188,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-149,11,-154,7,-269,14,-557,39,-94,3
65,-527,69,-528,68,-162,15,-552,44,-433,39,-188,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-149,11,-154,7,-269,14,-557,39,-94,3
66,-527,69,-528,68,-162,15,-552,44,-433,129,-188,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-149,11,-154,7,-269,14,-557,39,-94,3
67,-527,69,-528,68,-166,15,-552,44,-433,163,-198,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-155,11,-154,7,-305,14,-557,39,-94,3
68,-527,69,-528,68,-171,15,-552,44,-433,163,-200,15,-574,22,-116,9,-118,4,-537,59,-573,23,-572,24,-565,31,-155,11,-154,7,-388,14,-557,39,-94,3
69,-527,69,-528,68,-171,15,-552,44,-433,163,-247,15,-574,22,-116,9,-121,4,-537,59,-573,23,-572,24,-565,31,-168,11,-154,7,-415,14,-557,39,-94,3
70,-527,69,-528,68,-174,15,-552,44,-433,163,-255,15,-574,22,-116,9,-121,4,-537,59,-573,23,-572,24,-565,31,-169,11,-154,7,-489,14,-557,39,-98,3
71,-527,69,-528,68,-174,15,-552,44,-433,163,-326,15,-574,22,-116,9,-124,4,-537,59,-573,23,-572,24,-565,31,-183,11,-154,7,-489,14,-557,39,-100,3
72,-527,69,-528,68,-174,15,-552,44,-433,163,-326,15,-574,22,-116,9,-124,4,-537,59,-573,23,-572,24,-565,31,-187,11,-154,7,-572,14,-557,39,-103,3
73,-527,69,-528,68,-174,15,-552,44,-433,163,-416,15,-574,22,-116,9,-124,4,-537,59,-573,23,-572,24,-565,31,-187,11,-154,7,-572,14,-557,39,-103,3
74,-527,69,-528,68,-175,15,-552,44,-433,163,-500,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-187,11,-154,7,-572,14,-557,39,-103,3
75,-527,69,-528,68,-175,15,-552,44,-433,163,-510,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-187,11,-154,7,-572,14,-557,39,-183,3
76,-527,69,-528,68,-176,15,-552,44,-433,163,-570,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-206,11,-154,7,-582,14,-557,39,-183,3
77,-527,69,-528,68,-197,15,-552,44,-433,163,-581,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-262,11,-156,7,-582,14,-557,39,-183,3
78,-527,69,-528,68,-287,15,-552,44,-433,163,-581,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-262,11,-156,7,-582,14,-557,39,-183,3
79,-527,69,-528,68,-377,15,-552,44,-433,163,-581,15,-574,22,-116,9,-129,4,-537,59,-573,23,-572,24,-565,31,-262,11,-156,7,-582,14,-557,39,-183,3
