,hamming_loss,f_beta,coverage,ranking_loss,average_precision,macro_averaging,micro_averaging,one_error
0,0.13541666666666666,0.2936908983451537,1.5958333333333334,0.5333333333333333,0.38634458470916083,0.39662014885699093,0.4314868804664722,0.15833333333333333
1,0.1388888888888889,0.2822570725707257,1.6375,0.5833333333333334,0.3695298262522873,0.3666081871345029,0.4186046511627907,0.17916666666666667
2,0.1361111111111111,0.3072033898305085,1.6083333333333334,0.5541666666666667,0.3820562141364224,0.4043089035794203,0.44,0.14583333333333334
3,0.13472222222222222,0.311371237458194,1.6291666666666667,0.5708333333333333,0.3923258724553463,0.41286495940438367,0.4457142857142857,0.14583333333333334
4,0.13472222222222222,0.3218716289104639,1.6375,0.5791666666666667,0.38995750891925013,0.42599042095390244,0.4581005586592179,0.14583333333333334
5,0.1326388888888889,0.34687187187187185,1.625,0.5708333333333333,0.39956085830457627,0.4439994887479164,0.47956403269754777,0.1375
6,0.13125,0.36145533141210373,1.6125,0.5583333333333333,0.40669910160988526,0.4584295334295334,0.49056603773584906,0.11666666666666667
7,0.13194444444444445,0.3739554317548746,1.6458333333333333,0.5916666666666667,0.40553122317513507,0.46158481773235865,0.4973544973544973,0.11666666666666667
8,0.13125,0.3739554317548746,1.6083333333333334,0.5541666666666667,0.40457775992261014,0.4603277546825934,0.49867374005305043,0.1125
9,0.1326388888888889,0.3666548295454545,1.6083333333333334,0.5541666666666667,0.3958704847756165,0.4498647486997002,0.49066666666666664,0.1125
10,0.12777777777777777,0.38215258855585826,1.6,0.5416666666666666,0.4216565836306459,0.4744046114314062,0.5080213903743315,0.11666666666666667
11,0.12777777777777777,0.37798438934802564,1.6041666666666667,0.5458333333333333,0.42256179009009487,0.4745709906398808,0.5053763440860216,0.11666666666666667
12,0.12708333333333333,0.37798438934802564,1.6083333333333334,0.55,0.42656467732165537,0.47666900888579383,0.5067385444743936,0.11666666666666667
13,0.12708333333333333,0.38215258855585826,1.5916666666666666,0.5333333333333333,0.42898965933749383,0.4793033913087003,0.5093833780160858,0.11666666666666667
14,0.12638888888888888,0.3904888888888889,1.6,0.5416666666666666,0.4294318504665213,0.480559165858277,0.5159574468085106,0.1125
15,0.12708333333333333,0.3904888888888889,1.6,0.5416666666666666,0.4282259934467108,0.4796707846158124,0.5145888594164456,0.1125
16,0.12708333333333333,0.38948306595365423,1.5916666666666666,0.5333333333333333,0.4279280969232388,0.47946599515132315,0.5145888594164456,0.1125
17,0.12708333333333333,0.38632075471698113,1.6,0.5416666666666666,0.42608332765700263,0.47630279199864406,0.512,0.11666666666666667
18,0.12569444444444444,0.39882506527415146,1.5875,0.5291666666666667,0.4350042375719363,0.48493588697588996,0.5224274406332454,0.11666666666666667
19,0.12291666666666666,0.4144891122278057,1.5833333333333333,0.525,0.4474112485542776,0.49764254004594344,0.5378590078328981,0.11666666666666667
20,0.125,0.3946569920844328,1.575,0.5166666666666667,0.43602744789758985,0.48437249379766384,0.5212765957446808,0.12083333333333333
21,0.12430555555555556,0.4019861830742659,1.575,0.5166666666666667,0.43996803331848783,0.4894249404898856,0.5277044854881267,0.12083333333333333
22,0.12430555555555556,0.40930873621713315,1.5541666666666667,0.49583333333333335,0.4391722689199853,0.49150116186825604,0.5326370757180157,0.12083333333333333
23,0.12083333333333333,0.4259779951100245,1.5625,0.5041666666666667,0.4506142039519887,0.5094286441190021,0.5492227979274611,0.11666666666666667
