,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-61,4,-57,16,-59,6,-59,11,-55,10,-91,6,-94,7,-62,3,-63,2,-57,13,-58,7,-59,6,-56,13,-60,5,-62,3,-63,2,-61,4,-63,2
1,-61,4,-106,23,-59,6,-59,12,-55,10,-91,6,-94,7,-62,3,-63,2,-57,17,-58,7,-59,6,-82,16,-60,5,-62,3,-63,2,-61,4,-63,2
2,-61,4,-115,23,-59,6,-65,14,-55,10,-91,6,-95,8,-62,3,-63,2,-110,28,-58,8,-59,6,-82,16,-60,9,-62,3,-63,2,-61,6,-63,2
3,-61,4,-116,24,-59,6,-105,15,-55,10,-91,6,-95,8,-62,3,-63,2,-120,28,-85,12,-59,7,-82,16,-60,9,-62,3,-63,2,-61,11,-63,2
4,-64,43,-120,27,-59,6,-105,15,-55,12,-91,6,-95,12,-62,3,-63,2,-120,28,-88,12,-59,7,-83,16,-60,10,-62,3,-63,2,-86,16,-63,2
5,-64,48,-120,27,-59,6,-105,15,-129,22,-91,6,-95,12,-62,3,-63,2,-120,28,-88,12,-59,7,-83,16,-60,10,-62,3,-63,2,-87,16,-63,2
6,-143,59,-120,27,-59,6,-105,15,-129,22,-91,6,-95,12,-62,3,-63,2,-120,28,-88,12,-59,7,-83,16,-60,10,-62,3,-63,2,-87,16,-63,2
7,-216,70,-126,27,-59,6,-105,15,-129,22,-91,6,-95,12,-62,3,-63,2,-120,28,-88,12,-59,7,-83,16,-60,10,-62,3,-63,2,-87,16,-63,2
8,-275,70,-141,30,-59,6,-105,15,-129,22,-91,6,-95,12,-62,3,-63,2,-120,28,-88,12,-59,7,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
9,-363,70,-141,30,-59,6,-105,15,-129,22,-91,7,-95,12,-62,3,-63,2,-120,28,-88,12,-59,8,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
10,-452,70,-142,30,-59,6,-105,15,-129,22,-91,7,-95,12,-62,3,-63,2,-120,28,-88,12,-59,8,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
11,-522,70,-156,30,-59,6,-105,15,-129,22,-91,7,-95,12,-62,3,-63,2,-120,28,-88,12,-63,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
12,-524,70,-212,33,-59,6,-105,15,-129,22,-92,7,-95,12,-62,3,-63,2,-123,28,-88,12,-88,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
13,-524,70,-296,36,-59,6,-105,15,-129,22,-92,7,-95,12,-62,3,-63,2,-123,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
14,-526,70,-382,36,-59,6,-105,15,-129,22,-92,7,-95,12,-62,3,-63,2,-125,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
15,-526,70,-468,36,-59,8,-105,15,-129,22,-94,7,-95,12,-62,3,-63,2,-125,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
16,-526,70,-486,38,-113,11,-105,15,-130,22,-94,7,-95,12,-62,3,-63,2,-137,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
17,-526,70,-526,70,-115,11,-105,15,-133,22,-94,7,-95,12,-62,3,-63,2,-150,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
18,-526,70,-526,70,-115,11,-105,15,-133,22,-94,7,-95,12,-62,3,-63,2,-240,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
19,-526,70,-526,70,-115,11,-105,15,-133,22,-94,7,-95,12,-62,3,-63,2,-330,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-100,16,-63,2
20,-526,70,-526,70,-115,11,-105,15,-133,22,-94,7,-95,12,-62,3,-63,2,-417,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-103,16,-63,2
21,-526,70,-526,70,-115,11,-105,15,-133,22,-94,7,-95,12,-62,3,-63,2,-507,28,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-103,16,-63,2
22,-526,70,-526,70,-115,11,-125,16,-133,23,-94,7,-95,12,-62,3,-63,2,-537,56,-88,12,-91,10,-83,16,-60,10,-62,3,-63,2,-113,16,-63,2
23,-526,70,-526,70,-115,11,-200,16,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-89,12,-91,10,-83,16,-60,10,-62,4,-63,2,-123,16,-63,2
24,-526,70,-526,70,-115,11,-233,16,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-89,12,-91,10,-83,16,-60,10,-110,5,-63,2,-131,16,-63,2
25,-526,70,-526,70,-115,11,-319,16,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-89,12,-91,10,-84,16,-60,10,-110,5,-63,2,-131,16,-65,3
26,-526,70,-526,70,-115,11,-385,16,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-91,12,-91,10,-85,16,-60,10,-110,5,-63,2,-145,16,-72,3
27,-526,70,-526,70,-115,11,-473,17,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-91,12,-91,10,-85,16,-60,10,-110,5,-63,2,-145,16,-73,3
28,-526,70,-526,70,-115,11,-548,17,-133,23,-94,7,-95,12,-62,3,-63,2,-537,59,-91,12,-91,10,-100,16,-60,10,-110,5,-63,2,-145,16,-73,3
