,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-71,2,-73,8,-69,11,-71,2,-72,4,-69,3,-77,8,-73,9,-63,15,-71,10,-64,13,-69,5,-73,5,-69,3,-73,9,-70,3,-72,2,-70,2,-75,5
1,-71,2,-75,11,-73,12,-72,2,-73,4,-70,3,-86,9,-85,9,-69,15,-80,12,-73,20,-70,5,-80,5,-72,3,-79,10,-71,3,-73,2,-71,2,-79,7
2,-74,2,-76,13,-80,16,-72,2,-74,4,-74,3,-91,10,-88,9,-71,17,-84,13,-86,24,-72,5,-84,6,-76,4,-86,12,-72,3,-75,2,-74,2,-90,7
3,-74,2,-79,18,-84,16,-72,2,-77,4,-76,3,-107,14,-95,9,-72,19,-93,14,-96,29,-75,5,-85,6,-79,4,-91,12,-72,3,-78,2,-75,2,-94,10
4,-76,2,-82,22,-92,17,-72,2,-78,4,-77,3,-118,16,-105,9,-74,21,-104,16,-107,33,-77,6,-87,6,-80,4,-93,13,-73,3,-80,2,-77,2,-99,11
5,-76,2,-86,29,-101,19,-74,2,-78,5,-80,3,-124,17,-117,10,-79,21,-115,18,-107,33,-79,7,-90,8,-80,4,-95,14,-86,3,-80,2,-78,2,-103,11
6,-78,2,-94,31,-102,19,-76,2,-80,5,-83,3,-130,18,-132,10,-81,26,-123,21,-113,35,-81,7,-92,8,-82,4,-101,14,-91,3,-82,2,-79,2,-108,13
7,-80,2,-98,33,-105,20,-77,2,-84,5,-88,3,-144,19,-138,10,-81,26,-127,21,-133,39,-81,8,-95,8,-84,4,-109,15,-95,3,-83,2,-81,3,-108,14
8,-82,2,-102,39,-109,20,-79,2,-85,5,-89,3,-151,20,-147,10,-82,28,-133,22,-141,40,-88,8,-97,9,-84,4,-117,15,-101,3,-89,2,-82,3,-115,15
9,-82,2,-103,41,-111,20,-80,2,-87,5,-90,3,-158,21,-162,10,-92,32,-139,25,-148,41,-89,8,-113,10,-85,4,-122,15,-102,3,-90,2,-84,3,-119,15
10,-83,2,-106,42,-111,20,-80,2,-96,5,-92,3,-168,21,-168,11,-96,34,-156,26,-158,44,-92,8,-115,11,-87,4,-129,16,-102,3,-91,2,-85,4,-124,16
11,-85,2,-109,45,-114,20,-82,2,-97,5,-96,3,-182,24,-175,12,-102,34,-164,29,-166,45,-92,8,-118,12,-88,5,-132,16,-103,3,-93,2,-87,4,-136,16
12,-86,2,-113,45,-116,21,-85,2,-100,5,-99,4,-183,25,-181,14,-102,35,-165,29,-180,48,-95,9,-125,14,-88,5,-139,16,-107,3,-97,2,-90,4,-153,16
13,-87,2,-121,46,-117,22,-86,2,-105,6,-104,5,-189,26,-189,15,-106,37,-170,30,-188,49,-99,10,-128,14,-90,5,-143,16,-113,5,-98,2,-93,4,-159,17
14,-89,3,-122,47,-120,22,-89,2,-109,6,-107,5,-195,26,-193,15,-114,38,-185,33,-195,50,-104,11,-130,15,-90,5,-153,16,-116,5,-101,2,-97,4,-162,17
15,-95,3,-127,52,-125,23,-90,2,-113,6,-109,5,-206,27,-204,15,-116,38,-192,33,-201,52,-106,11,-132,15,-93,5,-155,16,-120,5,-103,2,-105,4,-165,17
16,-100,3,-131,55,-127,25,-90,2,-119,6,-113,5,-220,28,-211,17,-119,38,-196,33,-212,53,-109,12,-138,17,-95,5,-160,16,-123,5,-106,2,-106,4,-165,17
17,-104,3,-131,56,-137,25,-93,2,-127,6,-120,5,-229,28,-218,18,-123,38,-202,33,-214,54,-110,12,-145,19,-97,5,-169,16,-125,5,-107,2,-110,5,-168,17
