,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-89,9,-94,3,-181,80,-110,27,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-92,4,-94,4,-92,8,-93,5,-91,6,-93,11,-94,2,-92,4,-98,9,-93,3,-91,5,-94,2,-95,8,-93,9,-94,2
1,-89,10,-94,3,-221,141,-214,55,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-92,4,-94,4,-94,9,-93,5,-91,6,-93,12,-94,2,-92,4,-100,9,-93,3,-92,5,-94,2,-100,10,-94,10,-94,2
2,-89,10,-94,3,-353,227,-225,65,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-92,4,-94,4,-95,9,-93,5,-91,6,-93,12,-94,2,-92,4,-100,9,-93,3,-92,5,-94,2,-108,12,-94,10,-94,2
3,-98,23,-94,4,-376,230,-299,92,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-92,6,-94,4,-99,12,-95,5,-94,6,-125,25,-94,2,-92,4,-103,12,-93,3,-92,5,-94,2,-123,17,-105,13,-95,2
4,-98,24,-94,4,-440,231,-476,96,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-92,6,-94,4,-101,13,-95,5,-94,6,-125,25,-94,2,-92,4,-103,12,-93,3,-92,5,-94,2,-123,17,-105,13,-95,2
5,-100,29,-94,4,-529,240,-609,99,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-93,7,-94,4,-101,14,-95,5,-94,6,-128,26,-94,2,-92,4,-103,12,-93,3,-92,5,-94,2,-124,18,-105,13,-95,2
6,-103,31,-94,4,-621,245,-754,102,-94,2,-94,2,-93,3,-93,3,-94,2,-94,2,-93,7,-94,4,-101,14,-95,5,-94,6,-128,26,-94,2,-92,4,-103,12,-93,3,-92,5,-94,2,-124,18,-105,13,-95,2
7,-172,62,-94,4,-632,249,-773,108,-94,2,-94,2,-94,3,-93,3,-94,2,-94,2,-98,7,-94,4,-129,25,-95,5,-94,6,-154,35,-94,2,-92,4,-103,13,-93,3,-92,5,-94,2,-137,22,-114,16,-95,2
8,-308,79,-94,4,-632,249,-773,108,-96,2,-94,2,-94,3,-93,3,-94,2,-94,2,-99,8,-94,4,-132,29,-95,5,-94,6,-170,60,-94,2,-92,4,-111,19,-93,3,-94,5,-94,2,-144,42,-115,17,-95,2
9,-310,79,-94,4,-632,249,-773,108,-96,2,-94,2,-94,3,-93,3,-94,2,-94,2,-102,8,-94,4,-133,29,-95,5,-94,6,-276,111,-94,2,-92,4,-131,22,-93,3,-94,5,-94,2,-185,65,-115,17,-95,2
10,-310,79,-94,4,-632,249,-773,108,-96,2,-94,2,-94,3,-93,3,-94,2,-94,2,-102,8,-94,4,-133,29,-95,5,-94,6,-503,124,-94,2,-92,4,-131,22,-93,3,-94,5,-94,2,-194,66,-115,17,-95,2
11,-322,79,-96,4,-632,249,-773,108,-105,2,-94,2,-94,3,-101,3,-94,2,-94,2,-111,9,-94,4,-141,29,-96,5,-100,7,-559,126,-94,2,-92,4,-143,28,-93,3,-94,5,-94,2,-281,68,-138,17,-98,4
12,-352,79,-97,5,-632,249,-773,108,-107,2,-94,2,-95,3,-103,3,-94,2,-94,2,-112,9,-111,5,-147,29,-98,6,-102,10,-688,126,-94,2,-97,5,-145,30,-93,3,-98,6,-94,2,-297,68,-139,17,-111,10
13,-362,79,-103,6,-632,249,-773,108,-111,2,-97,2,-96,3,-103,3,-96,2,-94,2,-117,9,-111,5,-149,29,-115,6,-107,27,-754,127,-94,2,-98,5,-189,31,-95,3,-121,8,-94,2,-311,68,-140,17,-128,15
14,-416,80,-106,6,-632,249,-773,108,-115,4,-97,2,-103,3,-105,3,-97,2,-94,2,-117,9,-111,5,-149,29,-115,6,-173,36,-754,127,-95,2,-103,5,-189,32,-96,3,-128,11,-95,3,-356,68,-142,17,-151,26
15,-509,84,-106,6,-632,249,-773,108,-115,4,-98,2,-103,3,-106,3,-97,2,-95,2,-118,9,-111,5,-159,29,-117,6,-212,42,-754,127,-96,2,-105,6,-195,33,-96,3,-146,22,-104,3,-382,68,-142,17,-164,30
16,-739,86,-106,6,-632,249,-773,108,-115,4,-98,2,-103,3,-106,3,-97,2,-95,2,-118,9,-111,5,-159,29,-117,6,-213,43,-754,127,-96,2,-105,7,-196,33,-96,3,-148,25,-104,3,-382,68,-142,17,-173,30
17,-786,95,-115,6,-632,249,-773,108,-116,4,-98,2,-103,3,-107,3,-98,2,-95,2,-119,9,-111,5,-159,29,-117,6,-264,48,-754,127,-96,2,-117,8,-198,33,-97,3,-164,26,-104,3,-453,68,-142,17,-193,31
18,-786,95,-115,6,-632,249,-773,108,-118,4,-101,2,-104,3,-107,3,-99,2,-96,2,-119,9,-121,7,-163,29,-117,6,-275,50,-754,127,-97,2,-132,9,-198,33,-98,3,-165,26,-104,3,-641,72,-142,17,-195,31
19,-786,95,-115,6,-632,249,-773,108,-119,4,-101,2,-108,3,-108,3,-102,2,-97,2,-119,9,-148,12,-164,29,-121,6,-277,50,-754,127,-98,2,-135,9,-198,33,-100,3,-187,26,-105,3,-809,72,-142,17,-199,31
20,-786,95,-116,6,-632,249,-773,108,-129,5,-101,2,-119,3,-109,3,-114,2,-98,2,-132,9,-164,15,-184,30,-121,6,-324,55,-754,127,-100,2,-159,9,-257,34,-111,3,-187,27,-112,3,-809,72,-145,17,-199,31
21,-786,95,-137,6,-632,249,-773,108,-152,5,-128,2,-129,3,-125,4,-124,2,-102,2,-135,9,-175,18,-188,30,-133,6,-359,56,-754,127,-105,2,-164,10,-258,34,-119,3,-213,27,-128,3,-809,72,-151,17,-200,31
22,-786,95,-137,6,-632,249,-773,108,-167,5,-130,2,-141,3,-126,6,-124,2,-107,2,-143,9,-202,26,-216,30,-133,6,-406,57,-754,127,-114,2,-183,10,-261,35,-124,3,-215,27,-128,3,-809,72,-151,17,-255,31
23,-786,95,-137,6,-632,249,-773,108,-186,6,-135,2,-153,3,-181,6,-124,2,-117,2,-143,9,-223,31,-224,30,-138,7,-428,59,-754,127,-122,2,-193,10,-278,35,-142,3,-216,27,-133,3,-809,72,-175,17,-255,32
24,-786,95,-147,6,-632,249,-773,108,-206,6,-138,2,-156,3,-181,6,-144,2,-126,2,-143,9,-251,31,-226,30,-145,7,-446,61,-754,127,-123,2,-201,10,-296,35,-142,3,-296,27,-151,4,-809,72,-175,17,-257,32
25,-786,95,-149,6,-632,249,-773,108,-206,6,-148,2,-160,3,-181,6,-145,2,-131,2,-167,9,-285,31,-237,30,-145,7,-530,65,-754,127,-127,2,-201,10,-297,35,-164,3,-297,27,-193,4,-809,72,-175,17,-258,32
26,-786,95,-179,6,-632,249,-773,108,-207,7,-152,2,-171,3,-181,6,-157,3,-143,2,-168,9,-285,31,-243,30,-145,7,-599,65,-754,127,-144,2,-206,10,-332,35,-200,8,-297,27,-193,4,-809,72,-176,17,-261,32
27,-786,95,-179,6,-632,249,-773,108,-258,7,-155,2,-172,3,-181,6,-174,4,-143,2,-168,9,-285,31,-280,30,-155,7,-650,65,-754,127,-147,2,-221,12,-339,36,-237,10,-298,27,-193,4,-809,72,-187,17,-261,32
28,-786,95,-179,6,-632,249,-773,108,-258,7,-164,2,-183,3,-191,6,-177,4,-155,2,-169,9,-292,31,-282,30,-158,7,-718,65,-754,127,-154,3,-258,12,-363,36,-249,10,-304,27,-209,4,-809,72,-187,17,-282,32
29,-786,95,-179,6,-632,249,-773,108,-267,7,-170,2,-192,3,-191,6,-180,4,-165,2,-171,9,-303,31,-298,30,-158,7,-809,65,-754,127,-197,3,-266,12,-363,36,-255,10,-313,27,-216,4,-809,72,-187,17,-302,32
30,-786,95,-197,6,-632,249,-773,108,-270,7,-184,3,-206,3,-200,6,-202,4,-184,2,-182,9,-303,31,-329,30,-190,7,-816,65,-754,127,-202,3,-266,12,-379,36,-261,10,-320,27,-241,5,-809,72,-196,17,-302,32
31,-786,95,-209,6,-632,249,-773,108,-271,7,-215,5,-210,3,-200,6,-202,4,-195,2,-182,9,-315,31,-342,31,-190,7,-816,65,-754,127,-210,3,-266,12,-439,36,-261,10,-324,27,-266,12,-809,72,-232,17,-324,33
32,-786,95,-209,6,-632,249,-773,108,-272,7,-246,7,-238,3,-204,6,-203,4,-195,2,-190,9,-315,31,-343,31,-190,7,-816,65,-754,127,-219,3,-330,15,-467,36,-261,10,-331,27,-325,13,-809,72,-233,17,-326,33
33,-786,95,-209,6,-632,249,-773,108,-311,8,-250,7,-238,3,-205,6,-213,4,-201,2,-191,9,-382,31,-371,31,-191,7,-816,65,-754,127,-225,3,-382,16,-473,36,-266,10,-340,27,-331,13,-809,72,-233,17,-333,33
34,-786,95,-214,6,-632,249,-773,108,-374,9,-253,7,-239,3,-208,6,-213,4,-211,2,-211,9,-382,31,-450,31,-191,7,-816,65,-754,127,-225,3,-382,16,-530,38,-266,10,-340,27,-335,13,-809,72,-235,17,-333,33
35,-786,95,-214,6,-632,249,-773,108,-376,10,-253,7,-240,3,-212,6,-213,4,-211,2,-211,9,-382,31,-561,35,-192,7,-816,65,-754,127,-225,3,-382,16,-653,38,-266,10,-343,27,-335,13,-809,72,-235,17,-333,33
36,-786,95,-214,6,-632,249,-773,108,-376,11,-253,7,-240,3,-212,6,-213,4,-211,2,-211,9,-382,31,-803,41,-192,7,-816,65,-754,127,-225,3,-382,16,-653,38,-266,10,-343,27,-335,13,-809,72,-235,18,-333,33
37,-786,95,-214,6,-632,249,-773,108,-384,11,-267,7,-240,3,-213,6,-213,4,-211,2,-211,9,-382,31,-838,43,-192,7,-816,65,-754,127,-225,3,-382,16,-843,38,-266,10,-343,27,-335,13,-809,72,-235,18,-333,33
38,-786,95,-245,6,-632,249,-773,108,-388,11,-274,7,-247,3,-213,6,-232,4,-219,2,-220,9,-383,31,-838,43,-201,7,-816,65,-754,127,-251,3,-383,16,-843,38,-266,10,-383,27,-393,13,-809,72,-238,18,-360,33
39,-786,95,-245,6,-632,249,-773,108,-388,11,-278,7,-254,3,-246,6,-237,4,-233,2,-220,9,-409,31,-838,43,-203,7,-816,65,-754,127,-264,3,-388,17,-843,38,-310,11,-429,27,-393,13,-809,72,-270,18,-375,35
40,-786,95,-245,6,-632,249,-773,108,-388,11,-278,7,-254,3,-246,6,-237,4,-234,2,-220,9,-445,32,-838,43,-205,7,-816,65,-754,127,-264,3,-450,18,-843,38,-313,11,-442,27,-393,13,-809,72,-270,18,-506,35
41,-786,95,-247,6,-632,249,-773,108,-388,11,-286,7,-262,3,-246,6,-237,4,-247,2,-246,9,-546,32,-838,43,-217,7,-816,65,-754,127,-271,3,-452,18,-843,38,-313,11,-511,27,-393,13,-809,72,-270,18,-508,35
42,-786,95,-250,6,-632,249,-773,108,-389,11,-286,7,-267,3,-246,6,-237,4,-247,2,-246,9,-666,32,-838,43,-219,7,-816,65,-754,127,-296,3,-459,18,-843,38,-313,11,-565,27,-420,13,-809,72,-270,18,-514,35
43,-786,95,-255,6,-632,249,-773,108,-389,11,-311,7,-280,3,-247,6,-267,4,-247,2,-246,9,-837,32,-838,43,-222,7,-816,65,-754,127,-296,3,-459,18,-843,38,-315,11,-565,27,-420,13,-809,72,-270,18,-514,35
44,-786,95,-271,6,-632,249,-773,108,-410,13,-347,7,-287,3,-254,6,-267,4,-268,2,-247,9,-849,32,-838,43,-241,7,-816,65,-754,127,-309,3,-470,18,-843,38,-316,11,-639,27,-420,13,-809,72,-270,18,-523,35
45,-786,95,-277,6,-632,249,-773,108,-448,13,-347,7,-289,3,-257,6,-267,4,-268,2,-247,9,-849,32,-838,43,-244,7,-816,65,-754,127,-309,3,-534,19,-843,38,-360,11,-701,27,-439,13,-809,72,-278,18,-523,35
46,-786,95,-284,6,-632,249,-773,108,-448,13,-347,7,-301,3,-262,6,-268,4,-268,2,-250,9,-849,32,-838,43,-252,8,-816,65,-754,127,-315,3,-536,19,-843,38,-360,11,-851,30,-439,13,-809,72,-319,21,-531,35
47,-786,95,-284,7,-632,249,-773,108,-467,13,-347,7,-308,3,-262,6,-268,4,-292,2,-270,9,-849,32,-838,43,-330,9,-816,65,-754,127,-326,3,-540,19,-843,38,-360,11,-851,30,-490,13,-809,72,-321,21,-563,35
48,-786,95,-305,7,-632,249,-773,108,-540,13,-347,7,-320,3,-276,6,-292,5,-292,2,-277,9,-849,32,-838,43,-333,9,-816,65,-754,127,-329,3,-542,19,-843,38,-360,11,-851,30,-490,13,-809,72,-321,21,-653,35
49,-786,95,-322,7,-632,249,-773,108,-540,13,-347,7,-320,3,-276,6,-310,6,-300,2,-277,9,-849,32,-838,43,-341,9,-816,65,-754,127,-334,3,-542,19,-843,38,-360,11,-851,30,-554,13,-809,72,-322,21,-781,35
50,-786,95,-339,7,-632,249,-773,108,-542,13,-352,7,-329,3,-276,6,-341,6,-306,3,-291,9,-849,32,-838,43,-349,9,-816,65,-754,127,-357,4,-606,19,-843,38,-364,11,-851,30,-554,13,-809,72,-322,21,-841,40
51,-786,95,-339,7,-632,249,-773,108,-542,13,-352,7,-361,3,-304,6,-372,6,-352,3,-291,9,-849,32,-838,43,-349,9,-816,65,-754,127,-426,15,-606,19,-843,38,-364,11,-851,30,-554,13,-809,72,-353,23,-841,40
52,-786,95,-404,7,-632,249,-773,108,-542,13,-352,7,-361,3,-304,6,-372,6,-356,3,-291,9,-849,32,-838,43,-349,9,-816,65,-754,127,-578,16,-606,19,-843,38,-364,11,-851,30,-554,13,-809,72,-381,23,-841,40
53,-786,95,-404,7,-632,249,-773,108,-542,13,-352,7,-362,3,-304,6,-372,6,-388,3,-301,9,-849,32,-838,43,-358,9,-816,65,-754,127,-590,16,-606,19,-843,38,-364,11,-851,30,-554,13,-809,72,-567,23,-841,40
54,-786,95,-404,7,-632,249,-773,108,-542,13,-400,7,-367,4,-304,6,-373,6,-391,3,-409,9,-849,32,-838,43,-404,9,-816,65,-754,127,-601,16,-607,19,-843,38,-367,11,-851,30,-554,13,-809,72,-590,23,-841,40
55,-786,95,-407,7,-632,249,-773,108,-542,13,-400,7,-434,4,-412,6,-373,6,-393,3,-415,9,-849,32,-838,43,-404,9,-816,65,-754,127,-601,16,-607,19,-843,38,-415,11,-851,30,-554,13,-809,72,-606,23,-841,40
56,-786,95,-410,7,-632,249,-773,108,-599,13,-400,7,-474,4,-412,6,-373,6,-403,3,-415,9,-849,32,-838,43,-433,9,-816,65,-754,127,-604,16,-663,19,-843,38,-424,11,-851,30,-554,13,-809,72,-649,23,-841,40
57,-786,95,-410,7,-632,249,-773,108,-599,13,-404,7,-491,4,-467,6,-373,6,-410,3,-415,9,-849,32,-838,43,-433,9,-816,65,-754,127,-607,16,-663,19,-843,38,-466,11,-851,30,-554,13,-809,72,-771,23,-841,40
58,-786,95,-418,7,-632,249,-773,108,-599,13,-418,7,-493,4,-467,6,-408,6,-419,3,-415,9,-849,32,-838,43,-436,9,-816,65,-754,127,-611,16,-663,19,-843,38,-501,11,-851,30,-607,13,-809,72,-853,28,-841,40
