,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
42,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
43,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
44,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
45,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
46,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
47,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
48,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
49,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
50,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
51,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
52,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
53,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
54,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
55,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
56,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
57,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
58,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
59,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
60,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
61,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
62,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
63,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
64,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
65,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
66,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
67,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
68,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
69,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
70,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
71,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
72,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
73,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
74,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
75,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
76,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
77,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
78,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
79,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
80,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
81,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
82,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
83,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
84,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
85,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
86,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
87,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
88,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
89,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
90,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
91,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
92,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
93,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
94,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
95,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
96,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
97,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
98,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
99,-1491,685,-430,294,-75,45,-79,41,-86,34,-86,34,-92,28,-92,28,-111,9,-104,16,-95,25,-30,90,-33,87,-117,3
