,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-153,27,-102,18,-93,27,-94,26,-97,23,-105,15
1,-203,37,-102,18,-93,27,-94,26,-97,23,-105,15
2,-256,44,-102,18,-93,27,-94,26,-97,23,-105,15
3,-308,52,-102,18,-93,27,-94,26,-97,23,-105,15
4,-359,61,-102,18,-93,27,-94,26,-97,23,-105,15
5,-408,72,-102,18,-93,27,-94,26,-97,23,-105,15
6,-456,84,-102,18,-93,27,-94,26,-97,23,-105,15
7,-506,94,-102,18,-93,27,-94,26,-97,23,-105,15
8,-556,104,-102,18,-93,27,-94,26,-97,23,-105,15
9,-603,117,-102,18,-93,27,-94,26,-97,23,-105,15
10,-651,129,-102,18,-93,27,-94,26,-97,23,-105,15
11,-700,140,-102,18,-93,27,-94,26,-97,23,-105,15
12,-748,152,-102,18,-93,27,-94,26,-97,23,-105,15
13,-796,164,-102,18,-93,27,-94,26,-97,23,-105,15
14,-846,174,-102,18,-93,27,-94,26,-97,23,-105,15
15,-890,190,-102,18,-93,27,-94,26,-97,23,-105,15
16,-937,203,-102,18,-93,27,-94,26,-97,23,-105,15
17,-981,219,-102,18,-93,27,-94,26,-97,23,-105,15
18,-1031,229,-102,18,-93,27,-94,26,-97,23,-105,15
19,-1080,240,-102,18,-93,27,-94,26,-97,23,-105,15
20,-1130,250,-102,18,-93,27,-94,26,-97,23,-105,15
21,-1176,264,-102,18,-93,27,-94,26,-97,23,-105,15
22,-1227,273,-102,18,-93,27,-94,26,-97,23,-105,15
23,-1277,283,-102,18,-93,27,-94,26,-97,23,-105,15
24,-1325,295,-102,18,-93,27,-94,26,-97,23,-105,15
25,-1372,308,-102,18,-93,27,-94,26,-97,23,-105,15
26,-1420,320,-102,18,-93,27,-94,26,-97,23,-105,15
27,-1473,327,-102,18,-93,27,-94,26,-97,23,-105,15
28,-1525,335,-102,18,-93,27,-94,26,-97,23,-105,15
29,-1578,342,-102,18,-93,27,-94,26,-97,23,-105,15
30,-1628,352,-102,18,-93,27,-94,26,-97,23,-105,15
31,-1675,365,-102,18,-93,27,-94,26,-97,23,-105,15
32,-1725,375,-102,18,-93,27,-94,26,-97,23,-105,15
33,-1761,386,-113,20,-93,27,-94,26,-97,23,-105,15
34,-1764,386,-158,32,-93,27,-94,26,-97,23,-105,15
35,-1767,386,-206,41,-93,27,-94,26,-97,23,-105,15
36,-1771,386,-248,55,-93,27,-94,26,-97,23,-105,15
37,-1777,386,-295,62,-93,27,-94,26,-97,23,-105,15
38,-1781,386,-340,73,-93,27,-94,26,-97,23,-105,15
39,-1781,386,-385,88,-93,27,-94,26,-97,23,-105,15
40,-1781,386,-436,97,-93,27,-94,26,-97,23,-105,15
41,-1781,386,-482,111,-93,27,-94,26,-97,23,-105,15
42,-1781,386,-535,118,-93,27,-94,26,-97,23,-105,15
43,-1781,386,-591,122,-93,27,-94,26,-97,23,-105,15
44,-1781,386,-646,127,-93,27,-94,26,-97,23,-105,15
45,-1781,386,-700,133,-93,27,-94,26,-97,23,-105,15
46,-1781,386,-749,144,-93,27,-94,26,-97,23,-105,15
47,-1781,386,-804,149,-93,27,-94,26,-97,23,-105,15
48,-1781,386,-855,158,-93,27,-94,26,-97,23,-105,15
49,-1781,386,-910,163,-93,27,-94,26,-97,23,-105,15
50,-1781,386,-957,176,-93,27,-94,26,-97,23,-105,15
51,-1781,386,-1009,184,-93,27,-94,26,-97,23,-105,15
52,-1781,386,-1062,191,-93,27,-94,26,-97,23,-105,15
53,-1781,386,-1113,200,-93,27,-94,26,-97,23,-105,15
54,-1781,386,-1165,208,-93,27,-94,26,-97,23,-105,15
55,-1781,386,-1213,220,-93,27,-94,26,-97,23,-105,15
56,-1781,386,-1266,227,-93,27,-94,26,-97,23,-105,15
57,-1781,386,-1320,233,-93,27,-94,26,-97,23,-105,15
58,-1781,386,-1371,242,-93,27,-94,26,-97,23,-105,15
59,-1781,386,-1421,252,-93,27,-94,26,-97,23,-105,15
60,-1781,386,-1472,261,-93,27,-94,26,-97,23,-105,15
61,-1781,386,-1521,272,-93,27,-94,26,-97,23,-105,15
62,-1781,386,-1570,283,-93,27,-94,26,-97,23,-105,15
63,-1781,386,-1617,296,-93,27,-94,26,-97,23,-105,15
64,-1781,386,-1672,301,-93,27,-94,26,-97,23,-105,15
65,-1781,386,-1723,310,-93,27,-94,26,-97,23,-105,15
66,-1781,386,-1775,318,-93,27,-94,26,-97,23,-105,15
67,-1781,386,-1825,322,-98,28,-94,26,-97,23,-105,15
68,-1781,386,-1828,322,-148,35,-94,26,-97,23,-105,15
69,-1781,386,-1831,322,-195,45,-94,26,-97,23,-105,15
70,-1781,386,-1833,324,-244,52,-94,26,-97,23,-105,15
71,-1781,386,-1839,324,-286,64,-94,26,-97,23,-105,15
72,-1781,386,-1843,324,-330,76,-94,26,-97,23,-105,15
73,-1781,386,-1843,324,-378,88,-94,26,-97,23,-105,15
74,-1781,386,-1843,324,-425,101,-94,26,-97,23,-105,15
75,-1781,386,-1843,324,-478,108,-94,26,-97,23,-105,15
76,-1781,386,-1843,324,-525,121,-94,26,-97,23,-105,15
77,-1781,386,-1843,324,-569,137,-94,26,-97,23,-105,15
78,-1781,386,-1843,324,-624,142,-94,26,-97,23,-105,15
79,-1781,386,-1843,324,-673,153,-94,26,-97,23,-105,15
