,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-37,109,-74,40,-105,9,-98,3,-106,9,-98,4,-101,3,-97,3,-102,5,-128,15,-98,13,-98,3,-117,6,-113,5,-102,7,-105,4,-97,5,-99,2,-97,4,-97,5,-98,2,-99,3,-100,5
1,-40,141,-91,50,-122,12,-100,3,-124,10,-101,4,-103,3,-97,3,-111,5,-152,18,-110,20,-99,3,-139,6,-113,5,-107,7,-121,5,-101,5,-101,2,-97,4,-105,5,-99,2,-102,3,-104,5
2,-52,194,-107,59,-125,13,-117,3,-149,11,-102,4,-104,3,-98,3,-123,5,-159,19,-121,23,-100,3,-153,6,-116,5,-119,7,-125,6,-105,5,-103,2,-97,4,-106,5,-99,2,-109,3,-111,5
3,-59,238,-149,78,-133,16,-117,3,-158,11,-105,4,-106,3,-99,3,-125,6,-173,25,-139,30,-101,3,-164,7,-119,5,-120,7,-135,7,-109,5,-104,2,-97,4,-110,5,-100,2,-111,3,-115,5
4,-65,277,-164,89,-144,21,-120,3,-164,12,-108,5,-112,3,-99,3,-139,8,-197,30,-145,32,-102,4,-170,7,-127,5,-121,7,-151,7,-112,6,-105,2,-101,4,-126,5,-100,2,-117,3,-121,5
5,-76,341,-179,109,-149,23,-122,3,-169,12,-109,5,-113,3,-99,3,-149,9,-238,35,-149,34,-105,4,-175,7,-129,5,-129,7,-151,8,-117,6,-105,2,-102,4,-134,6,-100,2,-119,3,-125,6
6,-78,372,-210,126,-164,32,-123,3,-181,13,-111,5,-119,3,-101,3,-162,11,-250,38,-160,37,-115,4,-178,7,-134,5,-135,7,-158,8,-121,6,-105,2,-104,4,-134,7,-100,2,-125,3,-138,6
7,-82,399,-229,136,-171,35,-123,3,-207,13,-114,5,-123,3,-102,3,-165,11,-275,42,-181,42,-118,4,-183,7,-136,5,-147,7,-161,9,-140,6,-105,2,-106,4,-150,7,-100,2,-126,3,-142,6
8,-87,426,-260,152,-179,40,-127,3,-217,16,-119,5,-128,3,-105,3,-171,12,-293,45,-187,45,-124,4,-193,7,-142,5,-152,7,-169,9,-142,6,-107,2,-107,4,-165,8,-100,2,-128,3,-155,6
9,-95,459,-278,164,-195,43,-130,3,-229,16,-122,5,-129,3,-106,3,-181,14,-307,50,-206,47,-135,5,-211,8,-146,5,-155,7,-176,9,-150,6,-108,2,-107,4,-170,9,-100,2,-128,3,-163,6
10,-100,481,-299,174,-209,46,-134,3,-251,17,-128,5,-130,3,-107,3,-196,16,-328,52,-219,50,-136,5,-214,8,-148,5,-163,7,-180,9,-159,7,-112,2,-112,4,-180,9,-101,2,-132,4,-174,6
11,-106,512,-346,201,-217,48,-136,3,-259,17,-132,5,-133,3,-108,3,-211,19,-338,56,-228,52,-138,5,-218,8,-149,5,-169,7,-184,9,-161,7,-112,2,-116,4,-191,9,-102,2,-132,4,-187,6
12,-117,544,-381,218,-225,49,-137,3,-269,18,-139,5,-138,3,-112,3,-216,19,-360,60,-235,54,-140,6,-222,8,-152,5,-176,8,-188,9,-169,7,-113,2,-122,4,-200,9,-104,2,-137,4,-192,6
13,-129,575,-395,228,-233,51,-143,3,-283,19,-145,5,-138,3,-114,3,-221,21,-370,61,-261,56,-146,6,-230,8,-156,5,-188,8,-195,10,-181,7,-115,2,-126,4,-208,9,-106,2,-138,4,-202,7
14,-132,602,-412,240,-236,52,-146,3,-307,21,-148,5,-141,3,-114,3,-229,22,-394,67,-276,60,-154,6,-235,8,-163,5,-196,9,-201,10,-188,8,-116,2,-128,4,-212,9,-108,2,-143,5,-218,7
15,-135,615,-436,255,-252,55,-147,3,-319,21,-152,5,-141,3,-116,3,-242,23,-409,69,-289,62,-157,6,-244,8,-167,5,-210,9,-202,11,-200,8,-116,2,-131,4,-240,9,-110,2,-149,5,-226,7
16,-140,647,-450,263,-256,55,-147,3,-338,21,-164,5,-144,3,-118,3,-255,26,-437,72,-301,64,-160,6,-253,8,-173,5,-226,9,-205,12,-206,8,-117,2,-134,4,-250,9,-111,2,-155,5,-231,7
17,-143,681,-467,267,-261,58,-149,3,-347,23,-171,5,-145,3,-120,3,-278,27,-451,76,-318,66,-163,6,-264,8,-175,5,-239,9,-211,12,-219,8,-118,2,-135,4,-257,9,-111,2,-164,5,-245,7
18,-147,709,-493,281,-263,59,-152,3,-356,23,-177,5,-147,3,-123,3,-282,27,-480,81,-330,68,-164,6,-273,9,-178,5,-250,10,-215,13,-224,8,-121,2,-142,4,-277,9,-113,2,-169,5,-252,7
19,-151,726,-514,296,-278,61,-152,3,-371,24,-182,5,-148,3,-123,4,-290,27,-495,82,-351,69,-172,7,-278,9,-183,5,-276,11,-218,13,-231,8,-121,2,-144,4,-294,9,-115,2,-171,5,-260,7
20,-153,762,-526,307,-283,64,-153,3,-390,25,-186,5,-152,3,-129,4,-307,27,-505,82,-360,70,-179,8,-284,9,-190,5,-298,12,-227,14,-247,8,-122,2,-146,4,-301,9,-116,2,-173,5,-266,7
21,-156,798,-539,314,-294,64,-161,3,-404,25,-193,5,-156,3,-130,4,-310,27,-523,83,-370,71,-188,8,-292,9,-208,5,-315,13,-232,14,-256,8,-123,2,-148,4,-311,9,-118,2,-174,5,-276,7
22,-160,826,-574,323,-297,67,-167,3,-408,25,-204,5,-160,3,-134,4,-320,27,-536,83,-377,73,-188,8,-299,9,-219,5,-332,13,-239,16,-262,8,-126,2,-151,4,-324,9,-118,2,-176,5,-292,7
23,-166,845,-593,335,-307,67,-169,3,-417,26,-214,5,-163,3,-139,4,-333,27,-556,84,-385,73,-193,8,-305,9,-224,5,-347,13,-248,19,-277,8,-131,2,-153,4,-334,9,-122,2,-179,5,-302,7
24,-170,873,-614,345,-310,67,-176,3,-427,27,-222,5,-165,3,-142,4,-344,29,-593,91,-396,74,-195,9,-313,9,-237,5,-353,13,-255,21,-282,8,-132,2,-155,4,-342,9,-123,2,-183,5,-306,7
25,-171,889,-645,354,-317,69,-181,3,-439,27,-234,5,-165,3,-150,4,-349,30,-608,92,-410,77,-208,10,-318,9,-244,5,-365,14,-256,21,-296,8,-133,2,-163,4,-348,9,-123,2,-186,5,-322,7
