,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22
0,-41,162,-84,34,-96,10,-99,2,-107,6,-98,4,-102,3,-97,3,-109,10,-100,14,-104,12,-98,3,-105,6,-102,4,-101,6,-99,4,-99,2,-97,4,-95,5,-98,3,-98,2,-99,3,-97,3
1,-44,195,-133,57,-117,12,-99,2,-112,6,-101,4,-107,3,-97,3,-115,11,-111,14,-106,15,-98,3,-117,6,-111,4,-104,8,-105,7,-99,3,-100,4,-96,5,-102,3,-98,2,-103,4,-111,3
2,-58,261,-157,69,-130,12,-99,2,-115,6,-106,4,-108,3,-97,3,-128,13,-124,17,-112,20,-101,3,-120,6,-113,4,-110,8,-122,9,-100,3,-102,4,-97,5,-109,3,-100,2,-106,4,-112,3
3,-60,294,-173,83,-148,14,-99,2,-122,6,-109,4,-114,3,-99,3,-137,13,-152,22,-120,22,-104,3,-129,6,-117,4,-128,9,-139,12,-102,3,-106,4,-102,5,-113,3,-101,2,-109,4,-113,3
4,-63,322,-200,108,-162,15,-100,2,-131,8,-109,4,-116,3,-102,3,-149,15,-170,26,-152,28,-108,3,-134,6,-123,4,-135,10,-144,15,-104,3,-109,4,-103,5,-114,3,-101,2,-111,4,-114,3
5,-67,366,-238,123,-178,16,-102,2,-138,9,-109,4,-126,3,-103,3,-153,18,-181,28,-160,32,-110,3,-145,6,-131,4,-141,10,-150,16,-111,3,-110,4,-103,5,-117,3,-101,2,-123,4,-116,3
6,-71,389,-258,137,-189,17,-103,2,-150,9,-111,4,-128,3,-103,3,-176,18,-212,32,-177,33,-111,4,-151,6,-140,4,-148,12,-159,16,-117,4,-112,4,-106,5,-120,3,-102,2,-128,4,-124,3
7,-75,423,-285,146,-199,18,-105,2,-167,13,-112,4,-131,3,-103,3,-187,20,-223,34,-188,39,-112,4,-156,6,-148,4,-156,13,-184,16,-121,4,-118,4,-110,5,-122,3,-103,2,-133,4,-129,3
8,-78,446,-301,156,-218,23,-105,2,-185,13,-115,4,-132,3,-104,3,-193,22,-246,42,-196,45,-114,4,-166,6,-150,4,-168,14,-198,17,-123,4,-120,4,-111,5,-126,3,-106,2,-150,5,-135,3
9,-83,472,-313,166,-231,27,-107,2,-193,13,-119,4,-136,3,-106,3,-208,23,-278,45,-203,47,-116,5,-179,6,-155,4,-176,14,-219,18,-129,4,-121,4,-118,5,-128,3,-107,2,-160,5,-137,3
