,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-144,36,-101,19,-98,22,-100,20,-97,23,-98,22
1,-194,46,-101,19,-98,22,-100,20,-97,23,-98,22
2,-241,59,-101,19,-98,22,-100,20,-97,23,-98,22
3,-286,74,-101,19,-98,22,-100,20,-97,23,-98,22
4,-340,80,-101,19,-98,22,-100,20,-97,23,-98,22
5,-387,93,-101,19,-98,22,-100,20,-97,23,-98,22
6,-438,102,-101,19,-98,22,-100,20,-97,23,-98,22
7,-490,110,-101,19,-98,22,-100,20,-97,23,-98,22
8,-546,114,-101,19,-98,22,-100,20,-97,23,-98,22
9,-592,128,-101,19,-98,22,-100,20,-97,23,-98,22
10,-644,136,-101,19,-98,22,-100,20,-97,23,-98,22
11,-689,151,-101,19,-98,22,-100,20,-97,23,-98,22
12,-740,160,-101,19,-98,22,-100,20,-97,23,-98,22
13,-786,174,-101,19,-98,22,-100,20,-97,23,-98,22
14,-835,185,-101,19,-98,22,-100,20,-97,23,-98,22
15,-882,198,-101,19,-98,22,-100,20,-97,23,-98,22
16,-929,211,-101,19,-98,22,-100,20,-97,23,-98,22
17,-975,225,-101,19,-98,22,-100,20,-97,23,-98,22
18,-1018,242,-101,19,-98,22,-100,20,-97,23,-98,22
19,-1065,255,-101,19,-98,22,-100,20,-97,23,-98,22
20,-1115,265,-101,19,-98,22,-100,20,-97,23,-98,22
21,-1166,274,-101,19,-98,22,-100,20,-97,23,-98,22
22,-1221,279,-101,19,-98,22,-100,20,-97,23,-98,22
23,-1273,287,-101,19,-98,22,-100,20,-97,23,-98,22
24,-1321,299,-101,19,-98,22,-100,20,-97,23,-98,22
25,-1370,310,-101,19,-98,22,-100,20,-97,23,-98,22
26,-1421,319,-101,19,-98,22,-100,20,-97,23,-98,22
27,-1473,327,-101,19,-98,22,-100,20,-97,23,-98,22
28,-1523,337,-101,19,-98,22,-100,20,-97,23,-98,22
29,-1580,340,-101,19,-98,22,-100,20,-97,23,-98,22
30,-1631,349,-101,19,-98,22,-100,20,-97,23,-98,22
31,-1674,366,-101,19,-98,22,-100,20,-97,23,-98,22
32,-1730,370,-101,19,-98,22,-100,20,-97,23,-98,22
33,-1769,379,-111,21,-98,22,-100,20,-97,23,-98,22
34,-1770,379,-160,31,-98,22,-100,20,-97,23,-98,22
35,-1770,379,-204,47,-98,22,-100,20,-97,23,-98,22
36,-1770,379,-256,55,-98,22,-100,20,-97,23,-98,22
37,-1770,379,-307,64,-98,22,-100,20,-97,23,-98,22
38,-1770,379,-356,75,-98,22,-100,20,-97,23,-98,22
39,-1770,379,-410,81,-98,22,-100,20,-97,23,-98,22
40,-1770,379,-459,92,-98,22,-100,20,-97,23,-98,22
41,-1770,379,-514,97,-98,22,-100,20,-97,23,-98,22
42,-1770,379,-566,105,-98,22,-100,20,-97,23,-98,22
43,-1770,379,-616,115,-98,22,-100,20,-97,23,-98,22
44,-1770,379,-664,127,-98,22,-100,20,-97,23,-98,22
45,-1770,379,-717,134,-98,22,-100,20,-97,23,-98,22
46,-1770,379,-771,140,-98,22,-100,20,-97,23,-98,22
47,-1770,379,-820,151,-98,22,-100,20,-97,23,-98,22
48,-1770,379,-874,157,-98,22,-100,20,-97,23,-98,22
49,-1770,379,-923,168,-98,22,-100,20,-97,23,-98,22
50,-1770,379,-974,177,-98,22,-100,20,-97,23,-98,22
51,-1770,379,-1025,186,-98,22,-100,20,-97,23,-98,22
52,-1770,379,-1081,190,-98,22,-100,20,-97,23,-98,22
53,-1770,379,-1132,199,-98,22,-100,20,-97,23,-98,22
54,-1770,379,-1183,208,-98,22,-100,20,-97,23,-98,22
55,-1770,379,-1233,218,-98,22,-100,20,-97,23,-98,22
56,-1770,379,-1286,225,-98,22,-100,20,-97,23,-98,22
57,-1770,379,-1337,234,-98,22,-100,20,-97,23,-98,22
58,-1770,379,-1390,241,-98,22,-100,20,-97,23,-98,22
59,-1770,379,-1444,247,-98,22,-100,20,-97,23,-98,22
60,-1770,379,-1494,257,-98,22,-100,20,-97,23,-98,22
61,-1770,379,-1543,268,-98,22,-100,20,-97,23,-98,22
62,-1770,379,-1593,278,-98,22,-100,20,-97,23,-98,22
63,-1770,379,-1643,288,-98,22,-100,20,-97,23,-98,22
64,-1770,379,-1692,299,-98,22,-100,20,-97,23,-98,22
65,-1770,379,-1741,310,-98,22,-100,20,-97,23,-98,22
66,-1770,379,-1792,319,-98,22,-100,20,-97,23,-98,22
67,-1770,379,-1822,326,-116,27,-100,20,-97,23,-98,22
68,-1770,379,-1823,326,-168,34,-100,20,-97,23,-98,22
69,-1770,379,-1823,326,-220,42,-100,20,-97,23,-98,22
70,-1770,379,-1823,326,-268,54,-100,20,-97,23,-98,22
71,-1770,379,-1823,326,-318,64,-100,20,-97,23,-98,22
72,-1770,379,-1823,326,-364,78,-100,20,-97,23,-98,22
73,-1770,379,-1823,326,-413,89,-100,20,-97,23,-98,22
74,-1770,379,-1823,326,-466,96,-100,20,-97,23,-98,22
75,-1770,379,-1823,326,-513,109,-100,20,-97,23,-98,22
76,-1770,379,-1823,326,-568,114,-100,20,-97,23,-98,22
77,-1770,379,-1823,326,-616,126,-100,20,-97,23,-98,22
78,-1770,379,-1823,326,-666,136,-100,20,-97,23,-98,22
79,-1770,379,-1823,326,-718,144,-100,20,-97,23,-98,22
