,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-114,20,-86,3,-161,52,-82,9,-85,4,-87,3,-86,3,-87,2,-87,2,-87,2,-87,2,-87,2,-84,5,-87,2,-88,5,-87,8,-86,3,-86,3,-85,4,-86,3,-87,2,-86,3,-137,19,-86,4,-87,2
1,-151,36,-88,3,-186,87,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-91,8,-87,2,-88,5,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-90,5,-145,36,-88,7,-87,2
2,-167,67,-88,3,-226,169,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-94,9,-87,2,-88,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-93,5,-162,55,-122,10,-87,2
3,-192,77,-88,3,-402,208,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-94,9,-87,2,-88,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-93,5,-162,55,-122,10,-87,2
4,-296,90,-88,3,-469,235,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-94,9,-87,2,-88,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-93,5,-191,65,-122,10,-87,2
5,-430,91,-88,3,-502,236,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-94,9,-87,2,-88,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-93,5,-268,69,-122,10,-87,2
6,-605,93,-88,3,-563,237,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-95,10,-87,2,-92,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-97,5,-268,69,-123,10,-87,2
7,-770,96,-88,3,-634,246,-128,16,-89,5,-88,3,-86,3,-91,2,-89,4,-87,2,-87,4,-87,2,-97,10,-87,2,-92,6,-91,8,-99,3,-86,3,-88,4,-86,3,-87,2,-97,5,-268,69,-123,10,-87,2
8,-784,97,-91,3,-634,247,-133,18,-94,7,-95,4,-89,3,-93,2,-98,5,-89,2,-88,5,-89,2,-120,15,-90,5,-103,13,-101,12,-100,3,-86,3,-89,4,-89,3,-87,2,-114,9,-359,69,-126,12,-87,2
9,-784,97,-91,3,-634,247,-162,27,-96,8,-98,4,-90,3,-95,2,-101,5,-91,2,-95,9,-89,2,-126,33,-92,10,-141,19,-139,46,-100,3,-90,3,-91,5,-92,3,-87,2,-122,10,-375,69,-128,13,-89,2
10,-784,97,-91,3,-634,247,-162,36,-96,8,-98,4,-90,3,-95,2,-101,5,-91,2,-96,10,-89,2,-146,39,-94,11,-141,19,-285,105,-102,5,-90,3,-91,5,-92,3,-87,2,-122,10,-375,69,-128,13,-90,2
11,-784,97,-91,3,-634,247,-170,72,-96,8,-98,4,-90,3,-97,2,-101,5,-91,2,-96,11,-89,2,-147,39,-95,11,-141,19,-463,126,-102,7,-90,3,-91,5,-92,3,-87,2,-122,10,-375,69,-128,13,-90,2
12,-784,97,-91,3,-634,247,-392,100,-96,8,-98,4,-90,3,-97,2,-101,5,-91,2,-96,11,-89,2,-147,39,-95,11,-141,19,-463,126,-102,7,-90,3,-91,5,-92,3,-87,2,-122,10,-375,69,-128,13,-90,2
13,-784,97,-91,3,-634,247,-639,103,-96,8,-98,4,-90,3,-97,2,-101,5,-91,2,-96,11,-89,2,-147,39,-95,11,-141,19,-463,126,-102,7,-90,3,-91,5,-92,3,-87,2,-122,10,-375,69,-128,13,-90,2
14,-784,97,-91,3,-634,247,-776,105,-96,8,-98,4,-90,3,-97,2,-101,5,-91,2,-120,11,-91,2,-150,39,-108,11,-143,28,-512,127,-106,8,-90,3,-91,5,-93,3,-87,2,-122,10,-375,69,-129,14,-90,2
15,-784,97,-91,3,-634,247,-776,105,-100,8,-98,4,-96,3,-98,2,-101,5,-91,2,-123,11,-92,2,-171,39,-108,11,-187,44,-598,127,-107,10,-90,3,-92,5,-93,3,-91,2,-122,10,-431,69,-131,14,-92,2
16,-784,97,-98,3,-634,247,-776,105,-100,8,-98,4,-96,3,-98,2,-103,5,-92,2,-123,11,-92,2,-171,39,-109,11,-212,49,-753,128,-121,12,-90,3,-96,5,-94,3,-91,2,-122,10,-463,69,-131,14,-92,2
17,-784,97,-98,3,-634,247,-776,105,-103,8,-99,4,-96,3,-99,2,-103,5,-92,2,-123,11,-94,2,-171,39,-109,11,-250,51,-753,128,-124,13,-93,4,-98,5,-95,3,-91,2,-122,10,-651,69,-132,17,-92,2
18,-784,97,-98,3,-634,247,-776,105,-103,8,-102,4,-96,3,-100,2,-110,5,-92,2,-123,11,-94,2,-184,39,-109,11,-269,52,-753,128,-131,14,-110,10,-103,6,-97,3,-93,2,-122,10,-811,70,-134,17,-94,2
19,-784,97,-98,3,-634,247,-776,105,-104,10,-114,4,-114,3,-102,3,-117,5,-96,2,-123,11,-105,2,-187,39,-125,11,-293,52,-753,128,-165,14,-154,13,-118,6,-107,3,-97,2,-154,10,-811,70,-138,17,-96,3
20,-784,97,-104,3,-634,247,-776,105,-155,12,-127,5,-117,3,-108,3,-117,5,-98,2,-132,11,-108,2,-205,39,-130,11,-301,53,-753,128,-165,14,-197,14,-157,6,-125,3,-107,4,-154,10,-811,70,-138,17,-105,3
21,-784,97,-117,3,-634,247,-776,105,-159,12,-137,5,-124,3,-119,3,-135,6,-99,2,-133,11,-118,3,-266,39,-135,11,-321,55,-753,128,-166,14,-200,14,-157,6,-129,3,-153,5,-156,10,-811,70,-155,18,-115,3
22,-784,97,-117,3,-634,247,-776,105,-176,12,-143,5,-128,3,-119,3,-156,6,-101,2,-133,11,-142,4,-266,39,-135,11,-418,62,-753,128,-170,14,-231,15,-161,6,-134,3,-153,5,-170,10,-811,70,-167,18,-115,3
23,-784,97,-122,5,-634,247,-776,105,-176,12,-149,5,-136,3,-135,3,-156,6,-104,2,-138,11,-161,5,-273,39,-145,11,-459,64,-753,128,-176,15,-237,15,-190,11,-136,3,-177,9,-170,10,-811,70,-206,23,-119,3
