,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-25,15,-20,11,-16,20,-24,9,-20,10,-20,14
1,-27,18,-22,11,-21,22,-25,10,-21,12,-25,20
2,-28,23,-24,11,-23,36,-25,10,-23,13,-26,22
3,-31,25,-29,12,-27,40,-25,10,-26,16,-29,24
4,-33,31,-30,13,-29,44,-25,13,-30,17,-32,27
5,-36,32,-30,16,-32,50,-28,16,-31,17,-34,32
6,-38,32,-35,16,-38,54,-32,17,-31,19,-39,33
7,-42,34,-37,16,-40,57,-33,20,-32,22,-43,38
8,-48,35,-37,18,-46,60,-34,22,-34,25,-45,40
9,-51,37,-39,19,-47,62,-35,24,-38,26,-52,44
10,-52,41,-39,24,-48,64,-39,26,-41,27,-55,48
11,-56,46,-42,24,-50,67,-39,29,-45,30,-58,48
12,-60,47,-43,24,-57,70,-41,30,-46,33,-59,54
13,-63,50,-48,25,-60,75,-41,33,-47,34,-60,58
14,-64,51,-51,26,-65,78,-47,34,-48,36,-64,60
15,-66,52,-55,28,-67,82,-49,36,-50,38,-67,64
16,-68,56,-60,31,-71,83,-49,37,-51,41,-68,69
17,-70,59,-67,33,-72,85,-50,42,-51,44,-70,71
18,-73,60,-72,34,-75,90,-51,44,-51,45,-75,74
19,-76,62,-78,34,-76,92,-52,46,-55,47,-79,77
20,-77,64,-80,37,-80,94,-53,47,-61,49,-80,82
21,-81,66,-80,38,-82,103,-55,47,-65,51,-82,84
22,-85,68,-84,40,-84,109,-56,50,-68,52,-84,84
23,-89,73,-87,42,-84,109,-57,51,-72,53,-87,90
24,-89,74,-92,47,-86,110,-59,53,-75,57,-91,91
25,-90,75,-100,48,-91,112,-61,53,-78,58,-94,94
26,-93,76,-104,49,-94,117,-63,53,-80,58,-99,98
27,-93,76,-105,51,-97,119,-66,59,-83,60,-104,101
28,-96,79,-106,53,-102,121,-68,61,-85,62,-109,102
29,-98,81,-106,58,-104,124,-69,64,-88,66,-112,104
30,-103,82,-111,59,-108,128,-71,66,-90,66,-114,106
31,-105,84,-116,61,-110,129,-72,71,-92,67,-114,113
32,-108,87,-123,63,-115,132,-75,72,-92,67,-115,115
33,-110,91,-126,64,-116,135,-78,77,-97,67,-115,118
34,-114,93,-129,64,-119,141,-79,78,-102,68,-116,121
35,-119,94,-132,65,-121,144,-80,80,-109,68,-119,123
36,-122,94,-140,68,-122,147,-82,82,-113,70,-120,124
37,-124,94,-143,69,-125,151,-83,86,-115,75,-124,125
38,-127,97,-144,70,-128,156,-85,87,-119,78,-125,128
39,-131,97,-145,71,-130,157,-90,87,-124,79,-129,134
40,-134,98,-150,73,-135,158,-94,89,-128,80,-130,135
41,-140,101,-154,73,-139,161,-96,89,-130,80,-134,137
42,-143,103,-158,75,-144,163,-99,89,-133,81,-138,138
43,-146,104,-163,76,-149,164,-102,89,-137,82,-141,141
44,-149,107,-165,78,-150,168,-104,91,-144,83,-143,142
45,-151,109,-173,79,-155,172,-105,91,-147,85,-144,143
46,-154,111,-179,82,-159,173,-107,92,-154,86,-144,143
47,-156,113,-181,84,-160,173,-110,95,-163,89,-147,143
48,-161,115,-183,87,-164,176,-114,97,-167,90,-147,143
49,-164,117,-187,92,-168,177,-117,97,-172,91,-149,143
50,-167,119,-195,92,-169,181,-119,100,-177,91,-150,144
51,-170,121,-198,96,-173,182,-124,101,-179,93,-153,144
52,-177,122,-200,97,-174,185,-129,101,-182,98,-155,144
53,-181,122,-205,100,-178,188,-131,101,-187,99,-157,145
54,-183,122,-205,100,-183,191,-135,102,-189,101,-166,147
55,-186,122,-209,102,-187,192,-138,104,-193,103,-170,148
56,-188,122,-211,103,-192,195,-145,104,-198,103,-173,150
57,-192,123,-217,107,-194,195,-149,107,-202,103,-175,150
58,-197,124,-225,107,-198,195,-153,108,-207,103,-177,150
59,-199,127,-225,109,-203,198,-156,108,-207,106,-184,152
60,-203,128,-228,109,-205,200,-160,110,-209,108,-191,153
61,-208,128,-237,110,-206,201,-165,110,-213,109,-193,154
62,-209,129,-241,111,-209,202,-170,111,-221,112,-195,154
63,-213,132,-244,112,-210,203,-175,112,-229,112,-198,154
64,-215,134,-249,113,-212,206,-179,112,-235,113,-201,155
65,-220,134,-253,117,-214,210,-183,113,-239,114,-202,155
66,-225,137,-257,118,-217,210,-188,114,-243,116,-204,155
67,-226,138,-259,120,-218,211,-193,116,-248,118,-209,158
68,-232,138,-263,121,-220,212,-199,116,-251,121,-213,158
69,-236,139,-268,122,-223,214,-203,116,-255,123,-217,158
70,-241,140,-272,122,-225,216,-208,118,-257,125,-222,158
71,-246,141,-277,124,-228,218,-211,118,-260,126,-226,159
72,-252,141,-280,125,-229,218,-217,118,-266,127,-229,162
73,-258,142,-281,128,-231,221,-220,120,-269,128,-233,163
74,-263,142,-286,129,-233,222,-228,120,-273,128,-237,163
75,-266,142,-288,130,-234,222,-233,121,-281,130,-242,165
76,-272,142,-294,132,-235,222,-238,123,-286,131,-244,165
77,-276,142,-298,133,-239,222,-242,123,-289,134,-251,165
78,-277,144,-301,134,-242,224,-253,123,-292,135,-254,165
79,-282,144,-307,135,-242,226,-260,123,-294,135,-260,166
