,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-74,3,-71,15,-70,9,-75,3,-72,5,-74,5,-70,11,-71,7,-66,15,-77,8,-63,16,-70,3,-70,3,-71,4,-74,6,-71,2,-72,2,-72,2,-73,7
1,-79,3,-79,20,-75,13,-77,3,-87,5,-74,5,-77,13,-74,9,-66,20,-86,9,-69,20,-70,3,-76,3,-72,4,-75,6,-73,2,-73,2,-72,2,-74,7
2,-82,3,-80,25,-84,13,-77,3,-90,5,-75,5,-85,15,-78,10,-71,22,-99,11,-75,20,-74,3,-77,3,-75,4,-89,6,-75,2,-74,2,-74,2,-77,7
3,-83,3,-86,28,-87,14,-80,3,-99,5,-78,7,-92,17,-83,11,-74,24,-108,13,-84,22,-76,3,-78,3,-77,4,-94,7,-77,2,-79,2,-76,2,-79,7
4,-83,3,-88,32,-94,14,-82,3,-105,5,-78,7,-100,18,-97,11,-78,25,-113,15,-100,23,-78,3,-79,3,-80,4,-98,7,-79,2,-82,2,-81,2,-81,7
5,-83,3,-94,35,-100,17,-85,3,-112,5,-79,7,-106,18,-100,11,-81,26,-123,17,-104,27,-83,3,-79,3,-83,4,-104,7,-82,2,-83,2,-82,2,-93,9
6,-85,3,-98,39,-107,19,-86,3,-118,5,-85,7,-117,19,-109,14,-84,29,-132,17,-115,30,-83,3,-80,4,-85,4,-106,7,-83,2,-84,2,-82,2,-95,9
7,-87,3,-106,42,-115,19,-86,3,-121,5,-86,7,-121,20,-115,14,-88,31,-138,18,-130,34,-83,3,-82,4,-89,4,-114,8,-84,2,-85,2,-82,2,-104,10
8,-88,3,-110,43,-126,20,-90,3,-122,5,-90,7,-127,20,-128,14,-93,31,-151,20,-137,39,-84,3,-86,5,-90,5,-117,10,-85,2,-86,2,-82,2,-105,11
9,-93,3,-114,45,-131,21,-92,3,-127,5,-91,7,-140,21,-130,16,-95,35,-155,21,-141,43,-87,3,-91,5,-95,5,-126,10,-85,2,-87,2,-84,2,-112,12
10,-94,3,-120,50,-133,21,-93,3,-135,5,-96,7,-149,21,-134,16,-98,36,-166,21,-149,47,-91,3,-100,5,-96,5,-129,11,-85,2,-92,2,-84,2,-116,12
11,-97,3,-125,52,-144,23,-94,3,-140,5,-100,7,-153,22,-139,16,-103,37,-177,23,-153,49,-91,3,-105,6,-96,5,-137,12,-89,2,-93,2,-84,2,-123,12
12,-97,3,-132,53,-152,23,-99,3,-146,5,-103,8,-161,24,-143,16,-109,37,-187,23,-155,50,-92,3,-108,6,-99,5,-140,13,-90,2,-97,2,-84,2,-138,12
13,-102,3,-136,53,-154,23,-103,3,-157,5,-105,9,-169,24,-146,16,-114,37,-194,23,-165,55,-95,3,-109,6,-100,5,-149,14,-91,2,-100,2,-87,2,-144,12
14,-104,3,-137,53,-161,23,-116,3,-160,5,-107,9,-174,24,-159,17,-116,39,-202,23,-172,60,-97,3,-113,8,-102,5,-155,15,-94,2,-101,2,-87,2,-147,12
15,-107,3,-143,54,-165,24,-120,3,-165,6,-112,9,-182,26,-163,19,-122,39,-213,24,-175,64,-102,3,-115,9,-104,5,-161,15,-95,2,-104,2,-87,2,-151,12
16,-113,3,-150,56,-168,24,-120,3,-169,6,-112,9,-191,27,-174,19,-126,40,-219,24,-188,65,-106,5,-116,9,-108,5,-165,15,-95,2,-108,2,-88,3,-157,12
17,-115,3,-153,57,-168,24,-125,3,-176,6,-113,9,-198,28,-181,19,-128,40,-225,24,-200,67,-113,5,-120,9,-110,5,-173,17,-96,2,-112,2,-98,3,-158,12
18,-118,3,-158,58,-172,25,-127,3,-180,6,-118,9,-205,28,-188,19,-139,41,-231,25,-205,68,-119,5,-121,9,-111,5,-178,17,-96,2,-115,2,-99,3,-171,13
19,-121,3,-160,59,-173,26,-133,4,-181,6,-121,10,-218,28,-190,19,-146,43,-243,26,-213,69,-123,6,-126,9,-114,5,-184,18,-101,2,-116,2,-100,3,-173,13
20,-124,3,-164,61,-176,26,-138,4,-195,6,-125,10,-219,29,-197,20,-153,43,-251,27,-220,71,-125,7,-132,9,-114,5,-188,20,-103,2,-121,2,-101,3,-175,13
21,-130,3,-174,63,-182,29,-140,4,-206,6,-126,10,-223,29,-203,20,-158,44,-260,28,-224,71,-129,7,-140,9,-114,5,-192,20,-103,2,-124,2,-101,3,-180,13
22,-135,3,-178,63,-185,29,-143,4,-209,6,-131,10,-236,30,-206,20,-163,46,-276,29,-224,71,-134,8,-144,9,-119,5,-198,20,-105,2,-125,2,-103,3,-185,13
23,-149,3,-180,63,-187,30,-147,4,-212,6,-135,10,-241,32,-212,21,-168,46,-281,29,-230,72,-139,8,-148,9,-122,5,-208,20,-107,2,-129,2,-105,3,-188,14
24,-157,3,-185,63,-188,30,-149,4,-217,6,-138,10,-254,32,-221,21,-172,47,-292,32,-238,73,-142,9,-153,9,-124,5,-212,20,-107,2,-131,2,-106,3,-190,15
25,-163,3,-186,63,-195,30,-153,4,-228,6,-141,10,-259,32,-225,22,-180,47,-298,32,-242,76,-147,9,-157,9,-127,5,-217,20,-112,2,-135,2,-108,3,-194,15
26,-167,3,-190,63,-198,30,-158,4,-236,6,-145,10,-269,32,-235,23,-186,47,-304,32,-251,76,-150,9,-162,9,-128,5,-221,20,-114,2,-136,2,-110,3,-201,15
27,-172,3,-190,63,-204,30,-160,4,-246,6,-146,10,-277,32,-247,23,-192,47,-308,32,-256,77,-156,9,-169,9,-130,5,-225,20,-116,2,-144,2,-112,3,-205,15
28,-177,3,-199,64,-207,31,-161,4,-251,6,-149,10,-286,32,-249,23,-196,48,-313,32,-258,77,-161,10,-173,9,-134,5,-235,21,-119,2,-148,2,-115,3,-213,16
29,-178,3,-202,65,-211,31,-170,4,-254,6,-152,10,-286,32,-253,23,-203,48,-315,32,-265,77,-169,11,-183,11,-136,5,-243,21,-120,3,-150,2,-124,3,-220,16
30,-180,3,-205,66,-214,31,-181,4,-261,6,-152,10,-297,32,-261,23,-210,48,-319,33,-268,79,-177,12,-189,12,-137,5,-246,21,-122,3,-153,2,-126,3,-224,17
31,-180,4,-208,66,-219,31,-186,4,-271,6,-154,10,-301,32,-267,23,-214,48,-327,34,-274,79,-188,12,-194,12,-139,5,-255,22,-125,3,-158,2,-126,3,-228,17
32,-185,4,-209,67,-224,31,-193,4,-278,6,-155,10,-308,32,-273,24,-216,48,-342,34,-276,79,-195,12,-200,12,-141,5,-261,22,-128,3,-159,2,-129,3,-234,18
33,-191,4,-211,67,-227,31,-196,4,-289,6,-155,10,-308,32,-278,24,-218,48,-354,34,-282,80,-199,12,-201,12,-154,5,-263,22,-130,3,-171,2,-132,4,-240,18
34,-192,4,-212,67,-232,31,-201,4,-297,6,-157,10,-312,32,-289,25,-228,48,-354,34,-290,81,-207,12,-205,12,-154,5,-273,23,-133,3,-174,2,-135,4,-246,18
35,-199,4,-213,67,-236,32,-204,4,-307,6,-161,10,-316,32,-295,25,-231,48,-360,35,-298,81,-220,13,-209,12,-155,6,-273,23,-137,3,-178,2,-139,4,-251,18
36,-202,4,-221,67,-240,32,-206,4,-311,6,-163,10,-326,32,-301,25,-238,48,-364,36,-303,82,-223,13,-214,12,-156,6,-279,23,-144,3,-183,2,-143,4,-258,18
37,-210,4,-223,67,-246,34,-210,4,-314,6,-165,10,-330,32,-308,26,-239,48,-374,38,-307,82,-228,13,-221,12,-159,6,-284,23,-151,3,-185,2,-149,4,-262,18
38,-213,4,-226,67,-250,34,-218,4,-325,6,-167,10,-332,32,-313,27,-239,48,-379,39,-314,84,-233,13,-229,12,-164,6,-285,23,-159,3,-191,2,-153,4,-266,18
39,-215,4,-229,67,-254,34,-219,4,-339,6,-170,10,-338,32,-323,27,-241,48,-383,40,-317,84,-237,16,-239,12,-164,6,-289,23,-166,3,-196,2,-158,4,-270,18
40,-223,4,-235,67,-260,34,-219,4,-344,6,-177,10,-341,32,-329,27,-248,48,-390,40,-324,85,-241,16,-243,12,-165,6,-290,23,-169,4,-204,2,-162,4,-276,18
41,-233,4,-240,67,-265,35,-229,4,-348,6,-179,10,-347,32,-333,27,-252,48,-394,42,-324,85,-248,17,-249,12,-170,6,-292,23,-172,4,-208,2,-165,4,-283,18
42,-237,4,-241,67,-268,35,-237,4,-355,6,-181,10,-354,33,-339,27,-252,48,-395,43,-331,85,-259,17,-258,12,-175,6,-300,23,-179,4,-211,2,-165,4,-287,18
43,-243,4,-246,67,-271,35,-241,4,-361,6,-183,10,-360,33,-341,28,-256,48,-398,43,-332,86,-271,17,-261,14,-179,6,-303,24,-184,4,-217,2,-169,4,-298,18
44,-249,4,-248,67,-275,35,-245,4,-365,7,-184,10,-363,33,-350,28,-259,48,-402,43,-336,86,-280,17,-264,14,-189,6,-308,24,-189,4,-226,2,-174,4,-302,18
45,-255,4,-251,67,-277,36,-251,4,-374,7,-190,10,-364,33,-355,28,-260,48,-405,43,-336,86,-290,19,-269,14,-193,6,-311,24,-198,4,-234,2,-181,4,-306,18
46,-259,4,-253,68,-283,36,-258,4,-376,7,-195,10,-371,33,-358,28,-264,49,-407,43,-341,86,-298,19,-278,17,-197,6,-313,24,-202,4,-239,2,-186,4,-312,18
47,-264,4,-256,69,-284,36,-264,4,-379,7,-200,10,-379,33,-363,28,-267,49,-415,43,-347,86,-303,19,-286,17,-200,6,-316,25,-208,4,-242,2,-196,4,-314,18
48,-266,4,-257,69,-290,36,-272,4,-391,7,-203,10,-385,34,-373,28,-269,49,-420,43,-350,86,-308,19,-292,17,-204,6,-319,25,-215,4,-246,2,-199,4,-318,18
49,-272,4,-261,69,-291,36,-281,4,-403,7,-205,10,-390,34,-377,28,-273,49,-422,43,-355,86,-317,21,-299,17,-207,6,-323,25,-219,4,-249,2,-205,4,-321,18
50,-278,4,-266,69,-293,36,-285,4,-412,8,-207,10,-396,34,-378,28,-279,51,-427,43,-359,86,-322,21,-302,18,-209,6,-330,26,-228,4,-255,2,-209,4,-325,18
51,-278,4,-267,69,-297,36,-290,4,-416,8,-210,10,-399,34,-382,28,-283,51,-429,43,-367,86,-329,21,-309,18,-212,6,-337,26,-234,4,-267,3,-219,4,-328,19
52,-283,4,-268,69,-299,36,-297,4,-424,8,-222,10,-405,34,-384,28,-287,51,-435,43,-369,86,-334,21,-318,18,-214,6,-340,26,-240,4,-274,3,-221,4,-334,19
53,-288,4,-271,69,-300,38,-306,4,-432,9,-223,10,-414,34,-387,28,-297,51,-438,43,-369,86,-339,21,-325,19,-217,6,-344,26,-248,4,-279,3,-226,4,-336,19
54,-290,4,-276,69,-303,38,-320,5,-436,9,-225,10,-416,34,-393,28,-301,51,-440,43,-371,86,-346,21,-333,19,-219,6,-350,26,-258,4,-285,3,-232,4,-339,19
55,-291,4,-281,69,-307,38,-329,5,-439,9,-232,10,-424,34,-396,29,-306,51,-446,43,-372,86,-352,21,-336,19,-224,6,-352,27,-267,4,-293,3,-236,4,-343,19
56,-293,4,-286,69,-314,38,-341,5,-444,9,-235,10,-426,34,-402,29,-309,51,-452,43,-376,86,-356,21,-343,19,-227,6,-356,28,-276,4,-299,3,-239,4,-346,19
57,-300,4,-287,69,-317,38,-350,5,-451,9,-239,10,-434,34,-407,29,-313,51,-452,43,-378,86,-361,21,-349,19,-230,6,-360,28,-282,4,-305,3,-252,4,-348,19
58,-305,4,-292,69,-320,38,-358,5,-456,10,-243,10,-436,34,-411,30,-318,52,-456,43,-381,86,-371,21,-355,19,-235,6,-362,28,-286,4,-311,3,-259,4,-352,19
59,-314,4,-297,69,-324,39,-363,5,-462,10,-247,10,-440,34,-418,30,-318,52,-456,43,-384,86,-380,22,-358,21,-240,6,-366,29,-291,4,-318,3,-264,4,-357,19
60,-320,5,-301,69,-327,39,-370,5,-464,10,-251,10,-441,34,-423,30,-327,52,-459,44,-386,86,-383,22,-369,21,-247,6,-372,29,-295,4,-327,3,-267,4,-361,19
61,-324,5,-305,69,-330,40,-384,5,-468,10,-254,10,-442,35,-426,30,-334,52,-463,44,-388,86,-393,22,-375,21,-250,6,-375,29,-301,4,-335,3,-272,4,-364,19
62,-326,5,-308,69,-338,40,-394,5,-473,10,-261,10,-444,35,-431,30,-336,52,-466,44,-393,86,-396,22,-382,21,-251,6,-380,29,-305,5,-348,4,-276,4,-368,19
63,-330,6,-309,69,-340,40,-401,5,-476,10,-271,10,-448,36,-436,31,-344,52,-466,44,-394,86,-402,22,-386,21,-256,6,-385,29,-311,5,-352,4,-288,4,-373,19
64,-334,7,-310,70,-347,40,-408,5,-480,10,-279,10,-451,36,-436,31,-344,52,-471,44,-400,86,-410,22,-393,21,-261,6,-392,29,-317,5,-356,4,-295,4,-377,19
65,-343,7,-317,70,-348,40,-413,5,-481,11,-286,10,-456,36,-439,31,-353,52,-475,44,-400,86,-416,22,-398,21,-263,6,-396,30,-320,5,-363,4,-305,4,-382,19
66,-348,7,-323,70,-354,40,-420,5,-485,12,-295,10,-460,36,-444,31,-358,52,-475,44,-402,86,-423,22,-407,21,-266,6,-401,30,-324,5,-366,4,-312,4,-385,19
67,-349,7,-327,70,-361,40,-423,5,-488,12,-301,10,-462,36,-451,31,-367,52,-480,44,-406,86,-430,22,-409,21,-270,6,-404,30,-331,5,-371,4,-322,4,-391,19
68,-352,7,-330,70,-365,40,-429,5,-489,12,-309,10,-468,36,-454,31,-368,52,-483,44,-407,86,-441,23,-411,21,-278,6,-410,30,-338,5,-379,4,-331,4,-395,19
69,-354,7,-332,70,-373,40,-433,5,-492,12,-319,10,-470,36,-458,31,-372,52,-486,44,-408,87,-453,23,-417,21,-284,6,-415,31,-346,5,-381,4,-336,5,-400,19
70,-359,7,-335,70,-379,40,-437,5,-497,12,-326,10,-473,36,-458,31,-375,52,-490,44,-413,87,-461,23,-422,21,-287,6,-422,31,-354,5,-387,4,-344,5,-405,19
71,-361,7,-336,70,-381,40,-443,6,-504,13,-329,10,-476,36,-463,31,-384,52,-491,44,-415,88,-470,23,-425,21,-293,6,-430,31,-358,6,-392,4,-352,5,-412,19
72,-366,7,-338,70,-389,40,-456,6,-507,13,-333,10,-477,36,-466,31,-386,52,-493,44,-420,88,-471,23,-432,22,-298,6,-436,31,-365,7,-400,4,-359,5,-416,19
73,-366,8,-340,70,-390,40,-464,6,-508,13,-340,10,-479,37,-468,31,-390,52,-495,44,-421,88,-478,23,-437,23,-304,6,-442,31,-372,8,-410,4,-372,5,-423,19
74,-379,8,-344,70,-393,40,-470,6,-512,13,-343,10,-480,37,-473,31,-395,52,-497,44,-423,88,-480,23,-446,23,-311,6,-445,31,-385,8,-421,4,-373,5,-424,19
75,-385,8,-348,71,-401,40,-477,6,-514,13,-345,10,-480,37,-477,31,-398,53,-503,44,-426,88,-485,23,-452,23,-316,6,-452,31,-392,8,-427,4,-380,5,-429,19
