,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-115,18,-97,2,-173,87,-115,19,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-99,4,-96,7,-95,4,-94,5,-93,9,-96,3,-95,4,-99,4,-96,3,-96,4,-95,4,-96,6,-95,4,-94,6
1,-135,32,-100,2,-212,167,-149,50,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-96,7,-95,7,-96,5,-95,15,-96,3,-95,4,-99,4,-96,3,-97,7,-96,4,-98,7,-95,4,-99,6
2,-136,34,-100,2,-411,190,-166,58,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-96,7,-95,7,-96,5,-95,15,-96,3,-95,4,-99,4,-96,3,-97,7,-96,4,-98,7,-95,4,-99,6
3,-183,68,-100,2,-443,219,-223,87,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-95,7,-96,5,-103,19,-96,3,-95,4,-99,4,-96,3,-104,8,-96,4,-98,7,-95,4,-99,6
4,-319,90,-100,2,-456,222,-293,93,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-95,7,-96,5,-103,19,-96,3,-95,4,-99,4,-96,3,-104,8,-96,4,-98,7,-95,4,-99,6
5,-446,92,-100,2,-501,229,-338,93,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-95,7,-96,5,-122,24,-96,3,-95,4,-99,4,-96,3,-104,8,-96,4,-98,7,-95,4,-99,6
6,-570,92,-100,2,-560,236,-362,93,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-95,7,-96,5,-144,34,-96,3,-95,4,-99,4,-96,3,-107,9,-96,4,-98,7,-95,4,-99,6
7,-697,93,-100,2,-629,247,-363,93,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-96,7,-96,5,-164,47,-96,3,-95,4,-99,4,-96,3,-111,10,-96,4,-100,7,-95,4,-99,6
8,-785,96,-100,2,-633,248,-433,96,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-97,7,-96,5,-210,77,-96,3,-95,4,-99,4,-96,3,-114,10,-96,4,-100,7,-96,4,-99,6
9,-785,96,-100,2,-633,248,-545,97,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-97,7,-96,5,-309,115,-96,3,-95,4,-99,4,-96,3,-114,10,-96,4,-100,7,-96,4,-99,6
10,-785,96,-100,2,-633,248,-739,100,-97,2,-97,2,-96,3,-97,2,-96,3,-97,2,-97,2,-101,5,-98,7,-97,7,-96,5,-359,118,-96,3,-95,4,-99,4,-96,3,-114,10,-96,4,-100,7,-96,4,-99,6
11,-785,96,-100,2,-633,248,-775,106,-97,2,-97,2,-96,3,-97,2,-100,3,-97,2,-97,2,-126,7,-103,7,-101,7,-99,5,-453,121,-100,5,-99,4,-103,7,-101,3,-131,18,-102,5,-107,8,-98,6,-100,7
12,-785,96,-102,2,-633,248,-775,106,-99,2,-99,2,-96,3,-97,2,-100,3,-97,2,-97,2,-127,9,-130,15,-101,8,-99,5,-455,121,-104,6,-102,4,-166,14,-101,3,-146,28,-135,9,-123,12,-102,16,-128,8
13,-785,96,-104,2,-633,248,-775,106,-100,2,-101,2,-100,3,-99,2,-100,3,-97,2,-99,2,-134,13,-136,33,-131,8,-102,5,-500,121,-110,10,-104,4,-172,24,-107,3,-148,28,-138,10,-178,26,-110,23,-128,8
14,-785,96,-104,3,-633,248,-775,106,-101,2,-101,2,-100,3,-99,2,-100,3,-98,2,-100,2,-155,17,-212,38,-131,8,-102,5,-505,121,-110,11,-104,4,-188,33,-107,3,-150,28,-138,12,-206,59,-144,28,-131,10
15,-785,96,-105,4,-633,248,-775,106,-101,2,-101,2,-100,3,-99,2,-100,3,-98,2,-100,2,-156,19,-212,38,-131,8,-102,5,-505,121,-110,12,-104,4,-188,35,-107,3,-150,28,-138,12,-436,69,-146,28,-131,10
16,-785,96,-133,4,-633,248,-775,106,-102,2,-101,2,-100,3,-99,2,-100,3,-100,2,-101,2,-165,30,-215,38,-132,8,-102,5,-563,124,-143,12,-105,4,-201,38,-108,3,-150,28,-138,12,-515,69,-147,28,-133,10
17,-785,96,-133,4,-633,248,-775,106,-102,2,-101,2,-100,3,-99,2,-104,3,-100,2,-101,2,-173,30,-218,38,-132,8,-109,5,-742,124,-143,12,-106,4,-205,39,-108,3,-152,28,-138,12,-525,69,-148,28,-155,18
18,-785,96,-133,4,-633,248,-775,106,-102,2,-102,2,-100,3,-99,2,-107,3,-100,2,-101,2,-190,30,-220,38,-132,8,-109,5,-755,126,-143,12,-123,5,-209,40,-108,3,-152,28,-138,12,-669,71,-148,28,-178,38
19,-785,96,-133,4,-633,248,-775,106,-105,2,-102,2,-104,3,-101,2,-109,3,-100,2,-101,2,-191,30,-236,38,-132,8,-109,5,-755,126,-144,12,-140,5,-240,40,-113,3,-155,28,-140,12,-810,71,-149,28,-199,38
20,-785,96,-133,4,-633,248,-775,106,-111,3,-107,2,-115,3,-104,2,-128,3,-104,2,-119,2,-197,30,-247,38,-132,8,-133,5,-755,126,-144,12,-142,5,-266,40,-150,5,-175,28,-177,12,-810,71,-160,28,-205,39
21,-785,96,-144,4,-633,248,-775,106,-132,3,-129,2,-125,3,-112,2,-128,3,-107,2,-143,13,-209,30,-293,38,-132,8,-138,5,-755,126,-144,12,-163,5,-266,40,-161,5,-181,28,-177,12,-810,71,-193,28,-211,39
22,-785,96,-144,4,-633,248,-775,106,-132,3,-129,2,-139,3,-123,2,-131,3,-129,2,-175,15,-218,30,-340,40,-135,8,-155,6,-755,126,-154,13,-165,5,-288,40,-168,6,-185,28,-177,12,-810,71,-193,28,-251,39
23,-785,96,-144,4,-633,248,-775,106,-132,3,-132,2,-139,3,-133,2,-131,3,-129,2,-175,15,-251,30,-462,43,-150,8,-168,7,-755,126,-156,13,-168,5,-288,40,-174,8,-196,28,-203,12,-810,71,-193,28,-251,39
