,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-312,34,-93,3,-78,18,-85,11,-92,4,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
1,-420,47,-222,3,-78,18,-85,11,-92,4,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
2,-420,47,-462,3,-87,19,-85,11,-92,4,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
3,-420,47,-462,3,-257,99,-85,11,-92,4,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
4,-420,47,-462,3,-334,132,-207,29,-92,4,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
5,-420,47,-462,3,-334,132,-409,56,-112,5,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
6,-420,47,-462,3,-334,132,-409,56,-359,8,-93,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
7,-420,47,-462,3,-334,132,-409,56,-458,9,-243,3,-93,3,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
8,-420,47,-462,3,-334,132,-409,56,-458,9,-461,4,-123,4,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
9,-420,47,-462,3,-334,132,-409,56,-458,9,-461,4,-373,4,-94,2,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
10,-420,47,-462,3,-334,132,-409,56,-458,9,-461,4,-463,4,-253,3,-93,3,-93,3,-93,3,-94,2,-91,5,-91,5,-88,8,-85,11,-94,2,-94,2,-93,3,-91,5,-92,4,-93,3,-87,9,-94,2,-94,2
