,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-88,7,-91,4,-161,88,-88,11,-93,2,-92,3,-93,2,-93,2,-93,2,-93,2,-92,3,-90,5,-99,7,-93,3,-90,5,-125,16,-92,3,-110,4,-96,8,-92,3,-91,4,-93,2,-91,10,-93,2,-91,4
1,-88,7,-94,5,-203,156,-113,38,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-92,3,-90,5,-99,11,-93,4,-90,5,-126,21,-92,3,-110,4,-122,13,-97,3,-91,4,-93,2,-109,12,-93,2,-93,13
2,-88,7,-94,5,-402,186,-120,45,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-92,3,-90,5,-101,11,-93,4,-90,5,-128,22,-92,3,-110,4,-124,13,-97,3,-91,4,-93,2,-109,12,-93,2,-93,13
3,-88,7,-101,5,-431,210,-191,66,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-92,3,-95,5,-121,17,-102,5,-90,5,-147,28,-92,3,-110,4,-135,24,-97,3,-91,4,-93,2,-109,12,-93,2,-100,16
4,-88,7,-101,5,-446,211,-290,92,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-93,3,-95,6,-124,31,-102,6,-90,5,-183,39,-92,3,-110,4,-142,30,-98,3,-94,4,-93,2,-110,14,-93,2,-121,17
5,-88,7,-101,5,-472,220,-500,93,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-93,3,-95,6,-124,31,-102,6,-90,5,-184,42,-92,3,-110,4,-142,30,-98,3,-94,4,-93,2,-110,14,-93,2,-121,17
6,-88,7,-101,5,-552,229,-641,97,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-93,3,-95,6,-125,32,-102,6,-90,5,-185,47,-92,3,-110,4,-146,31,-98,3,-94,4,-93,2,-112,15,-93,2,-121,17
7,-88,7,-101,5,-635,246,-776,105,-93,2,-97,3,-94,2,-93,2,-93,2,-93,2,-93,3,-95,6,-125,32,-102,6,-90,5,-188,51,-92,3,-110,4,-146,31,-98,3,-94,4,-93,2,-112,15,-93,2,-121,17
8,-91,7,-101,5,-635,246,-776,105,-93,2,-99,3,-94,2,-93,2,-93,2,-93,2,-93,3,-98,6,-131,34,-103,6,-90,5,-322,107,-92,3,-110,4,-155,31,-98,3,-95,4,-93,2,-136,19,-93,2,-126,17
9,-91,7,-101,5,-635,246,-776,105,-93,2,-99,3,-94,2,-93,2,-93,2,-93,2,-93,3,-98,6,-131,34,-103,6,-90,5,-538,126,-92,3,-110,4,-155,31,-98,3,-95,4,-93,2,-137,33,-93,2,-126,17
10,-94,7,-105,5,-635,246,-776,105,-93,2,-104,3,-94,2,-93,2,-93,2,-96,2,-93,3,-101,7,-134,34,-112,6,-94,5,-627,127,-92,3,-110,4,-157,31,-99,3,-95,4,-93,2,-226,63,-93,2,-127,19
11,-94,7,-105,5,-635,246,-776,105,-93,2,-104,3,-94,2,-93,2,-93,2,-96,2,-94,4,-101,8,-135,34,-112,6,-98,8,-754,127,-92,3,-110,4,-162,32,-99,3,-96,4,-93,2,-297,68,-93,2,-152,23
12,-96,8,-105,6,-635,246,-776,105,-96,2,-106,3,-115,2,-93,2,-97,2,-99,2,-100,7,-107,11,-139,34,-112,6,-115,11,-754,127,-97,3,-110,4,-188,33,-101,3,-96,4,-95,3,-415,68,-93,2,-168,23
13,-122,12,-113,6,-635,246,-776,105,-99,2,-108,3,-118,2,-96,2,-98,2,-99,2,-135,9,-131,26,-166,35,-112,6,-119,12,-754,127,-99,3,-110,4,-189,33,-101,3,-108,5,-96,3,-484,68,-96,2,-168,25
14,-181,22,-113,6,-635,246,-776,105,-99,2,-108,3,-118,2,-96,2,-98,2,-99,2,-135,9,-199,31,-166,35,-112,6,-119,13,-754,127,-105,4,-115,4,-189,34,-101,3,-123,5,-97,3,-560,70,-96,2,-168,25
15,-249,59,-114,6,-635,246,-776,105,-99,2,-108,3,-118,2,-96,2,-98,2,-99,2,-135,9,-200,31,-169,35,-112,6,-123,16,-754,127,-106,5,-115,4,-189,34,-101,3,-123,5,-97,3,-691,70,-96,2,-168,25
16,-467,91,-114,6,-635,246,-776,105,-99,2,-108,3,-118,2,-96,2,-98,2,-99,2,-135,9,-200,31,-169,35,-112,6,-123,16,-754,127,-106,5,-115,4,-189,34,-101,3,-123,5,-97,3,-691,70,-96,2,-168,25
17,-717,91,-114,6,-635,246,-776,105,-99,2,-108,3,-118,2,-96,2,-98,2,-99,2,-135,9,-200,31,-169,35,-112,6,-123,16,-754,127,-106,5,-115,4,-189,34,-101,3,-123,5,-97,3,-691,70,-96,2,-168,25
18,-786,95,-114,6,-635,246,-776,105,-99,2,-111,3,-119,2,-97,2,-99,2,-102,2,-135,9,-200,31,-169,35,-121,6,-145,22,-754,127,-108,5,-119,4,-189,34,-103,3,-123,5,-98,3,-811,70,-96,2,-170,25
19,-786,95,-114,6,-635,246,-776,105,-104,4,-118,3,-121,2,-99,2,-102,2,-113,2,-135,9,-207,31,-172,35,-123,6,-259,49,-754,127,-119,5,-138,4,-192,34,-120,4,-123,5,-98,3,-811,70,-99,2,-179,27
20,-786,95,-134,6,-635,246,-776,105,-136,5,-129,3,-124,2,-104,2,-102,2,-113,2,-138,9,-207,31,-181,35,-123,6,-339,60,-754,127,-129,5,-138,4,-222,35,-133,5,-123,5,-108,3,-811,70,-102,2,-185,28
21,-786,95,-134,6,-635,246,-776,105,-136,5,-132,3,-125,2,-112,2,-112,2,-121,2,-138,9,-239,31,-182,35,-130,6,-443,61,-754,127,-129,5,-138,4,-229,37,-148,7,-160,8,-111,3,-811,70,-102,2,-190,29
22,-786,95,-134,6,-635,246,-776,105,-146,5,-135,3,-131,2,-126,2,-112,2,-135,2,-149,9,-264,31,-205,35,-133,6,-458,62,-754,127,-131,5,-145,4,-235,37,-173,10,-209,14,-111,3,-811,70,-121,3,-197,29
23,-786,95,-134,6,-635,246,-776,105,-146,5,-141,3,-134,2,-126,2,-124,2,-136,2,-150,9,-264,31,-228,35,-134,6,-471,62,-754,127,-138,5,-154,4,-242,37,-191,10,-229,29,-125,3,-811,70,-158,6,-253,33
24,-786,95,-134,6,-635,246,-776,105,-148,5,-147,3,-139,2,-144,6,-125,2,-140,2,-150,9,-264,31,-228,35,-141,6,-562,62,-754,127,-143,6,-165,5,-248,37,-193,10,-267,29,-125,3,-811,70,-184,27,-254,33
25,-786,95,-145,6,-635,246,-776,105,-151,5,-152,3,-141,2,-150,6,-126,2,-142,2,-157,9,-280,31,-238,36,-170,9,-562,62,-754,127,-167,12,-189,7,-248,37,-199,10,-278,29,-125,3,-811,70,-264,28,-254,33
26,-786,95,-145,6,-635,246,-776,105,-208,5,-160,4,-147,2,-151,6,-134,2,-150,2,-164,9,-306,31,-254,36,-172,9,-565,62,-754,127,-182,12,-213,10,-256,37,-207,10,-285,29,-134,3,-811,70,-293,28,-258,33
27,-786,95,-160,6,-635,246,-776,105,-208,5,-195,5,-152,2,-210,6,-143,2,-157,2,-167,9,-306,31,-265,36,-172,9,-575,62,-754,127,-182,13,-230,11,-278,38,-222,10,-286,29,-156,4,-811,70,-306,29,-258,33
28,-786,95,-164,6,-635,246,-776,105,-208,5,-202,5,-154,2,-210,6,-143,2,-160,2,-204,9,-306,31,-278,36,-172,9,-575,62,-754,127,-207,13,-242,11,-340,39,-222,10,-291,29,-203,4,-811,70,-325,29,-271,33
29,-786,95,-166,6,-635,246,-776,105,-208,6,-204,5,-165,2,-210,6,-155,2,-174,2,-204,9,-323,31,-314,36,-175,9,-658,65,-754,127,-213,13,-242,11,-372,39,-228,10,-293,29,-204,4,-811,70,-344,29,-271,33
30,-786,95,-167,6,-635,246,-776,105,-218,7,-208,6,-166,2,-210,6,-155,2,-177,2,-204,9,-323,31,-314,36,-176,9,-789,65,-754,127,-248,13,-262,11,-373,39,-228,10,-323,29,-209,4,-811,70,-344,29,-277,33
31,-786,95,-167,6,-635,246,-776,105,-218,7,-232,6,-170,2,-210,6,-161,2,-184,2,-204,9,-323,31,-315,36,-194,9,-814,65,-754,127,-248,13,-262,11,-435,39,-238,10,-371,29,-230,4,-811,70,-364,29,-281,33
32,-786,95,-173,6,-635,246,-776,105,-220,7,-234,6,-177,2,-210,6,-186,2,-187,2,-205,9,-332,31,-341,36,-205,9,-816,65,-754,127,-248,13,-262,11,-534,39,-238,10,-383,29,-233,4,-811,70,-395,29,-292,33
33,-786,95,-173,6,-635,246,-776,105,-231,7,-250,6,-177,2,-210,6,-186,2,-187,2,-210,9,-333,31,-341,36,-205,9,-816,65,-754,127,-248,13,-294,11,-646,39,-238,10,-383,29,-306,4,-811,70,-395,29,-292,33
34,-786,95,-173,6,-635,246,-776,105,-238,7,-250,6,-177,2,-210,6,-186,2,-193,2,-210,9,-352,31,-347,36,-205,9,-816,65,-754,127,-248,13,-294,11,-841,40,-239,10,-383,29,-306,4,-811,70,-403,29,-299,33
35,-786,95,-207,6,-635,246,-776,105,-238,7,-259,6,-194,2,-210,6,-196,3,-207,2,-212,9,-394,31,-373,36,-207,9,-816,65,-754,127,-248,13,-294,11,-841,40,-266,10,-383,29,-309,6,-811,70,-441,29,-321,34
36,-786,95,-207,6,-635,246,-776,105,-272,7,-259,6,-195,2,-210,6,-244,3,-207,2,-230,9,-394,31,-381,36,-214,9,-816,65,-754,127,-248,13,-294,11,-841,40,-266,10,-402,29,-357,10,-811,70,-471,29,-354,34
