,hamming_loss,f_beta,coverage,ranking_loss,average_precision,macro_averaging,micro_averaging,one_error
0,0.08634868421052631,0.010416666666666666,6.9375,7.640625,0.09304511278195489,0.013157894736842105,0.01869158878504673,0.03125
1,0.08634868421052631,0.010416666666666666,7.53125,7.78125,0.09304511278195489,0.013157894736842105,0.01869158878504673,0.03125
2,0.08634868421052631,0.010416666666666666,7.65625,7.953125,0.09304511278195489,0.013157894736842105,0.01869158878504673,0.03125
3,0.08634868421052631,0.010416666666666666,7.203125,7.515625,0.09304511278195489,0.013157894736842105,0.01869158878504673,0.03125
4,0.08552631578947369,0.010416666666666666,7.703125,8.265625,0.09304511278195489,0.013157894736842105,0.01886792452830189,0.03125
5,0.08717105263157894,0.010416666666666666,7.859375,8.265625,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
6,0.08717105263157894,0.010416666666666666,7.0,7.25,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
7,0.08717105263157894,0.010416666666666666,7.46875,7.65625,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
8,0.08717105263157894,0.010416666666666666,7.375,7.46875,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
9,0.08717105263157894,0.010416666666666666,7.359375,7.4375,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
10,0.08717105263157894,0.010416666666666666,7.40625,7.515625,0.09304511278195489,0.013157894736842105,0.018518518518518517,0.03125
11,0.08470394736842106,0.02487244897959184,7.34375,7.328125,0.10643796992481204,0.031578947368421054,0.05504587155963303,0.03125
12,0.08552631578947369,0.02487244897959184,6.8125,6.984375,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
13,0.08634868421052631,0.02487244897959184,6.703125,6.65625,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
14,0.08634868421052631,0.02487244897959184,6.71875,6.734375,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
15,0.08717105263157894,0.02487244897959184,6.640625,6.484375,0.10643796992481204,0.031578947368421054,0.05357142857142857,0.03125
16,0.08717105263157894,0.02487244897959184,6.71875,6.671875,0.10643796992481204,0.031578947368421054,0.05357142857142857,0.03125
17,0.08634868421052631,0.02487244897959184,6.609375,6.5,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
18,0.08470394736842106,0.02487244897959184,6.765625,6.484375,0.10643796992481204,0.031578947368421054,0.05504587155963303,0.03125
19,0.08470394736842106,0.02487244897959184,6.8125,6.703125,0.10643796992481204,0.031578947368421054,0.05504587155963303,0.03125
20,0.08470394736842106,0.02487244897959184,6.640625,6.421875,0.10643796992481204,0.031578947368421054,0.05504587155963303,0.03125
21,0.08634868421052631,0.02487244897959184,6.390625,6.15625,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
22,0.08634868421052631,0.02487244897959184,6.28125,5.828125,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
23,0.08634868421052631,0.02487244897959184,6.734375,6.4375,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
24,0.08634868421052631,0.02487244897959184,6.578125,6.25,0.10643796992481204,0.031578947368421054,0.05405405405405405,0.03125
25,0.08552631578947369,0.02487244897959184,6.59375,6.265625,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
26,0.08552631578947369,0.02487244897959184,6.234375,5.953125,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
27,0.08552631578947369,0.02487244897959184,6.4375,6.109375,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
28,0.08552631578947369,0.02487244897959184,6.46875,6.078125,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
29,0.08552631578947369,0.02487244897959184,6.796875,6.421875,0.10643796992481204,0.031578947368421054,0.054545454545454536,0.03125
30,0.08388157894736842,0.03544776119402985,6.375,6.09375,0.11313439849624059,0.03827751196172249,0.07272727272727274,0.03125
31,0.08388157894736842,0.03544776119402985,6.296875,6.109375,0.11313439849624059,0.03827751196172249,0.07272727272727274,0.03125
32,0.08388157894736842,0.03544776119402985,6.359375,6.140625,0.11313439849624059,0.03827751196172249,0.07272727272727274,0.03125
33,0.08388157894736842,0.03544776119402985,6.515625,6.34375,0.11313439849624059,0.03827751196172249,0.07272727272727274,0.03125
34,0.08388157894736842,0.03544776119402985,6.265625,5.9375,0.11313439849624059,0.03827751196172249,0.07272727272727274,0.03125
35,0.08305921052631579,0.03544776119402985,6.453125,6.109375,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
36,0.08305921052631579,0.03544776119402985,6.296875,6.109375,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
37,0.08305921052631579,0.03544776119402985,6.328125,5.84375,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
38,0.08305921052631579,0.03544776119402985,6.3125,5.9375,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
39,0.08305921052631579,0.03544776119402985,6.25,5.71875,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
40,0.08305921052631579,0.03544776119402985,6.515625,6.140625,0.11313439849624059,0.03827751196172249,0.07339449541284404,0.03125
41,0.08388157894736842,0.045955882352941166,6.453125,5.96875,0.11709671907040328,0.047049441786283897,0.08928571428571427,0.03125
42,0.08388157894736842,0.045955882352941166,6.15625,5.703125,0.11709671907040328,0.047049441786283897,0.08928571428571427,0.03125
43,0.08388157894736842,0.045955882352941166,6.15625,5.765625,0.11709671907040328,0.047049441786283897,0.08928571428571427,0.03125
44,0.08305921052631579,0.045955882352941166,6.078125,5.625,0.11709671907040328,0.047049441786283897,0.09009009009009009,0.03125
45,0.08305921052631579,0.045955882352941166,6.0625,5.59375,0.11709671907040328,0.047049441786283897,0.09009009009009009,0.03125
46,0.08388157894736842,0.045955882352941166,6.25,5.828125,0.11709671907040328,0.047049441786283897,0.08928571428571427,0.03125
