,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-69,2,-66,5,-63,8,-69,2,-67,5,-68,3,-64,8,-65,6,-77,21,-64,7,-92,39,-68,3,-66,5,-68,3,-64,7,-65,6,-68,3,-68,3,-69,8
1,-69,2,-66,5,-67,10,-69,2,-67,5,-68,3,-64,8,-65,6,-100,30,-64,7,-126,54,-68,3,-66,5,-68,3,-65,7,-65,6,-68,3,-68,3,-75,9
2,-69,2,-66,7,-74,14,-71,2,-71,5,-69,3,-68,9,-65,6,-125,37,-64,7,-154,62,-68,3,-66,5,-68,3,-65,8,-66,6,-68,3,-68,3,-75,9
3,-69,2,-66,7,-75,16,-71,2,-71,5,-69,3,-68,10,-65,6,-131,37,-64,7,-216,85,-68,3,-66,5,-68,3,-65,8,-66,6,-68,3,-68,3,-75,9
4,-70,2,-66,12,-85,20,-72,2,-71,5,-69,3,-73,12,-65,6,-133,37,-64,11,-257,88,-68,7,-68,5,-68,3,-70,10,-70,6,-68,3,-68,3,-75,9
5,-70,2,-84,34,-92,24,-72,2,-71,5,-70,3,-74,14,-65,6,-133,37,-82,21,-258,88,-68,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
6,-70,2,-110,53,-94,25,-72,2,-71,5,-70,3,-77,15,-65,6,-133,37,-86,24,-292,90,-68,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
7,-70,2,-192,63,-95,25,-72,2,-71,5,-70,3,-77,15,-65,6,-133,37,-86,25,-293,90,-68,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
8,-70,2,-213,64,-95,25,-72,2,-71,5,-70,3,-77,15,-65,6,-133,37,-86,28,-363,90,-68,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
9,-70,2,-237,65,-95,25,-72,2,-71,5,-70,3,-77,17,-65,6,-133,37,-102,32,-409,92,-68,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
10,-70,2,-242,65,-104,27,-72,2,-71,5,-70,3,-80,18,-65,6,-133,37,-117,34,-464,94,-69,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-75,9
11,-70,2,-303,67,-104,27,-72,2,-71,5,-71,4,-81,18,-65,6,-133,37,-139,37,-467,94,-69,7,-72,5,-72,4,-72,10,-70,6,-68,3,-68,3,-76,9
12,-70,2,-362,69,-107,27,-72,2,-71,5,-71,4,-83,18,-65,6,-137,37,-144,37,-482,95,-69,7,-72,5,-72,4,-72,11,-70,6,-68,3,-68,3,-76,12
13,-70,2,-445,69,-110,27,-72,2,-71,5,-71,4,-84,18,-65,6,-137,37,-144,37,-482,95,-69,7,-72,5,-72,4,-73,11,-70,6,-68,3,-68,3,-83,12
14,-70,2,-506,71,-117,28,-72,2,-71,5,-72,4,-92,18,-65,6,-139,38,-148,37,-485,95,-69,7,-72,5,-73,4,-73,11,-72,7,-68,3,-68,3,-83,13
15,-70,2,-508,72,-165,35,-72,2,-73,5,-72,4,-92,18,-65,6,-166,40,-149,37,-485,95,-69,7,-72,5,-73,4,-73,11,-73,7,-69,3,-68,3,-84,15
16,-70,2,-509,72,-167,36,-72,2,-73,5,-72,5,-92,18,-65,6,-171,40,-211,40,-486,95,-69,7,-72,5,-74,4,-75,11,-73,7,-69,3,-68,3,-100,15
17,-70,2,-509,72,-180,37,-72,2,-73,5,-79,7,-98,19,-65,6,-201,41,-215,40,-486,95,-69,8,-72,6,-74,4,-79,15,-74,7,-69,3,-86,3,-101,15
18,-70,2,-509,72,-183,37,-72,2,-73,5,-80,7,-99,19,-71,6,-205,41,-280,46,-486,95,-69,8,-72,6,-74,4,-85,18,-74,7,-69,3,-86,3,-101,15
19,-70,2,-509,72,-183,37,-72,2,-73,5,-80,7,-105,20,-71,6,-205,41,-357,46,-486,95,-69,8,-72,7,-74,4,-92,20,-74,7,-69,3,-86,3,-101,16
20,-70,2,-509,72,-183,37,-72,2,-74,6,-80,7,-133,24,-71,6,-206,41,-387,46,-486,95,-69,8,-72,7,-74,5,-106,22,-77,7,-69,3,-86,3,-110,17
21,-71,2,-509,72,-197,38,-72,2,-78,6,-80,7,-138,25,-71,6,-217,41,-397,46,-486,95,-72,8,-72,7,-74,5,-131,22,-77,7,-69,3,-86,3,-128,19
22,-71,2,-509,72,-199,38,-72,2,-78,6,-81,7,-171,25,-71,6,-258,41,-412,46,-486,95,-72,8,-72,7,-74,5,-132,22,-78,7,-69,3,-86,3,-129,19
23,-71,2,-509,72,-270,38,-72,2,-82,8,-82,7,-171,25,-71,6,-258,41,-421,46,-486,95,-76,8,-73,7,-74,5,-132,22,-81,7,-69,3,-86,3,-129,19
24,-71,2,-509,72,-270,38,-72,2,-101,8,-82,7,-171,25,-71,6,-272,41,-449,46,-486,95,-76,8,-73,7,-74,5,-132,22,-81,7,-69,3,-86,3,-160,22
25,-71,2,-509,72,-270,38,-72,2,-101,8,-82,7,-172,25,-71,6,-307,41,-449,46,-486,95,-76,8,-75,7,-74,5,-132,22,-131,7,-69,3,-87,3,-166,22
