,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-23,8,-25,8,-18,16,-18,15,-21,12,-25,15
1,-26,12,-26,8,-22,22,-21,16,-22,15,-28,16
2,-28,12,-26,10,-23,22,-23,18,-28,23,-30,21
3,-28,15,-27,11,-26,29,-25,21,-32,27,-30,23
4,-28,16,-28,11,-28,34,-25,23,-35,31,-39,26
5,-30,20,-28,11,-28,37,-27,30,-37,34,-42,30
6,-33,23,-29,13,-33,40,-31,30,-40,34,-44,34
7,-36,31,-29,13,-34,41,-33,34,-43,36,-45,39
8,-38,31,-31,13,-36,47,-36,36,-45,39,-48,44
9,-39,35,-35,13,-38,50,-39,37,-46,41,-52,49
10,-42,40,-36,13,-39,55,-39,41,-53,41,-55,50
11,-43,41,-37,13,-45,58,-40,43,-57,43,-57,57
12,-46,46,-40,13,-49,61,-41,45,-60,44,-58,61
13,-47,48,-41,15,-52,67,-41,51,-60,48,-60,64
14,-49,50,-43,16,-54,71,-45,53,-62,49,-65,67
15,-49,53,-45,16,-61,75,-46,54,-66,50,-69,70
16,-49,54,-47,20,-66,75,-49,57,-71,54,-71,71
17,-55,57,-52,21,-68,78,-50,57,-74,55,-73,74
18,-59,58,-54,25,-71,79,-54,58,-74,57,-77,78
19,-62,60,-54,30,-75,81,-55,60,-75,58,-84,80
20,-63,63,-55,32,-78,85,-59,61,-79,60,-86,83
21,-63,65,-59,36,-83,87,-61,62,-80,62,-91,85
22,-66,65,-60,36,-85,92,-66,63,-83,64,-94,90
23,-66,65,-63,39,-87,94,-70,67,-86,65,-95,97
24,-71,68,-69,39,-90,96,-72,69,-87,66,-96,101
25,-72,69,-72,40,-96,99,-76,71,-90,66,-99,104
26,-76,73,-74,43,-100,102,-77,71,-92,69,-102,105
27,-77,75,-77,45,-105,106,-78,72,-96,76,-102,105
28,-83,77,-77,45,-108,113,-80,75,-98,77,-104,107
29,-83,81,-78,45,-109,115,-83,81,-102,78,-108,111
30,-86,81,-81,46,-112,120,-85,81,-104,81,-112,115
31,-88,82,-83,46,-114,126,-87,81,-107,82,-118,120
32,-89,83,-83,47,-118,130,-89,82,-112,86,-121,124
33,-91,85,-83,47,-119,135,-91,86,-122,89,-121,125
34,-93,88,-87,51,-120,139,-97,87,-124,89,-124,125
35,-94,91,-89,53,-124,147,-97,87,-129,90,-128,125
36,-97,93,-91,53,-125,151,-103,89,-131,92,-130,129
37,-99,93,-98,53,-128,156,-106,89,-136,93,-132,131
38,-101,94,-103,55,-131,158,-110,91,-139,95,-135,132
39,-103,97,-109,55,-132,160,-113,95,-141,97,-140,132
40,-109,101,-110,56,-136,162,-114,96,-143,98,-144,135
41,-110,103,-114,57,-138,164,-119,97,-149,99,-146,138
42,-113,109,-117,57,-141,166,-123,98,-154,100,-147,139
43,-115,109,-123,57,-144,170,-125,101,-156,101,-152,141
44,-120,113,-126,59,-149,171,-125,103,-162,102,-153,141
45,-124,113,-132,60,-154,173,-129,104,-164,104,-156,141
46,-124,116,-132,60,-156,174,-133,107,-171,107,-162,142
47,-127,119,-134,60,-158,175,-139,107,-177,109,-164,145
48,-134,121,-134,62,-161,177,-142,107,-181,112,-166,147
49,-140,121,-136,63,-161,177,-147,109,-187,114,-170,149
50,-145,121,-140,64,-166,181,-149,111,-188,116,-174,149
51,-148,122,-148,67,-166,183,-155,112,-189,116,-177,151
52,-151,122,-153,70,-170,185,-156,113,-194,118,-180,152
53,-153,122,-155,71,-174,185,-163,114,-202,119,-184,152
54,-157,122,-158,71,-174,188,-166,115,-210,121,-186,156
55,-160,123,-165,75,-179,192,-166,116,-214,122,-186,156
56,-163,123,-166,78,-182,194,-168,118,-220,123,-191,158
57,-165,123,-169,80,-186,196,-172,118,-226,127,-194,158
58,-167,123,-173,83,-191,196,-179,120,-230,127,-197,158
59,-172,123,-179,86,-192,197,-181,120,-237,127,-202,158
60,-177,126,-186,86,-193,200,-182,121,-242,127,-204,160
61,-180,127,-190,87,-201,203,-185,121,-246,128,-204,162
62,-185,129,-195,87,-204,204,-190,122,-249,129,-207,163
63,-188,129,-202,89,-206,205,-194,123,-253,130,-212,163
64,-195,129,-207,90,-207,207,-198,124,-257,133,-214,163
65,-199,130,-208,91,-209,209,-204,124,-263,133,-220,164
66,-204,130,-212,91,-210,212,-208,124,-270,134,-223,166
67,-207,131,-215,94,-216,215,-210,125,-273,134,-228,166
68,-214,131,-220,96,-221,216,-215,125,-275,134,-230,167
69,-219,132,-224,100,-222,217,-221,125,-280,134,-233,167
70,-226,133,-228,102,-223,219,-224,125,-283,136,-238,167
71,-230,135,-233,103,-227,220,-231,125,-287,136,-240,167
72,-232,136,-241,105,-227,220,-240,126,-290,136,-243,168
73,-238,137,-252,106,-229,220,-244,126,-292,136,-246,168
74,-245,137,-256,108,-233,221,-244,127,-296,137,-251,169
75,-249,140,-262,108,-237,223,-248,127,-300,138,-252,170
76,-254,141,-265,111,-238,224,-255,127,-303,140,-256,170
77,-260,142,-268,112,-238,226,-260,127,-306,142,-263,170
78,-266,142,-272,113,-244,226,-264,127,-309,142,-269,170
79,-271,142,-277,114,-248,226,-269,127,-311,144,-273,172
