,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18
0,-68,5,-72,12,-66,12,-85,2,-69,3,-72,2,-72,10,-68,8,-67,10,-63,11,-70,15,-68,5,-67,5,-71,5,-73,7,-74,4,-70,3,-71,3,-68,7
1,-75,5,-73,13,-69,14,-90,2,-69,3,-72,2,-78,13,-68,8,-71,10,-74,13,-80,19,-69,5,-71,5,-73,5,-89,7,-75,5,-72,3,-73,3,-73,9
2,-77,5,-77,19,-73,16,-97,2,-71,3,-73,2,-82,13,-78,8,-73,13,-76,13,-88,23,-69,6,-72,5,-74,6,-98,7,-78,5,-77,3,-75,3,-81,12
3,-81,5,-79,25,-78,18,-97,2,-79,3,-74,2,-84,15,-83,9,-74,14,-87,15,-100,24,-69,6,-75,5,-79,6,-109,8,-78,5,-80,3,-76,3,-85,13
4,-89,6,-79,29,-85,19,-98,2,-80,3,-74,2,-88,16,-84,10,-83,15,-105,16,-112,24,-69,6,-81,5,-79,6,-119,8,-80,5,-81,3,-76,3,-90,13
5,-92,6,-82,33,-92,22,-108,4,-80,3,-76,2,-91,17,-92,10,-84,15,-111,17,-119,27,-70,7,-83,5,-80,6,-134,10,-84,5,-82,3,-77,3,-93,13
6,-102,8,-85,34,-96,22,-111,4,-83,3,-79,2,-92,17,-96,11,-89,17,-118,19,-130,31,-71,7,-83,6,-83,6,-142,10,-86,5,-86,3,-79,3,-99,15
7,-107,8,-90,37,-109,23,-114,4,-87,3,-80,2,-92,17,-99,11,-95,22,-123,19,-138,33,-72,7,-87,6,-85,6,-152,10,-92,5,-89,3,-80,3,-103,15
8,-107,8,-97,39,-114,24,-119,4,-87,3,-84,2,-93,18,-107,11,-101,24,-138,22,-144,36,-73,7,-89,6,-87,6,-161,11,-92,6,-93,3,-81,3,-107,16
9,-112,8,-99,40,-120,26,-119,4,-88,3,-84,2,-93,19,-116,11,-104,27,-154,25,-150,42,-74,9,-91,6,-88,6,-166,11,-95,6,-101,3,-85,3,-111,17
10,-116,8,-103,43,-128,26,-125,4,-89,3,-86,2,-97,19,-124,11,-109,29,-160,25,-156,44,-77,9,-97,7,-95,6,-172,11,-98,6,-104,3,-87,3,-114,17
11,-120,8,-112,43,-131,27,-129,4,-90,3,-88,2,-99,20,-131,13,-112,30,-167,27,-168,47,-77,9,-101,8,-99,6,-181,11,-102,6,-107,3,-89,3,-117,18
12,-122,8,-116,43,-139,27,-135,4,-93,3,-90,2,-104,20,-138,14,-116,30,-177,30,-183,53,-78,9,-103,9,-100,6,-187,11,-105,7,-110,3,-90,3,-117,18
13,-129,8,-120,44,-147,27,-137,4,-97,3,-91,2,-106,20,-149,15,-119,31,-183,32,-191,55,-81,9,-104,9,-105,7,-194,13,-107,7,-113,3,-93,3,-121,19
14,-136,8,-122,45,-152,27,-139,4,-100,3,-93,2,-108,20,-153,16,-124,35,-193,32,-199,55,-82,9,-112,10,-107,7,-208,13,-109,7,-117,3,-93,3,-128,19
15,-143,8,-125,46,-161,27,-143,4,-102,3,-95,2,-111,20,-163,19,-129,36,-196,33,-209,59,-84,10,-114,11,-110,7,-216,13,-112,7,-119,3,-93,3,-133,19
16,-156,8,-131,47,-165,27,-149,4,-104,3,-100,2,-115,21,-166,19,-136,36,-205,33,-213,59,-84,10,-117,11,-115,7,-220,15,-113,7,-122,3,-93,3,-145,19
17,-164,8,-140,49,-171,27,-151,4,-108,3,-102,2,-116,22,-169,20,-140,36,-211,33,-225,61,-84,10,-124,12,-117,7,-227,15,-115,7,-126,3,-95,3,-152,19
18,-169,8,-141,51,-174,27,-153,4,-110,3,-103,2,-121,22,-180,20,-144,36,-225,34,-232,65,-84,10,-126,12,-126,7,-233,15,-117,8,-128,3,-97,4,-159,20
19,-176,8,-143,52,-179,28,-156,4,-114,3,-104,2,-122,22,-190,20,-153,37,-231,35,-238,65,-86,11,-127,12,-128,7,-245,17,-119,8,-136,3,-101,4,-162,20
20,-179,8,-147,53,-186,28,-160,4,-124,4,-105,2,-129,22,-192,20,-160,37,-241,35,-242,66,-88,12,-137,13,-133,7,-251,18,-120,8,-138,3,-103,4,-164,20
21,-184,8,-150,53,-190,29,-162,4,-129,4,-107,2,-133,23,-196,20,-171,38,-248,36,-249,67,-90,12,-140,13,-135,7,-266,19,-124,8,-142,3,-108,4,-164,20
22,-189,8,-153,53,-199,29,-168,4,-134,4,-111,2,-134,24,-196,20,-177,38,-258,36,-260,69,-92,12,-142,13,-139,7,-277,19,-124,8,-147,3,-110,4,-170,20
23,-194,8,-156,53,-211,29,-168,4,-138,4,-114,2,-136,24,-202,20,-186,39,-273,37,-264,70,-93,12,-145,13,-145,7,-287,20,-127,8,-151,3,-111,4,-170,20
24,-198,8,-159,54,-216,29,-170,4,-149,4,-117,2,-138,24,-210,20,-190,39,-283,37,-270,71,-93,12,-152,13,-150,7,-296,20,-131,8,-154,3,-113,4,-174,21
25,-201,8,-162,54,-222,32,-173,4,-156,4,-118,3,-140,24,-217,21,-193,39,-290,39,-276,71,-95,12,-159,13,-155,7,-300,20,-140,8,-162,3,-114,4,-178,21
26,-211,8,-163,57,-228,33,-174,4,-163,4,-126,3,-140,25,-221,21,-197,40,-294,39,-277,72,-97,12,-161,14,-158,7,-311,22,-142,8,-166,3,-117,4,-190,21
27,-214,8,-167,57,-231,33,-178,4,-169,4,-129,3,-143,25,-228,21,-202,40,-306,39,-284,74,-98,12,-162,14,-166,7,-317,23,-149,8,-169,3,-124,4,-192,21
28,-228,8,-170,57,-236,33,-179,4,-177,4,-134,3,-147,25,-231,21,-207,41,-310,39,-284,74,-100,12,-167,14,-170,7,-332,24,-151,8,-175,3,-126,4,-197,21
29,-241,9,-175,58,-239,34,-179,4,-179,4,-144,3,-151,25,-236,21,-220,43,-321,40,-288,75,-100,13,-172,15,-176,7,-332,24,-152,8,-176,3,-128,4,-198,21
30,-251,9,-179,60,-249,35,-180,4,-181,4,-147,3,-153,26,-240,22,-224,43,-324,40,-292,75,-103,13,-177,15,-189,7,-338,24,-153,8,-177,3,-134,4,-206,21
31,-254,9,-185,61,-255,36,-186,4,-186,4,-153,3,-153,26,-242,22,-238,44,-326,40,-306,75,-107,13,-185,16,-193,7,-338,24,-155,8,-179,3,-136,4,-210,22
32,-256,9,-189,61,-260,36,-188,4,-196,4,-160,3,-157,26,-242,23,-246,44,-330,40,-311,76,-111,13,-188,16,-202,7,-346,25,-161,8,-181,3,-138,4,-217,22
33,-263,9,-193,62,-267,36,-193,4,-200,4,-165,3,-160,26,-246,23,-255,44,-334,40,-314,76,-115,13,-200,16,-212,7,-350,25,-163,8,-183,3,-140,4,-220,22
34,-272,10,-195,62,-270,36,-197,4,-206,4,-168,3,-164,26,-251,23,-261,44,-338,40,-317,76,-116,14,-207,16,-223,7,-358,25,-165,8,-188,3,-148,4,-222,22
35,-278,10,-201,63,-272,37,-199,4,-214,5,-171,3,-167,27,-258,24,-267,44,-344,40,-319,76,-120,14,-216,16,-225,7,-361,25,-172,8,-195,3,-151,4,-226,22
36,-282,10,-204,63,-278,37,-200,4,-225,5,-177,3,-170,28,-260,25,-275,44,-348,40,-323,79,-121,14,-222,18,-232,7,-365,25,-175,8,-200,3,-151,4,-236,22
37,-290,10,-206,65,-281,38,-203,4,-234,5,-181,3,-172,29,-267,25,-278,44,-351,40,-326,80,-124,14,-230,18,-242,7,-373,25,-178,8,-202,3,-155,4,-241,22
38,-295,10,-209,65,-284,38,-204,4,-237,5,-183,3,-177,29,-275,26,-281,44,-352,40,-331,80,-129,14,-242,18,-253,7,-384,26,-184,8,-203,3,-157,4,-247,22
39,-300,10,-211,66,-291,38,-205,4,-239,5,-190,3,-184,29,-280,26,-290,44,-357,40,-339,81,-133,14,-248,18,-259,7,-388,26,-192,8,-205,3,-159,4,-250,22
40,-308,10,-221,67,-297,38,-207,4,-249,5,-196,4,-184,29,-285,26,-295,45,-359,40,-343,82,-137,14,-255,19,-262,7,-390,26,-197,8,-208,3,-161,4,-256,22
41,-317,10,-224,67,-304,38,-211,4,-261,5,-198,4,-191,29,-288,26,-298,46,-361,40,-351,83,-138,14,-260,19,-272,7,-394,26,-200,8,-211,3,-166,4,-258,22
42,-322,10,-230,67,-309,38,-213,4,-265,5,-200,5,-196,29,-292,27,-300,47,-363,40,-365,83,-139,14,-267,19,-280,7,-396,26,-201,8,-216,3,-169,4,-272,22
43,-328,10,-236,67,-315,39,-220,4,-269,5,-205,5,-205,29,-301,27,-308,47,-368,40,-366,83,-141,15,-269,19,-287,7,-403,26,-201,8,-218,3,-171,4,-276,23
44,-333,10,-241,67,-317,39,-222,4,-278,6,-210,5,-213,29,-303,27,-316,47,-379,41,-370,83,-144,15,-277,19,-290,7,-407,26,-204,8,-223,3,-174,4,-279,23
