,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-24,8,-26,7,-24,10,-24,10,-26,9,-23,13
1,-25,9,-28,8,-30,11,-29,10,-31,9,-29,15
2,-28,12,-30,10,-36,11,-31,10,-35,10,-33,18
3,-32,14,-32,13,-39,11,-34,13,-39,10,-37,20
4,-33,15,-37,15,-41,13,-37,15,-45,13,-38,22
5,-36,16,-41,16,-44,15,-45,16,-47,15,-41,22
6,-40,17,-44,16,-47,19,-47,17,-51,16,-47,23
7,-45,18,-46,17,-49,21,-56,19,-52,17,-50,24
8,-47,21,-51,18,-51,22,-61,21,-54,18,-54,26
9,-52,22,-57,19,-55,26,-63,23,-56,19,-55,27
10,-54,23,-59,24,-57,27,-67,23,-60,20,-61,29
11,-57,24,-62,25,-60,31,-69,26,-62,22,-66,30
12,-59,24,-67,27,-63,32,-73,29,-65,23,-68,34
13,-64,24,-70,31,-67,36,-76,30,-67,24,-70,35
14,-68,27,-75,33,-68,38,-82,31,-68,26,-72,36
15,-69,29,-77,36,-72,39,-86,32,-74,27,-75,38
16,-71,33,-81,37,-76,42,-86,35,-80,27,-76,40
17,-75,35,-83,42,-77,44,-91,35,-86,27,-79,40
18,-79,37,-86,43,-79,46,-95,38,-90,29,-81,41
19,-81,37,-92,44,-81,48,-100,40,-94,31,-84,42
20,-83,38,-96,45,-82,51,-104,41,-99,33,-88,44
21,-86,38,-101,46,-84,52,-113,43,-102,34,-90,45
22,-87,38,-106,46,-87,54,-119,45,-105,36,-94,47
23,-92,40,-108,47,-91,58,-122,45,-112,37,-95,47
24,-94,40,-111,49,-93,61,-126,48,-116,37,-100,49
25,-100,40,-116,51,-95,63,-128,49,-119,41,-103,49
26,-104,42,-119,55,-101,67,-128,49,-122,43,-105,49
27,-107,44,-124,56,-104,67,-130,51,-127,44,-110,50
28,-112,44,-127,57,-104,68,-140,51,-128,46,-113,54
29,-114,47,-129,58,-105,70,-143,51,-133,50,-118,56
30,-118,48,-136,58,-106,71,-150,51,-136,50,-122,58
31,-123,50,-137,58,-108,76,-153,51,-141,51,-125,61
32,-127,50,-141,59,-111,77,-157,52,-148,51,-128,63
33,-128,52,-145,61,-111,79,-162,53,-151,54,-133,65
34,-132,54,-150,62,-112,83,-165,53,-154,58,-134,67
35,-136,55,-154,62,-113,86,-170,54,-158,61,-138,67
36,-142,57,-155,65,-116,86,-173,55,-162,64,-140,69
37,-146,60,-159,66,-117,90,-173,58,-167,65,-144,69
38,-147,64,-161,67,-121,91,-178,59,-169,66,-151,70
39,-150,65,-169,70,-124,92,-181,61,-170,67,-155,70
40,-151,67,-174,72,-129,92,-185,63,-172,67,-158,74
41,-155,67,-180,74,-130,93,-190,65,-176,69,-161,74
42,-159,71,-184,76,-131,93,-195,65,-181,70,-163,76
43,-161,73,-189,78,-137,93,-198,67,-185,71,-164,78
44,-165,75,-192,80,-139,95,-201,69,-189,72,-167,80
45,-166,76,-196,80,-144,96,-208,69,-195,73,-170,81
46,-168,77,-200,80,-145,99,-212,71,-198,75,-174,85
47,-170,78,-204,84,-148,100,-213,71,-202,80,-178,86
48,-176,81,-206,85,-151,101,-216,73,-204,82,-181,88
49,-181,84,-210,86,-153,102,-216,76,-208,82,-184,92
50,-185,85,-212,89,-155,104,-220,78,-213,83,-186,94
51,-192,88,-214,90,-157,107,-221,79,-217,84,-187,98
52,-198,88,-216,91,-159,108,-226,80,-219,86,-191,102
53,-201,88,-217,92,-163,109,-230,83,-220,88,-198,105
54,-204,91,-220,94,-166,110,-233,83,-225,90,-203,105
55,-206,92,-223,97,-170,113,-236,85,-228,91,-207,106
56,-211,96,-223,98,-172,119,-237,86,-233,92,-210,107
57,-211,100,-227,98,-178,121,-241,86,-236,93,-214,109
58,-212,100,-228,99,-183,125,-243,86,-242,98,-217,111
59,-214,100,-233,99,-187,129,-246,89,-247,99,-219,112
60,-217,103,-234,99,-189,135,-249,89,-251,100,-226,112
61,-222,103,-235,102,-190,137,-251,92,-254,102,-232,114
62,-225,103,-236,104,-192,138,-260,94,-259,103,-234,116
63,-226,107,-240,105,-193,141,-268,96,-261,103,-237,117
64,-227,110,-245,106,-196,142,-272,98,-267,104,-239,118
65,-230,111,-249,108,-199,143,-276,99,-270,108,-243,118
66,-234,113,-252,108,-200,146,-277,102,-273,111,-249,119
67,-237,113,-257,108,-201,151,-281,103,-275,113,-253,122
68,-241,114,-260,109,-206,153,-283,105,-279,114,-254,126
69,-244,114,-265,111,-208,154,-286,106,-285,114,-259,128
70,-247,115,-269,112,-215,158,-289,106,-288,115,-261,129
71,-253,115,-270,114,-217,161,-298,107,-290,115,-263,131
72,-259,116,-273,116,-222,164,-301,108,-292,115,-267,131
73,-261,117,-275,121,-228,165,-303,110,-296,116,-271,131
74,-269,119,-281,121,-229,167,-306,111,-301,116,-273,131
75,-277,119,-285,122,-230,169,-310,111,-307,118,-275,131
76,-280,119,-288,122,-232,173,-312,113,-311,120,-282,132
77,-281,122,-291,123,-234,175,-315,114,-317,121,-286,135
78,-284,123,-295,123,-240,176,-319,115,-322,123,-288,136
79,-288,126,-299,123,-243,179,-323,116,-324,124,-293,136
