,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23,n24,p24
0,-89,6,-92,3,-170,66,-89,7,-92,3,-93,2,-93,2,-93,3,-93,2,-96,2,-92,3,-92,5,-89,6,-96,4,-92,3,-115,17,-94,3,-91,4,-94,5,-93,2,-94,5,-94,2,-128,16,-92,3,-91,4
1,-93,6,-92,3,-203,128,-94,9,-92,3,-93,2,-93,2,-94,3,-93,2,-96,2,-95,5,-106,10,-94,7,-132,8,-92,3,-115,17,-95,4,-91,4,-95,6,-93,2,-99,6,-95,2,-151,32,-92,3,-109,9
2,-93,6,-92,3,-315,229,-94,9,-92,3,-93,2,-93,2,-94,3,-93,2,-96,2,-95,6,-106,10,-94,7,-132,8,-92,3,-115,17,-95,4,-91,4,-95,6,-93,2,-99,6,-95,2,-164,49,-92,3,-114,10
3,-93,6,-92,3,-493,239,-94,9,-92,3,-93,2,-93,2,-94,3,-93,2,-96,2,-111,7,-106,10,-94,7,-132,8,-92,3,-115,17,-95,4,-91,4,-95,6,-93,2,-99,6,-95,2,-197,61,-92,3,-114,10
4,-95,6,-92,3,-497,239,-97,13,-92,3,-93,2,-93,2,-94,4,-93,2,-98,3,-113,7,-109,11,-124,8,-132,10,-92,3,-125,19,-99,5,-91,4,-100,7,-93,2,-102,6,-97,2,-317,64,-92,3,-149,18
5,-97,7,-95,3,-501,239,-104,66,-92,3,-93,2,-93,2,-97,4,-99,2,-98,3,-129,8,-111,12,-124,8,-133,10,-95,3,-182,30,-102,6,-95,4,-119,7,-93,2,-102,6,-98,4,-318,64,-96,3,-174,37
6,-97,7,-95,3,-501,239,-333,87,-92,3,-93,2,-93,2,-97,4,-99,2,-98,3,-129,8,-111,12,-124,8,-133,10,-95,3,-182,30,-102,6,-95,4,-119,7,-93,2,-102,6,-98,4,-318,64,-96,3,-174,37
7,-97,7,-95,3,-503,239,-564,104,-92,3,-93,2,-93,2,-97,4,-99,2,-98,3,-129,8,-111,12,-124,8,-133,10,-95,3,-182,30,-102,6,-95,4,-119,7,-93,2,-102,6,-98,4,-318,64,-96,3,-174,37
8,-97,7,-95,3,-580,241,-735,104,-92,3,-93,2,-93,2,-97,4,-99,2,-98,3,-129,8,-111,12,-124,8,-133,10,-95,3,-182,30,-102,6,-95,4,-119,7,-93,2,-102,6,-98,4,-318,64,-96,3,-174,37
9,-98,8,-95,3,-634,247,-776,105,-92,3,-97,2,-93,2,-97,4,-99,2,-98,3,-129,8,-114,15,-124,8,-133,10,-95,3,-249,72,-102,7,-109,7,-119,7,-93,2,-103,7,-99,4,-318,64,-97,3,-178,38
