,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5
0,-26,12,-24,8,-18,15,-22,11,-26,6,-21,15
1,-26,14,-25,12,-20,20,-24,14,-27,6,-24,22
2,-28,15,-27,14,-23,23,-27,16,-27,7,-30,27
3,-30,16,-31,14,-25,28,-28,21,-27,7,-35,32
4,-31,23,-31,15,-26,30,-29,29,-27,10,-38,35
5,-32,23,-32,16,-29,36,-35,32,-27,13,-40,39
6,-33,27,-35,18,-31,39,-36,36,-28,14,-42,45
7,-33,31,-37,21,-33,47,-39,39,-28,15,-42,49
8,-37,34,-37,24,-37,49,-42,41,-28,18,-46,51
9,-38,35,-38,25,-42,50,-44,42,-30,25,-53,52
10,-39,35,-40,26,-47,55,-46,47,-31,27,-55,56
11,-39,42,-42,27,-52,59,-48,49,-32,29,-57,58
12,-43,44,-43,29,-52,64,-48,49,-34,31,-60,67
13,-45,45,-45,30,-57,67,-48,51,-37,33,-62,74
14,-50,46,-47,31,-61,72,-49,51,-41,34,-66,76
15,-53,48,-49,34,-63,74,-51,56,-42,38,-67,79
16,-57,51,-50,34,-66,77,-52,59,-45,41,-69,83
17,-61,55,-52,35,-67,79,-52,61,-48,44,-75,85
18,-64,59,-52,35,-70,82,-53,63,-53,46,-77,90
19,-67,59,-52,35,-73,85,-59,66,-56,47,-80,95
20,-71,62,-55,37,-73,87,-62,68,-58,48,-86,97
21,-76,66,-57,37,-75,89,-68,68,-62,48,-88,100
22,-81,69,-61,38,-76,93,-70,72,-63,49,-90,102
23,-84,70,-62,38,-83,101,-71,73,-68,51,-91,102
24,-87,70,-65,41,-86,107,-73,75,-71,51,-95,103
25,-91,72,-69,42,-88,112,-74,77,-76,51,-98,104
26,-91,78,-74,42,-89,119,-75,79,-79,53,-100,105
27,-94,79,-76,45,-91,124,-77,80,-83,55,-103,107
28,-97,79,-78,45,-95,126,-79,83,-87,57,-105,113
29,-98,82,-82,48,-98,127,-81,86,-88,59,-111,114
30,-99,83,-88,51,-100,130,-87,87,-90,59,-116,114
31,-103,87,-92,51,-103,133,-88,88,-92,61,-120,116
32,-107,89,-94,51,-106,137,-90,92,-95,62,-123,118
33,-109,94,-96,51,-107,140,-94,94,-97,65,-126,121
34,-111,95,-101,54,-109,143,-97,94,-101,68,-127,124
35,-112,97,-105,56,-114,149,-97,95,-103,70,-131,125
36,-114,97,-115,57,-118,150,-98,96,-106,71,-135,127
37,-117,100,-118,58,-121,153,-100,97,-111,73,-138,128
38,-119,100,-121,58,-128,155,-101,97,-117,74,-142,132
39,-121,100,-128,61,-130,156,-102,100,-122,75,-147,132
40,-123,100,-130,64,-134,161,-105,101,-125,77,-150,134
41,-124,101,-134,68,-136,162,-109,102,-126,79,-157,136
42,-128,101,-137,69,-140,165,-111,104,-131,81,-160,137
43,-135,101,-137,71,-145,169,-112,104,-136,83,-163,138
44,-144,103,-138,72,-149,171,-114,106,-138,83,-167,139
45,-150,105,-140,73,-150,178,-117,106,-140,83,-169,143
46,-153,107,-145,75,-151,182,-120,106,-143,88,-171,143
47,-157,107,-151,77,-152,185,-122,109,-147,89,-173,145
48,-159,109,-154,77,-154,187,-126,110,-151,94,-176,147
49,-162,111,-157,79,-156,190,-130,112,-153,97,-180,147
50,-166,114,-164,81,-159,192,-132,113,-156,98,-181,148
51,-169,115,-166,84,-163,197,-133,114,-159,100,-186,148
52,-174,115,-167,89,-166,201,-134,115,-162,103,-189,149
53,-180,116,-169,90,-169,202,-141,119,-165,103,-191,149
54,-184,116,-177,92,-172,205,-144,119,-170,105,-191,149
55,-189,117,-179,93,-174,207,-146,120,-174,107,-198,150
56,-194,118,-183,95,-178,209,-149,120,-180,109,-198,151
57,-202,119,-189,96,-178,210,-152,121,-184,112,-200,151
58,-206,120,-192,97,-182,211,-155,122,-192,115,-201,151
59,-207,123,-198,97,-187,213,-156,122,-197,120,-203,151
60,-213,124,-202,100,-189,214,-159,123,-200,122,-207,151
61,-216,126,-208,100,-191,218,-163,123,-202,124,-211,152
62,-216,126,-211,103,-193,220,-168,124,-210,125,-216,152
63,-223,127,-214,105,-198,220,-173,124,-211,126,-220,153
64,-224,129,-218,105,-203,221,-175,124,-217,130,-224,154
65,-228,131,-224,107,-209,221,-179,124,-220,131,-226,154
66,-236,131,-226,111,-209,222,-186,124,-226,131,-228,154
67,-241,131,-229,111,-212,222,-194,125,-233,131,-231,154
68,-242,133,-231,114,-214,226,-199,126,-236,132,-237,154
69,-246,134,-235,115,-216,228,-203,126,-244,133,-239,155
70,-253,136,-237,115,-218,228,-207,127,-250,133,-245,155
71,-256,137,-240,116,-221,228,-210,127,-258,133,-251,157
72,-263,141,-244,116,-221,228,-213,127,-263,135,-256,157
73,-266,142,-248,118,-225,229,-216,127,-269,136,-260,158
74,-269,142,-254,119,-229,229,-221,127,-272,138,-266,158
75,-274,142,-258,120,-231,230,-224,127,-280,139,-270,159
76,-279,142,-266,122,-233,230,-230,127,-282,141,-273,159
77,-283,142,-271,122,-242,232,-233,127,-284,142,-276,160
78,-286,144,-275,123,-243,233,-241,127,-289,142,-281,160
79,-290,145,-280,124,-245,236,-245,127,-294,144,-284,160
