,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17
0,-61,7,-64,5,-61,7,-62,14,-56,14,-76,9,-63,5,-64,4,-65,3,-57,40,-59,9,-60,8,-85,15,-65,4,-64,4,-65,3,-64,4,-66,2
1,-61,7,-64,5,-61,7,-90,17,-65,17,-76,11,-66,5,-64,4,-65,3,-74,47,-59,9,-60,8,-87,16,-65,6,-64,4,-78,3,-64,4,-66,2
2,-61,45,-65,6,-61,9,-94,17,-66,17,-77,12,-66,5,-64,4,-65,3,-111,47,-59,9,-60,8,-88,16,-66,6,-64,6,-78,3,-64,4,-66,2
3,-138,57,-65,6,-61,9,-94,17,-66,17,-77,12,-66,5,-64,4,-65,3,-112,47,-59,9,-60,8,-88,16,-66,6,-64,6,-78,3,-64,4,-66,2
4,-212,57,-65,6,-61,10,-94,17,-66,17,-77,12,-66,5,-64,4,-65,3,-125,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
5,-212,58,-65,9,-61,10,-94,17,-66,17,-77,12,-89,9,-64,4,-65,3,-184,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
6,-282,58,-70,19,-61,10,-94,17,-66,17,-77,12,-89,12,-64,4,-65,3,-186,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
7,-282,58,-103,65,-61,10,-95,17,-66,19,-77,12,-89,13,-64,4,-65,3,-193,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
8,-282,58,-126,65,-61,10,-95,17,-131,21,-77,12,-89,13,-64,4,-65,3,-193,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
9,-282,58,-216,65,-61,10,-95,17,-131,21,-77,12,-89,13,-64,4,-65,3,-193,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
10,-370,58,-216,67,-61,10,-95,17,-131,21,-77,12,-89,13,-64,4,-65,3,-193,47,-59,10,-60,8,-88,16,-66,6,-65,6,-78,3,-64,4,-66,2
